#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b0775//
Ada	b3960//b1220//b4097//
AgaR	b0384//b2213//b4525//b2597//b4043//phnE_2//b0512//
AlaS	b1702//
AllR	b2105//b0687//b0861//b1082//b2407//b4090//b3781//b4254//b3139//
AllS	b3458//b4426//b0216//
AlsR	b3744//b1321//b0743//b0971//b0507//b3919//
ArcA	b1784//b4203//
ArgP	b1578//b4054//b4370//
ArgR	b2937//b0732//b3545//b2059//b2291//b1486//b0385//b0464//b2685//b4024//b2061//b2058//b0995//b1184//
ArsR	b2171//b0912//b2787//
AscG	b1888//
AsnC	b2372//
BasR	b2630//
BirA	b0779//b1945//b1102//b2291//b4002//
BluR	b2685//b3959//b0484//b4095//
BolA	b1000//b0398//
CRP	b1728//b2059//b1167//b2058//b0514//b2630//b3131//b0795//b4522//b1220//b3460//b0162//b0744//b0517//b1111//b2060//b3138//b1091//b2839//b2503//b3612//b0397//b1547//b4044//b1131//b0051//b4417//b2820//b4093//b3613//b1485//b0921//b4116//b2097//yegZ//b0385//b3612//b0505//b2823//b1379//b0696//b0108//b0068//b3976//b1163//b4663//b3494//b3431//b2146//b3460//b0060//b0708//b1072//b3141//b0622//b1072//b4242//b0959//b2464//b3781//b0443//b1860//b4159//b2822//b1782//b4002//b1577//b4129//
CdaR	b1082//b0505//b4408//b4093//b0687//
CecR	b2559//b0557//b2312//b0806//b4090//
CpxR	b3521//b0140//b0779//b1073//b3095//b4663//b2558//b3095//b1378//b1200//b0786//b0522//b2752//b1077//b2750//b0237//b1537//b1567//b3672//b3067//b0107//b0516//b0696//b1883//b1578//b0776//b4368//b1165//b2476//b0338//b0234//b0231//
Cra	b3813//b0110//b1481//b0522//sroC//b3140//b3558//b3744//b1377//b3864//b0987//b4480//b1287//b3060//b3796//
CreB	b3916//
CsgD	b1949//b0464//b2542//b4172//b4089//b1102//b0231//b1887//b1073//
CueR	b1902//b0696//
CynR	b3241//b0515//b1577//b3067//
CysB	b3572//b3393//b1252//b0672//b2476//b0588//b2316//b2967//b1826//b3813//
Dan	b0233//b1032//b0109//b1877//
DhaR	b3271//b3532//b3919//b2751//
DicA	b3864//b2895//b2537//b3572//b2867//b2893//b2671//b0384//
DnaA	b1884//b1882//
EvgA	b1925//b2168//b3863//b3131//b2684//b4097//b3057//
FNR	b0891//b1783//b0794//b2937//b2665//b3798//b3494//b4054//b0668//b3532//b1546//b0778//b4092//b1782//b4104//b0475//b0698//b3612//b4280//b1880//b4201//b0923//b1967//b3027//b2374//b0565//b1982//
FadR	b4090//b0514//b0507//b3607//b0839//b0073//b4025//b1379//
FeaR	b1400//
Fis	b3613//b3128//b1782//b1274//b2779//b2699//b2436//b0536//b3699//b3977//b4089//b1634//b2750//b0778//b1857//b2750//b3672//b1885//b3237//b3141//b3065//b2058//cpxQ//b3237//b3978//b0341//b3066//b1848//b0590//b4435//b1704//b0067//b4406//b0652//b4102//b1434//b1546//b0514//b1949//b0240//b3460//b1200//b2614//b4201//b2373//b4417//b4411//b0517//b3431//b1784//b0384//b0839//b0303//b3188//b0890//b1548//
FlhDC	b2503//b4364//b4090//b4444//b4174//b1623//b3062//b0509//b2788//b4202//b4326//yegZ//b2864//b0674//b2414//b1080//b1277//b3393//b4086//b3965//b4044//b2531//b1488//b1860//b0106//b1536//b2789//b3190//b2558//b2699//b3066//b2290//b3614//b4099//b0732//b0233//b1487//b0240//
FliZ	b1729//
Fur	b0439//b3923//b0150//b3141//b1719//b0536//b0156//b1220//b2211//b1434//b1400//b4202//b2212//b4249//b2127//b0857//b1203//b3607//b1947//b4426//b0912//b0517//b1547//b4270//
GadX	b0672//b3938//b4102//b2414//b2068//b0750//b1676//
GcvA	b4241//b0854//
H-NS	b0052//b4087//b1252//b4292//b4525//b0475//b0849//b1252//b2559//b2167//b1263//b1577//b4355//b0995//
HU	b3141//b4673//
HcaR	b3699//b3356//b0075//b0912//b3976//b0123//
IHF	b0588//b4095//b1252//b1798//b0687//b1321//b2839//
IlvY	b3237//b1886//
IscR	b3469//b1430//b1481//b1378//b2127//b1608//b0512//b1886//
KdpE	b1762//b4160//b0353//b0075//
LeuO	b3128//b1655//b2537//b3268//b3392//b2560//
LexA	b0189//b0515//b1199//b0732//b1198//b0107//b1399//b1575//b4480//b3830//b4401//b1032//b4200//b4085//b0890//b1187//b4094//b1184//b3661//b1407//b2538//b3607//b0192//b2310//b0293//b0152//b4013//b0685//b1926//b0970//b4393//b1074//b2464//b3141//b3063//b4174//b0806//
LrhA	b1484//
Lrp	b3781//b4105//b1798//b2686//b0190//b1947//b2698//b0338//b2105//b3502//b3062//b1409//b1287//b0515//
LysR	b2414//
MalT	b4086//
MarA	b0486//b0293//
MatA	b2373//b1082//
McbR	b2787//
MetJ	b2414//b0523//b1166//b3792//b1410//
MlrA	b3699//b3919//b1729//b1826//b0110//
MngR	b1783//b3798//b1198//
MntR	b2630//b3787//
MprA	b0565//b3141//b2289//
MqsA	b3270//b1400//
MurR	b1430//
Nac	b1728//b4398//b1441//b2698//b0652//
NadR	b3139//b3699//b3613//
NagC	b0475//b3830//b1486//b0687//b0672//
NanR	b0511//b1163//
NimR	b3138//b3423//
NsrR	b1167//b3005//b1914//b2605//b2427//b0511//b3793//b3395//b2868//b1950//b0732//b1954//b3938//b1198//b1164//b1077//b4599//b1714//b3785//b2316//b1879//b3067//b0293//b0304//b0862//b0341//b3863//b4102//b1947//b1262//
NtrC	b1719//b4415//b0508//b1410//b3729//b0031//b1879//b3799//b4270//b2686//b3665//b4369//b3500//b2372//b4280//b0999//b2937//
OmpR	b4613//b3958//b4042//b3141//
OxyR	b0051//b2313//b3531//b3699//b3959//b1073//b3525//b4213//b0066//
PaaX	b2401//b0970//
PepA	b3188//
PgrR	b0751//b0109//b0234//b1926//b3431//b1548//efeU_2//
PhoB	b1132//b2779//b2371//b4090//b1229//b2371//b3501//b3503//b3356//b2105//b2375//b1075//b0185//b4150//b0192//b2211//b0604//b2169//b2699//yegZ//b0512//b3608//b0296//b4406//b2469//b0598//b1676//b2000//b0075//b1082//b0921//
PhoP	b4085//b3456//b3859//b0189//b0731//b0925//b2697//b1947//b3729//b4134//b3959//b1076//b1377//b1386//b2737//b3460//
PspF	b4392//
PurR	b0066//b0598//b2097//b2606//b1252//b0191//b3441//b3128//b2289//b2698//b1399//b3067//b2289//
RbsR	b4090//
RcdA	b1945//b0377//b4369//
RclR	b4085//b1488//b2407//
RcnR	b1546//
RcsAB	b3423//b4100//b2557//b0049//b0151//
RcsB	b1013//b1230//b0999//b2987//
RcsB-BglJ	b1886//b2290//b2938//b0473//efeU_2//b4663//b0970//b3469//b2000//b0652//b4116//
Rob	b0153//
RutR	b1547//
SdiA	b0708//
SgrR	b1265//b0107//b1326//b3012//b3912//b2808//
SoxS	b0515//b4444//b4043//b4347//b1327//b4203//
SutR	b1576//b3572//
TorR	b0652//
TrpR	b2509//b2824//b2406//b3393//b0957//phnE_2//b3441//b3322//
TyrR	b4088//b2558//b2509//
UidR	b2600//
UvrY	b4698//b1400//
XapR	b3065//b1946//
YdeO	b4415//b1780//
YjjQ	b1183//b2698//b0341//b0475//b2127//b2388//b0231//
YpdB	b0241//
YqhC	b3441//b4671//
ZntR	yegZ//
ZraR	b0776//
Zur	b3680//b2965//b1878//b1283//b1926//
