#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b2396//
Ada	b3457//b0107//b1407//
AgaR	b2584//b2558//b0439//b1784//b2584//b1430//b3136//
AlaS	b2406//
AllR	b1954//b4523//b1886//b2407//b3958//b1264//b3531//b2808//b4090//
AllS	b0071//b0383//b2666//
AlsR	b1762//b1229//b0301//b2967//b0863//b0241//
ArcA	b1485//b1546//
ArgP	b3128//b3455//b4043//
ArgR	b1132//b2289//b3356//b0296//b4411//b2316//b0655//b2427//b3798//b1913//b2597//b2823//b4458//b2538//
ArsR	b0341//b3797//b3980//
AscG	b0277//
AsnC	b4480//
BasR	b2000//
BirA	b3156//b0517//b3242//b2965//b3271//
BluR	b1262//b1079//b3912//b0589//
BolA	b0668//b3022//
CRP	b3781//b1272//b4398//b0792//b4159//b3186//b4397//b2582//b0778//b0557//sroC//b1013//b1325//b1780//b4100//b3364//b4458//b3455//b2427//b3190//b3241//b3013//b4406//b3671//b3061//b3938//b3131//b2540//b3190//b2476//b4513//b1609//b1325//b1826//b4369//b4435//b0473//yegZ//b1277//b4506//b4484//b3616//b2291//b4094//b0685//b0392//b3688//b2822//b1075//b1277//b1262//phnE_2//b3806//b1410//b1780//b2476//b1547//b1408//b1566//b0189//b1879//b4100//b0346//b2509//b0507//b1277//b4099//b0473//
CdaR	b0730//b0652//b0151//b0730//b0523//
CecR	b4401//b4292//b2895//b1566//b1074//
CpxR	b1655//b0377//b0108//b0849//b1924//b0139//b1826//b0957//b1183//phnE_2//b2787//b0241//b0073//b4203//b2310//b0067//b1609//b0052//b1846//b4481//b3532//b0708//b1781//b1890//b4172//b1861//b4102//b1410//b3185//b2938//b3006//b3243//
Cra	b0068//b2000//b2414//b2852//b0522//b3794//b1443//b4502//b4280//b1386//b0591//b3665//b0185//b3136//b2232//
CreB	b3184//
CsgD	b1194//b4202//b0912//b1536//b1265//phnE_2//b2388//b4522//b4513//
CueR	b2605//b1536//
CynR	b4088//b0378//b1884//b0864//
CysB	b1577//b3157//b3938//b0987//b2063//b1676//b0068//b1409//b3744//b0732//
Dan	b1485//b3911//b0139//b4450//
DhaR	b0668//b3859//b0507//b3786//
DicA	b0296//b0152//b0799//b2171//b4368//b4369//b0557//b1878//
DnaA	b0590//b0925//
EvgA	b1728//b1092//b4160//b2630//b1265//b3616//b1540//
FNR	b3356//b1399//b0346//b1950//b4673//b4506//b1072//b1577//b4150//b4242//b2216//b3061//b4451//b4090//b4450//b0732//b0857//b3774//b1641//b0786//b1483//b2539//b3138//b1076//b1717//b2169//b2697//
FadR	b2666//b1568//b4416//b3531//b3547//b0665//b2542//b4293//
FeaR	b2167//
