#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b1041//b4196//
AcrR_neg	b2754//b0810//b1948//b1203//b4086//b2242//b1921//b0721//b2980//b4279//b1299//
Ada_neg	b3326//b1889//
Ada_pos	b2852//b1821//b2485//b0970//
AdiY_pos	b0575//b1276//b2987//b1036//b3528//b3908//b2660//b2572//
AgaR_neg	b3132//b3502//b4076//b0570//b4476//b3125//b1497//b1276//b0303//b1530//b3741//
AidB_neg	b4662//
AlaS_neg	b2530//
AllR_neg	b0365//b2707//b0928//b2422//b0385//b0069//b3368//b3038//b0783//
AllS_pos	b0074//b3923//b3269//
AlsR_neg	b1672//b1940//b0698//b4197//b3035//b0523//
AppY_pos	b4525//b4291//b0850//b0378//b2029//b2491//b4411//b3579//b4119//b0072//
AraC_neg	b0505//b2574//b4670//b1042//b1857//b4241//b4481//b2729//
AraC_pos	b0114//b1519//b0964//b1805//b2669//b0685//b3011//b1951//b1500//b2095//
ArgP_neg	b3222//
ArgP_pos	b4265//b0724//b2539//b3127//b2197//b3961//b1285//b1327//b1714//b1409//b0161//b1622//b1684//
ArgR_neg	b0514//b2752//b2805//b2925//b0166//b2893//b3118//b1945//b4093//b4267//b3013//b2617//b4036//b3185//b3846//b3430//b2163//b2540//b4027//b1386//b0523//b3186//b2421//b4670//b3060//b1877//b1714//b2823//sroD//b0896//b3688//b1747//b1937//
ArgR_pos	b0592//b4443//b0087//b2289//b2992//
ArsR_neg	b1850//b1256//b0399//
AscG_neg	b2155//b1392//b0936//b3625//b1920//
AsnC_neg	b3788//b1308//b2221//
AsnC_pos	b1129//
AtoC_pos	b4198//b1682//b1326//b3136//
BaeR_pos	b0862//b4040//b3161//b1531//b4018//b3614//b1683//b3461//
BasR_neg	b2485//b3923//
BasR_pos	b1007//b4209//b1020//b4392//b2763//sroD//b0463//b0755//b1784//b4094//b4357//
BetI_neg	b4027//b3580//b2980//b0343//
BirA_neg	b3185//b2372//b3036//b1397//b2719//
BluR_neg	b1954//b2728//b4484//b4102//
BolA_neg	b0925//b1548//
BolA_pos	b1851//b0397//
CadC_pos	b2713//b2428//b2374//
CaiF_pos	b1102//b3564//b4460//b4105//b4099//b0726//b1707//b2801//b2155//b4039//
Cbl_pos	b1325//b1004//b3751//b3831//b2808//b1006//b0439//b0382//b1579//
CdaR_pos	b2659//b3426//b0604//b0225//b3508//b1377//b4506//b3327//b3514//b0428//
CecR_neg	b1712//b0337//b3748//b2203//b4460//
ChbR_neg	b4015//b3134//sroC//b3547//b3511//b1397//
ChbR_pos	b1920//b0937//b1003//b4599//b2708//b4085//
ComR_neg	b1702//
CpxR_neg	b4475//b1074//b3753//b3922//b2675//b0484//b1475//b0958//b3725//b1732//b1946//b3270//b1287//b4024//b2570//b4441//b1296//b1303//b3912//b4289//b2407//b4476//b2392//b3748//
CpxR_pos	b3093//b0762//b1791//b2666//b2200//b3722//b0463//b0585//b3942//b1717//b0933//b1655//b3357//b2287//b1399//b4075//b1500//b1079//b3132//b1287//b3136//b2143//b2407//b0975//b4152//b0853//b0728//b4264//b4003//b0754//b4072//b4522//b1452//b2105//b0034//b3452//b1512//b0390//b1921//b1259//b3357//b3156//b0655//b1335//b2837//b4484//
Cra_neg	b4355//b2926//b1476//b3164//b1888//b0303//b1656//b3124//b3604//b0925//b0891//b4522//b0776//b1970//b0294//b2724//b0677//b3136//b0616//b1819//b0855//b3786//b4311//b3359//molR_1//b1889//b2341//b0729//b3126//b3794//b0064//b2732//b1714//b0221//b0592//b0062//b0793//b1024//b1622//b3409//b0727//b1552//b2838//b1821//b3477//b1922//b0347//b3225//b4028//b4311//b0432//b3357//b0779//b3724//b2531//b2213//b3742//b3846//b2840//
Cra_pos	b1011//b3792//b2075//b1131//b4443//b2893//b0115//b3728//b3223//b2285//b4085//b1244//b3368//b4070//b2673//b1396//b0886//b2905//b4398//b1618//b3139//b3022//b3359//
CreB_neg	b1743//b2416//b2826//
CreB_pos	b4254//b0682//
CsgD_neg	b3335//b2492//b3185//b0708//b2312//b3190//b1674//b4037//b1492//b1790//b0337//b0587//b1201//b4151//b0980//
CsgD_pos	b1564//b3516//b2200//b2415//b1184//b2371//b4037//b4293//b1819//b2421//b1486//b2617//b0044//
CsiR_neg	b0523//b2673//b0341//b0515//b1576//
CspA_pos	b2904//b3506//
CueR_neg	b2788//b4313//b3967//b3077//b0301//
CueR_pos	b2208//b4289//
CusR_pos	b2937//b1323//b4119//b0428//b1164//b2316//b0115//b1671//b0810//b2728//b3324//b2195//
CynR_neg	b4187//
CynR_pos	b0571//b3916//b4451//
CysB_neg	b0234//b4150//b2725//b1948//b3480//b4481//b1392//
CysB_pos	b3578//b2203//b1129//b1826//b1621//b2204//b0197//b4398//b3214//b2342//b3517//b2284//b0570//b4384//b4092//b4637//b4153//b0729//b2660//b3502//b2492//b1747//b1925//b0068//b2481//
CytR_neg	b0294//b2417//b0758//b3325//b0439//b1608//b3011//b3063//b4249//b1926//b2000//b1922//b3429//
Dan_pos	b3752//b0353//b4525//b1857//
DcuR_pos	b1163//b0811//b3328//b1300//b2202//b3750//b4119//b4044//b0068//
DeoR_neg	b3127//b1679//b2237//b1396//b2085//b2316//
DhaR_neg	b1922//
DhaR_pos	b3784//b0486//b4238//
DicA_neg	b1093//b3786//b4098//b2704//b1260//b3070//b0150//b3161//
DinJ-YafQ_neg	b0852//b0081//b1408//
DnaA_neg	b3612//b3722//b2799//b4613//b1247//b3582//b1848//b0178//b0826//b2781//b0951//
DnaA_pos	b0036//b1608//b3366//b1264//b3437//b1658//b0365//
DpiA_neg	b0197//
DpiA_pos	b2492//b1819//b3256//b1021//b0597//b1483//b3788//b0232//b1394//b2826//
DsdC_neg	b0112//
DsdC_pos	b2711//b3860//
EbgR_neg	b4288//b4384//
EnvR_neg	b3138//b0841//
EnvY_pos	b2911//b0032//
EvgA_pos	b1201//b1563//b2605//b2205//b4086//b4195//b3414//b4153//b3905//b2659//b3236//b2826//b4194//b0733//b1650//b2927//b1287//b0597//b2370//
ExuR_neg	b4062//b3571//b1921//b0974//b3701//b3725//b4101//b0757//b3156//
FabR_neg	b2206//b1679//
FadR_neg	b3326//b1641//b1531//b0464//b1385//b0723//b3166//b0954//b0678//b2754//b1567//
FadR_pos	b2673//b0084//b0578//b2553//b1247//b2163//b1654//b1737//b2980//b1164//b2486//b3926//
FeaR_pos	b0384//b0344//
FhlA_pos	b3500//b1182//b2529//b3789//b2058//b4240//b1736//b3363//b1390//b0863//b1943//b1782//b0033//b0040//b1591//b2236//b2686//b3904//b0461//b2687//b0997//b2312//b0461//b3364//b1658//b1651//b1243//b1748//b0681//b1200//
FlhDC_neg	b1674//b3139//b0564//b1567//
