#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b0729//b0085//
AcrR_neg	b4150//b0435//b2600//b1507//b1484//b1327//b0116//b0575//b2916//b3223//b0895//
Ada_neg	b0964//b1673//
Ada_pos	b1920//b0344//b0152//b4399//
AdiY_pos	b4288//b1651//b3222//b3190//b2060//b1009//b3749//b0185//
AgaR_neg	b0806//b4196//b1743//b1900//b4002//b1092//b0980//b4025//b3831//b3169//b1076//
AidB_neg	b0349//
AlaS_neg	b3140//
AllR_neg	b2093//b2707//b3846//b0514//b0896//b2283//b1902//b3625//b4024//
AllS_pos	b3514//b1608//b0042//
AlsR_neg	b0796//b1745//b0896//b3961//b4087//b3183//
AppY_pos	b1262//b2551//b1546//b1790//b3325//b1889//b4106//b0810//b2782//b4260//
AraC_neg	b0937//b3479//b4160//b2213//b1858//b2804//b2716//b4539//
AraC_pos	b3036//b3125//b3788//b4087//b2662//b1921//b1860//b2223//b1680//b1499//
ArgP_neg	b4577//
ArgP_pos	b1728//b0162//b1732//b1379//b3332//b4151//b3334//b3603//b3477//b0388//b0293//b3164//b1016//
ArgR_neg	b2236//b1042//b3845//b1536//b0484//b3624//b3517//b0336//b1680//b0572//b1389//b4416//b0593//b4397//b0764//b0081//b2482//b0368//b3124//b3506//b0729//b0399//b4698//b1805//b2662//b2422//b3506//b1922//b3057//b3730//b3513//b0403//b0819//
ArgR_pos	b3748//b4097//b2342//b3333//b4074//
ArsR_neg	b1656//b1302//b4705//
AscG_neg	b4131//b3172//b2242//b0851//b1719//
AsnC_neg	b4613//b1587//b2538//
AsnC_pos	b3916//
AtoC_pos	b1207//b2076//b2803//b1676//
BaeR_pos	b0722//b1622//b4153//b3070//b2168//b3512//b1578//b4193//
BasR_neg	b1858//b4311//
BasR_pos	b3566//b4613//b1590//b1037//b1880//b3161//b3961//b1732//b1615//b4092//b1706//
BetI_neg	b0977//b0037//b4154//b1061//
BirA_neg	b1440//b4381//b2470//b2826//b0447//
BluR_neg	b1307//b1676//b4438//b3269//
BolA_neg	b3510//b0071//
BolA_pos	b4392//b1079//
CadC_pos	b0435//b0733//b4254//
CaiF_pos	b3645//b3859//b0366//b1621//b0068//b0463//b1484//b4291//b2837//b2288//
Cbl_pos	b3431//b3528//b2095//b2107//b2838//b0115//b3332//b2991//b1275//
CdaR_pos	b1970//b3417//b1913//b1321//b4392//b1377//b1160//b4026//b1326//b2279//
CecR_neg	b1546//b2243//b1670//b3222//b2669//
ChbR_neg	b2392//b2485//b3786//b2278//b3461//b0523//
ChbR_pos	b2415//b0934//b2826//b0296//b1669//b0795//
ComR_neg	b0721//
CpxR_neg	b3579//b3366//b1588//b3724//b2976//b0123//b1393//b0792//b4397//b1397//b0806//b1950//b3268//b3863//b2280//b1130//b1297//b1378//b0937//b1486//b3927//b0020//b2095//b1707//
CpxR_pos	b4237//b3026//b2724//b4471//b0237//b4035//b2076//b4040//b4062//b2904//b3138//b2427//b1275//b2059//b3327//b2341//b1676//b0072//b4133//b4451//b4044//b0315//b1390//b4383//b1733//b2289//b0934//b1746//b2388//b1396//b3566//b0154//b4075//b2307//b3027//b3908//b0564//b0333//b4153//b4089//b1399//b3461//b2368//b2841//b3413//b0517//
