#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b2149//b3576//
AcrR_neg	b0764//b2662//b1719//b1926//b0439//b1393//b0043//b1733//b3408//b0774//b4089//
Ada_neg	b0114//b1082//
Ada_pos	b2307//b4347//b0475//b3863//
AdiY_pos	b3870//phnE_2//b3599//b1826//b4289//b0166//b3688//b0091//
AgaR_neg	b2236//b2000//b2288//b1924//cpxQ//b2491//b3912//b0850//b2127//b3751//b2718//
AidB_neg	b1247//
AlaS_neg	b2476//
AllR_neg	b0063//b3575//b3707//b4187//b1013//b0929//b2943//b2528//b0820//
AllS_pos	b4265//b0851//b3156//
AlsR_neg	b4036//b3038//b4035//b0234//b0330//b1200//
AppY_pos	b3961//b4279//b0334//b1241//sroC//b4063//b0795//b2029//b0594//b2486//
AraC_neg	b0935//b0435//b1388//b1245//b2824//b0841//b1937//b2665//
AraC_pos	b2235//b0112//b4511//b2994//b1415//b0977//b1902//b1921//b4522//b1475//
ArgP_neg	b1083//
ArgP_pos	b1507//b2365//b2068//sroA//b1078//b0348//b0852//b1016//b2375//b0972//b0587//b2425//b0856//
ArgR_neg	b3940//b2374//b1322//b1225//b3829//b2221//b1888//b2819//b4071//b0895//b2280//b4357//b0352//b2342//b4393//b0557//b0088//b1276//b1093//b0344//b1521//b2222//b0827//b0684//b1440//b2465//b1071//b1634//b1390//b0654//b0462//b0062//b3513//
ArgR_pos	b2993//b1940//b1333//b2801//b2310//
ArsR_neg	b0729//b4289//b0675//
AscG_neg	b2603//b3437//b3057//b3136//b1444//
AsnC_neg	b3116//b1511//b3083//
AsnC_pos	b2757//
AtoC_pos	b1887//b3868//b0779//b3164//
BaeR_pos	b0654//b2291//b0976//b3726//b2852//b2852//b1041//b4085//
BasR_neg	b1391//b0584//
BasR_pos	b3224//b3919//b0167//b4044//b0595//b1409//b1780//b0334//b0810//b0980//b4417//
BetI_neg	b0198//b2757//b1387//b3564//
BirA_neg	b0872//b4037//b0517//b2782//b2631//
BluR_neg	b3133//b3364//b3517//b3967//
BolA_neg	b1038//b4355//
BolA_pos	b2821//b0978//
CadC_pos	b1819//b0936//b1434//
CaiF_pos	b0398//b2723//b2839//b2213//b3212//b0934//b4070//b0620//b1476//b0041//
Cbl_pos	b4481//b1718//b1576//b1818//b2558//b3071//b3927//b3083//b4193//
CdaR_pos	b3021//b2286//b3574//b4357//b3207//b1397//b1305//b1920//b2063//b1475//
CecR_neg	b1514//b2925//b0793//b3700//b3721//
ChbR_neg	b4073//b1497//b3172//b2241//b4075//b2240//
ChbR_pos	b2737//b1857//b1521//b4100//b2729//b1905//
ComR_neg	b0841//
CpxR_neg	b2196//b0343//b4138//b3184//b0523//b4311//b3114//b0810//b2153//b3860//b1738//b0980//b2782//b4120//b4592//b4291//b0048//b0019//b1247//b0934//b1071//b3613//b2663//b1973//
