#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b4098//b3083//
AcrR_neg	b3702//b0721//b1892//b1511//b3863//b1500//b2820//b1482//b4309//b0432//b0063//
Ada_neg	b1015//b1618//
Ada_pos	b2237//b3113//b4355//b0350//
AdiY_pos	b0860//b2980//b0397//b2779//b3057//b0179//b0779//b0343//
AgaR_neg	b3326//b3325//b1296//b2199//b2841//b0819//b4313//b2428//b2153//b0763//b2916//
AidB_neg	b0977//
AlaS_neg	b4290//
AllR_neg	b2235//b3927//b4131//b2061//b3905//b2370//b2222//b3645//b0343//
AllS_pos	b4354//b4673//b3429//
AlsR_neg	b4029//b1987//b1023//b3118//b3789//b2213//
AppY_pos	b0786//b3794//b1611//b1622//b3923//b1810//b3359//b2893//b1083//b2281//
AraC_neg	b0622//b3478//b0726//b2152//b0464//b0042//b0573//b4079//
AraC_pos	b3324//b1513//b3021//b2151//b0565//b1390//b0799//b2311//b1287//b1020//
ArgP_neg	b2492//
ArgP_pos	b2904//b4054//b1880//b1203//b1482//b0336//b3700//b3067//b2540//b4073//b2726//b1676//b3800//
ArgR_neg	b1879//b3224//b3169//b2243//b4014//b4105//b4097//b3061//b1736//b2991//b0301//b3156//b4150//b2787//b3741//b1517//b4123//b4238//b2674//b1942//b0895//b0826//b1298//b3788//sroA//b3721//b0654//b1673//b1783//b3170//b3461//b0277//b1682//
ArgR_pos	b2094//b0730//b2722//b2062//b4393//
ArsR_neg	b0035//b3409//b0683//
AscG_neg	b3005//b1712//b0863//b1821//b3221//
AsnC_neg	b2996//b4452//b2424//
AsnC_pos	b0033//
AtoC_pos	b1987//b2484//b0153//b4289//
BaeR_pos	b0976//b0855//b4567//b1681//b0075//b0678//b2500//b0812//
BasR_neg	b2560//b0505//
BasR_pos	b0863//b0954//b1973//b4392//b1713//b2665//b2365//b3773//b0864//b1039//b0344//
BetI_neg	b0622//b3429//b2375//b3845//
BirA_neg	b4115//b3157//b2388//b1408//b3743//
BluR_neg	b1043//b2368//b0071//b0450//
BolA_neg	b3164//b1939//
BolA_pos	b4209//b1670//
CadC_pos	b3741//b4097//b2424//
CaiF_pos	b3035//b1042//b0721//b3528//b2582//b2169//b3132//b1091//b2094//yegZ//
Cbl_pos	b2824//b3958//b4193//b4460//b3025//b0226//b3067//b2673//b1947//
CdaR_pos	b4119//b0856//b2995//b1712//b1387//b0974//b4292//b2374//b0429//b1712//
CecR_neg	b4122//b2570//b1547//b0873//b4034//
ChbR_neg	b1851//b3479//b3157//b2194//b1901//b2911//
ChbR_pos	b3022//b1861//b4089//b1546//b2702//b1858//
ComR_neg	b0591//
CpxR_neg	b2372//b3236//b3480//b1499//b0072//b3096//b0850//b3870//b2942//b3413//b1109//b1579//b2674//b3481//b2285//b0040//b3012//b2659//b0731//b0681//b0428//b3605//b3788//b0728//
CpxR_pos	b2687//b4313//b0344//b2722//b0764//b1681//b3902//b1078//b2068//b3581//b3574//b3575//b4101//b1548//b3753//b0750//b0811//b1335//b0167//b4197//b3403//b4004//b1676//b1611//efeU_2//b1252//b0602//b1390//b1198//b0652//b2095//b2666//b0397//b4032//b3700//b1878//b0931//b3168//b0399//b1945//b3167//b3508//b1482//b1261//b3702//b2726//
Cra_neg	b1547//b2212//b2149//b0764//b1519//b1037//b0031//b4476//b3725//b3125//b2718//b3414//b1943//b1735//b3061//b0091//b0954//b2279//b0758//b4613//b3156//b1902//b2975//b1940//b0732//b1022//b0512//b1651//b1946//b1672//b2243//b0679//b0933//b1950//b1073//b4408//b4481//b1593//b1335//b0933//b0041//b0708//b3365//b4458//b4279//b0892//b2852//b4293//b4381//b4471//b1244//b2706//b3035//b1532//b2282//b0507//b2283//b4089//b3135//
Cra_pos	b3860//b1762//b2703//b1498//b2903//b3324//b1385//b0977//b0584//b0367//b0723//b0851//b0728//b0854//b0461//b0653//b1924//b3787//b0606//b0411//b3511//b4102//b3037//
CreB_neg	b1409//b1077//b0068//
CreB_pos	b3614//b0085//
CsgD_neg	b1024//b1183//b3725//b2802//b3516//b4513//b2415//b1704//b1101//b3773//b4376//b1591//b2344//b1682//b1020//
CsgD_pos	gadF//b0890//b3095//b0652//b3905//b2060//b3062//b0786//b1389//b3128//b0586//b0792//b3688//
CsiR_neg	b0331//b3166//b4698//b2287//b4249//
CspA_pos	b3115//b0032//
CueR_neg	b0996//b0675//b3749//b2542//b2662//
CueR_pos	b2307//b1265//
CusR_pos	b2224//b0733//b0774//b1070//b0896//b0619//b0978//b1486//b2029//b1037//b3506//b2279//
CynR_neg	b2837//
CynR_pos	b2784//b2825//b2784//
CysB_neg	b4460//b0343//b2148//b2508//b4702//b0514//b4125//
CysB_pos	b4237//b1227//b2487//b0972//b3166//b1617//b1400//cpxQ//b2822//b1006//b3576//b1826//b2310//b1325//b1407//b2017//b3214//b0585//b0758//b1395//b4279//b3582//b2388//b2580//b2660//
CytR_neg	b1532//b0337//b0588//b4058//b1452//b2979//b0578//b4096//b0755//b2617//b1712//b3140//b0450//
Dan_pos	b1587//b2762//b1796//b1946//
DcuR_pos	b3449//b4105//b1013//b3036//b2938//b2240//b1819//b0890//b3334//
DeoR_neg	b1736//b1669//b3190//b2630//b2196//b3416//
DhaR_neg	b3605//
DhaR_pos	b1712//b1410//b4321//
DicA_neg	b1620//b4151//b0674//b0112//b2528//b3271//b3701//b0565//
DinJ-YafQ_neg	b1890//b1780//b2316//
DnaA_neg	b4120//b3558//b3124//b3515//b3114//b3330//b1441//b1681//b0080//b0887//b0463//
DnaA_pos	b2580//b3413//b0034//b0722//b0241//b1892//b1160//
DpiA_neg	b4089//
DpiA_pos	b4050//b2905//b0681//b0304//b1517//b3727//b1852//b2241//b2286//b3870//
DsdC_neg	b4324//
DsdC_pos	b2159//b0775//
EbgR_neg	b2551//b0726//
EnvR_neg	b0723//b2276//
EnvY_pos	b4198//b2152//
EvgA_pos	b4309//b0473//b0398//b2802//b3429//b4476//b2489//b3580//b1641//b3829//b4099//b2715//b0564//b1131//b0895//b0156//b1924//b1092//b1378//
ExuR_neg	b2671//b4124//b3510//b4028//b0039//b1265//b1260//b2752//b3919//
FabR_neg	b2094//b0811//
FadR_neg	b4075//b0343//b4072//b0785//b3005//b2762//b2311//b0066//b3508//b1112//b3013//
FadR_pos	b0167//b2091//b3188//b4013//b0754//b0151//b0048//b0335//b1303//b1673//b2781//b4139//
FeaR_pos	b0928//b4354//
FhlA_pos	b4099//b1474//b2926//b1704//b4237//b1552//b3911//b3330//b0303//b0293//b1080//b1305//b2487//b1922//b3430//b1818//b2687//b1485//b3905//b2702//b1071//b3911//b2364//b0775//b0296//b3604//b3624//b0977//b2630//b1184//
FlhDC_neg	b4028//b0089//b2206//b0082//
FlhDC_pos	b1702//b2000//b1109//gadF//b4347//b1303//b0784//b0724//b0156//b3581//b2149//b1488//b1429//b0674//b1093//b3728//b3941//b0726//b0896//b2987//b1224//b4291//b1379//b1006//b3916//b1222//b3514//b0805//b1483//b4525//b0207//b0451//b1379//b0313//b1676//b1222//b0928//b2155//b2732//b2508//b3582//b3168//b2169//b1683//b0775//b2465//b2764//b2491//b3583//b2758//b0614//b1323//b2991//b1784//b1540//b1486//b3416//b2580//b4026//b1308//b0925//b0931//b1327//b0512//b4099//b3749//b4090//b1741//b3060//b3164//b2375//b0072//b2151//b2415//b2287//b0150//b2997//b3062//
FliZ_neg	b0123//b0095//b2169//b4152//b0429//b3752//b0430//b1512//b1322//b0764//b0951//b1296//b3794//b2470//b2414//b3566//b1298//b2077//b2741//b1390//b0936//
FucR_pos	b0977//b1488//sroA//b0951//b0583//b3188//b2697//
