#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b1285//b1511//
AcrR_neg	b1074//b2995//b1006//b3125//b0928//b2703//b4280//b2676//b0428//b1913//b0151//
Ada_neg	b2487//b1535//
Ada_pos	b4005//b3521//b4004//b4035//
AdiY_pos	b0708//b1877//b0066//b3184//b2231//b3062//b1616//b2938//
AgaR_neg	b1922//b0783//b3184//b4411//b3791//b0161//b0587//b1507//b2364//b1393//b3661//
AidB_neg	b1513//
AlaS_neg	b4355//
AllR_neg	b3481//b2818//b2757//b2278//b1164//b0950//b1283//b2239//b0721//
AllS_pos	b3512//b2212//b1480//
AlsR_neg	b3021//b1718//b2730//b0571//b1021//b3959//
AppY_pos	b0411//b0504//b1222//b1442//b4613//b3700//b1443//b3328//b1714//b3625//
AraC_neg	b3603//b2222//b1858//b4523//b4058//b0348//b4292//b1499//
AraC_pos	b3924//b1737//b1669//b1288//b0384//b2061//b4042//b2000//b2755//b2820//
ArgP_neg	b0039//
ArgP_pos	b4003//b3005//b4266//b1729//b0812//b3506//b2388//b0574//b3800//b2804//b1164//b1514//b1634//
ArgR_neg	b3742//b3793//b0377//b2706//b3528//b1246//b0783//b0088//b2279//b1940//b0429//b0721//b1194//b2277//b2659//b0872//b1634//b4355//b1954//b3063//b4381//b4242//b3709//b0114//b0887//b1577//b4090//b4073//b1101//b2802//b4577//b1516//b1497//
ArgR_pos	b1704//b1443//b3221//b2616//b2312//
ArsR_neg	b3906//b2464//b2241//
AscG_neg	b4366//b3934//b2893//b2240//b2663//
AsnC_neg	b3328//b3012//b1851//
AsnC_pos	b1386//
AtoC_pos	b1914//b4673//b3576//b1973//
BaeR_pos	b3751//b0751//b2427//b4032//b2662//b0615//b3161//b4237//
BasR_neg	b0978//b1390//
BasR_pos	b1262//b4522//b4476//b0799//b2717//b0887//b3700//b2699//b0676//b0970//b0088//
BetI_neg	b0484//b0313//b0872//b3365//
BirA_neg	b0688//b2364//b1706//b3081//b3511//
BluR_neg	b0398//b1945//b1247//b0333//
BolA_neg	b3368//b3845//
BolA_pos	b0337//b2705//
CadC_pos	b4029//b0929//b2316//
CaiF_pos	b0681//b1616//b2923//b0585//b4124//b0779//b3813//b1247//b3957//b1973//
Cbl_pos	efeU_2//b1512//b4072//b4209//b2310//b0074//b2097//b2721//b1623//
CdaR_pos	b2311//b0067//b3186//b3430//b4092//b1623//b2703//b4458//b1780//b0887//
CecR_neg	b1674//b3213//b2601//b3367//b0793//
ChbR_neg	b1263//b1241//b0335//b0035//b4539//b3453//
ChbR_pos	b1733//b3748//b3787//b0995//b0892//b3065//
ComR_neg	b2603//
CpxR_neg	b1615//b1892//b1948//b1611//b0517//b1729//b4313//b0086//b2709//b3185//b1887//b1384//b2538//b0084//b0591//b0733//b1444//b4076//b1904//b3478//b4260//b0810//b0839//b0795//
CpxR_pos	b0311//b1307//b4074//b3123//b1577//b4101//b3124//b2558//b1283//b2152//b3506//b2079//b0854//b2727//b2601//b2630//b3441//b0553//b2507//b2368//b0655//b0505//b2063//b1655//b1736//b3491//b1129//b1679//b2365//b0785//b1890//b3035//b3506//b4115//b3207//b1262//b1940//b0178//b4411//b1390//b4209//b1713//b4539//b1283//b2000//b0575//
Cra_neg	b4365//b4033//b4240//b4125//b0886//b0724//b1913//b2539//b2237//b4673//b3133//b1945//b0674//b0070//b1945//b0586//b1714//b3332//b4028//b1704//b0553//b2075//b2481//b0758//b2789//b0792//b0432//b2484//b0522//b1880//b3451//b1946//b0777//b4443//b4138//b2779//b3702//b4187//b4265//b3221//b1563//b1743//b2342//b1658//b0092//b0934//b2312//b0872//b3750//b0724//b0980//b3903//b4106//b2916//b3325//b1283//b3500//b2552//b2423//
Cra_pos	b0352//b0587//b3096//b2661//b3908//b4438//b4249//b2470//b4014//b1540//b3787//b1743//b0654//b2943//b4075//b1531//b3451//b1782//b1305//b0578//b3365//b2415//b4324//
CreB_neg	b0304//b0226//b0697//
CreB_pos	b1387//b2465//
CsgD_neg	b2996//b2062//b3577//b1163//b3578//b2060//b2685//b2306//b3773//b4198//b1608//b1658//b2489//b3500//b1623//
CsgD_pos	b0782//b2415//b1022//b2417//b1905//b3916//b1877//b1729//b1634//b2605//b2167//b0166//b1568//
CsiR_neg	b1037//b2711//b3164//b1569//b3859//
CspA_pos	b0613//b3580//
CueR_neg	b1283//b3214//b0080//b2407//b4097//
CueR_pos	b3134//b3845//
CusR_pos	b3702//b0572//b0225//b1304//b1484//b4311//b4592//b0586//b4241//b1322//b0432//b4195//
CynR_neg	b2417//
CynR_pos	b1784//b1982//b1296//
CysB_neg	b3170//b2704//b1040//b4062//b2306//b1650//b2062//
CysB_pos	b0161//b3934//b1296//b1493//b2991//b3528//b0334//b0273//b0150//b0826//b4005//b1516//b2531//b1043//b1008//b2712//b3077//b3441//b4177//b2580//b2107//b0786//b3927//sroD//b2153//
CytR_neg	b1658//b2993//b4475//b1400//b0819//b1901//b2309//b3271//b2288//b2060//b3752//b3480//b2528//
Dan_pos	b1260//b2730//b4513//b1587//
