#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b4139//b4071//
AcrR_neg	b0951//b3577//b4090//b3012//b0793//b0799//b2240//b3271//b2150//b1546//b1487//
Ada_neg	b2600//b3082//
Ada_pos	b0398//b4382//b3207//b1650//
AdiY_pos	b1243//b2312//b4150//b2712//b1937//b2925//b4014//b3073//
AgaR_neg	b0721//b2196//b0974//b1182//b3413//b3005//b0348//b2799//b1020//b1307//b4458//
AidB_neg	b4002//
AlaS_neg	b1091//
AllR_neg	b0048//b0450//b0605//b0574//b3958//b0403//b1511//b4079//b0751//
AllS_pos	b2752//b4006//b1748//
AlsR_neg	b0805//b4124//b0166//b3403//b3859//b0116//
AppY_pos	b1846//b3961//b0463//b3184//b2572//b1577//b2905//b3214//b4070//b4365//
AraC_neg	b0517//b1519//b1006//b4119//b2392//b1442//b2760//b4054//
AraC_pos	b1680//b1226//b0972//b3958//b0352//b1620//b1684//b1038//b0972//b1925//
ArgP_neg	b3113//
ArgP_pos	b2196//b2756//b3500//b2153//b0397//b3223//b4471//b4313//b3558//b0855//b1851//b2603//b1948//
ArgR_neg	b2371//b3831//b2991//b3213//b1532//b4033//b1183//b3582//b3516//b0400//b1590//b3925//b3774//b2365//b3269//b0857//b0595//b2723//b1706//b3784//b0758//b4039//b0377//b3091//b3123//b4392//b1943//b3575//b0655//b0199//b3726//b0613//b3067//
ArgR_pos	b2488//b0080//b4321//b2127//b2687//
ArsR_neg	b4015//b2106//b2686//
AscG_neg	b2852//b3580//b0508//b1576//b0378//
AsnC_neg	b0094//b3518//b3183//
AsnC_pos	b1377//
AtoC_pos	b4705//b1036//b2823//b0553//
BaeR_pos	b2370//b2537//b3613//b4118//b0685//b3066//b4324//b1083//
BasR_neg	b0343//b1901//
BasR_pos	b2487//b0432//b1498//b3271//b0652//b1540//b2805//b2801//b0730//b3514//b1671//
BetI_neg	b1796//b1006//b1568//b0225//
BirA_neg	b0113//b4034//b4382//b1938//b3221//
BluR_neg	b2913//b1012//b1006//b0889//
BolA_neg	b3418//b4292//
