#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b3941//b2603//
AcrR_neg	b2996//b1513//b4018//b3511//b2470//b1227//b2942//b3449//b2323//b2604//b0620//
Ada_neg	b1535//b0389//
Ada_pos	b0826//b1394//b1308//b0161//
AdiY_pos	b0350//b1568//b0094//b1620//b4443//b0754//b3789//b2925//
AgaR_neg	b0954//b0573//b4062//b0925//b4160//b2759//b2551//b3701//b0273//b4539//b3749//
AidB_neg	b1519//
AlaS_neg	b2673//
AllR_neg	b3904//b4457//b2280//b0199//b2698//b1399//b1649//b0880//b2662//
AllS_pos	b1241//b2429//b2837//
AlsR_neg	b1277//b1593//b2582//b0197//b0586//b3566//
AppY_pos	b2077//b4365//b0880//b3525//b4040//b4443//b3367//b1713//b4310//b1038//
AraC_neg	b0622//b2075//b2009//b0515//b3190//b4443//b1398//b2604//
AraC_pos	b0654//b0080//b1304//b0778//b3026//b3966//b1846//b2826//b4153//b2993//
ArgP_neg	b0589//
ArgP_pos	b2491//b3870//b1252//b4397//b1519//b0312//b3095//b2489//b2723//b3092//b2309//b0088//b1080//
ArgR_neg	b0344//b2729//b4599//b0578//b1921//b0874//b1093//b3870//b1020//b1130//b1007//b0447//b3722//b0750//b0512//b0086//b3925//b2427//b2085//b0653//b3578//b3582//b1006//b2600//b1041//b0112//b1287//b0732//phnE_2//b0588//b3518//b3751//b1608//
ArgR_pos	b2372//b4481//b4193//b2600//b1540//
ArsR_neg	b1987//b1714//b3845//
AscG_neg	b1302//b3645//b0348//b2197//b3417//
AsnC_neg	b0403//b0872//b1077//
AsnC_pos	b2571//
AtoC_pos	b2289//b2316//b0044//b0618//
BaeR_pos	b3749//b0827//b0696//b0856//b3093//b3604//b3461//b3721//
BasR_neg	b2895//b1409//
