#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b0461//b3076//
AcrR_neg	b4019//b1411//b1702//b2151//b1512//b3966//b2393//b1245//b3117//b1075//b2605//
Ada_neg	b1516//b1713//
Ada_pos	b2937//b2236//b3114//b1258//
AdiY_pos	b0751//b1508//b2729//b0234//b4476//b0231//b0777//b1476//
AgaR_neg	b3333//b3789//b1857//b3067//b0995//b0606//b1674//b3169//b0623//b3012//b1925//
AidB_neg	b0756//
AlaS_neg	b0575//
AllR_neg	b4118//b3925//b4457//b2779//b3515//b4267//b0486//b3614//b1443//
AllS_pos	b0973//b1615//b2077//
AlsR_neg	b3571//b1082//b1532//b2601//b0447//b4059//
AppY_pos	b4195//b3515//b4125//b4196//b2168//b3571//b4451//b2528//b0880//b2422//
AraC_neg	b2912//b0683//b2368//b1569//b1042//b3409//b4592//b2782//
AraC_pos	b0199//b1744//b0587//b0080//b0197//b4567//b2707//b0460//b2531//b1734//
ArgP_neg	b0043//
ArgP_pos	b4088//b1519//b3688//b0094//b1325//b0860//b3511//b0067//b0793//b0925//b1241//b2163//b4105//
ArgR_neg	b2375//b0397//b1732//b2476//b0508//b1101//b3942//b1818//b4293//b1577//b2717//b2573//efeU_2//b2213//b2373//b1389//b3730//b1241//b1384//b2168//b0460//b1779//b2213//b1552//b1326//b0294//b1783//b1516//b0677//b4441//b3860//b3081//b0734//
ArgR_pos	b4024//b3624//b2916//b0087//b3368//
ArsR_neg	b0827//b4324//b3113//
AscG_neg	b4439//b4506//b0592//b1877//b0592//
AsnC_neg	b1651//b2803//b3134//
AsnC_pos	b2990//
AtoC_pos	b4132//b0652//b1041//b4098//
BaeR_pos	b4411//b0606//b3569//b3709//b0351//b0903//b0343//b0841//
BasR_neg	b2715//b3938//
BasR_pos	b2716//b3787//b4040//b4160//b4095//b0896//b3604//b0377//b0619//b4241//b3081//
BetI_neg	b2309//b1007//b0998//b2235//
BirA_neg	b1080//b1859//b1735//b4071//b4279//
BluR_neg	b2699//b0428//b3829//b0091//
BolA_neg	b1009//b0655//
BolA_pos	b0896//b3421//
CadC_pos	b0871//b3065//b3214//
CaiF_pos	b0755//b1712//b1389//b3364//b0475//b2212//b1301//b2077//b1616//b2155//
Cbl_pos	b1305//b1039//b4525//b0367//b0037//b3081//b1859//b1530//b3708//
CdaR_pos	b0367//b2911//b1810//b0241//b1589//b2194//b2893//b3574//b0462//b2912//
CecR_neg	b3061//b0931//b3127//b1183//b4365//
ChbR_neg	b0602//b1390//b3743//b4099//b3364//b0231//
ChbR_pos	b3688//b3495//b1415//b0722//b4242//b0463//
ComR_neg	b3612//
CpxR_neg	b1671//b3939//b4002//b3753//b2236//b4399//b2557//b0728//b1892//b0365//b0683//b2927//b1016//b1247//b0461//b3057//b3357//b0578//b0382//b2234//b0827//b3451//b0786//b2156//
CpxR_pos	b2706//b2754//b4242//b3583//b1021//b0763//b2551//b1129//b3095//b4018//b0089//b4037//b2927//b0756//b1743//b0553//b4037//b2062//b0871//b4366//b0335//b2697//b1488//b4324//b0091//b0092//b4015//b3521//b2291//b4698//b0622//b2979//b1713//b1486//b0586//b1670//b3035//b2723//b0606//b1388//b3859//b3011//b0508//b3724//b0340//b0964//
Cra_neg	b4209//b1399//b3721//b1038//b2417//b2487//b0683//b3680//b3131//b4287//b2669//b0086//b1562//b2068//b1507//b4471//b0041//b3723//b1409//b0861//b4088//b2707//b0855//b0950//b1782//b0729//b1715//b3116//b2316//b1187//b3364//b0987//b1716//b1569//b4071//b0775//b0678//b2720//b2239//b3095//b2206//b0162//b0886//b2212//b1588//b0091//b4027//b0615//b1552//b3860//b1296//b3574//b4354//b2603//b0451//b1444//b3428//b0112//b1623//
Cra_pos	b2730//b2236//b1973//b2800//b1009//b3753//b4054//b0522//b0304//b1712//b0674//b0240//b4097//b2826//cpxQ//b3912//b4522//b3324//b2756//b0687//b4662//b4054//b2538//
CreB_neg	b0827//b3942//b3495//
CreB_pos	b1650//b1608//
CsgD_neg	b4097//b1407//b1245//b2224//b2367//b2313//b4322//b3367//b0378//b2722//b0152//b2697//b3727//b2151//b2659//
CsgD_pos	b0886//b1737//b4468//b2804//b2224//b0091//b3785//b2752//b1852//b0515//b0805//b1411//b1335//
CsiR_neg	b2757//b0156//b1301//b4411//b0688//
CspA_pos	b2198//b0679//
CueR_neg	b3012//b2804//b3725//b1900//b2283//
CueR_pos	b2722//b4416//
CusR_pos	b2529//b2552//b3183//b3510//b1199//b1475//b0041//b3941//b3408//b1501//b1082//b1948//
CynR_neg	b2737//
CynR_pos	b2937//b1704//b2552//
CysB_neg	b0623//b2530//b0083//b1597//b1616//b0620//b2528//
