#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b3517//b1441//
AcrR_neg	b1165//b2756//b2152//b1261//b0675//b2221//b0583//b1483//b2711//b1905//b0464//
Ada_neg	b1395//b0762//
Ada_pos	b2017//b1516//b4475//b2964//
AdiY_pos	b1023//b3721//b0451//b1954//b3091//b1718//b4071//b3925//
AgaR_neg	b3726//b3666//b2240//b0313//b1415//b3095//b3326//b1890//b0397//b3117//b1704//
AidB_neg	b0273//
AlaS_neg	b0688//
AllR_neg	b2580//b1518//b4416//b2486//b4288//b0783//b0757//b3333//b4106//
AllS_pos	b0857//b1037//b2105//
AlsR_neg	b0086//b0060//b4355//b1926//b1536//b3923//
AppY_pos	b3508//b0677//b4016//b2235//b2721//b0515//b3138//b1609//b1514//b2819//
AraC_neg	b0450//b4460//b1879//b1305//b4506//b3005//b0589//b0605//
AraC_pos	b0998//b3461//b1531//b0311//b1591//b3095//b1321//b1333//b4506//b2818//
ArgP_neg	b1577//
ArgP_pos	b4381//b2423//b3083//b3026//b1004//b0237//b3132//b3788//b4396//b0806//b1818//b3449//b3221//
ArgR_neg	b0031//b1578//b1014//b3566//b3788//b0889//b4506//b4105//b4242//b0811//b1285//b2741//b0063//b0594//b2779//b1682//b0620//b1039//b2222//b4435//b2169//b4355//b2821//b1796//b0929//b0043//b1597//b0484//b4024//b0765//b3366//b0153//b1136//
ArgR_pos	b3729//b1939//b3507//b1889//b1634//
ArsR_neg	b1738//b1987//b0411//
AscG_neg	b2539//b4026//b1713//b3730//b0602//
AsnC_neg	b3415//b1588//b2344//
AsnC_pos	b1734//
AtoC_pos	b1590//b2489//b0341//b0435//
BaeR_pos	b2803//b0112//b4292//b0973//b4037//b3575//b4365//b2825//
BasR_neg	b2308//b1922//
BasR_pos	b2323//b4457//b1074//b1244//b3060//b3742//b2715//b0156//b1042//b0849//b0312//
BetI_neg	b3507//b4384//b0338//b2685//
BirA_neg	b4132//b3514//b2804//b1397//b0654//
BluR_neg	b0584//b2312//b3576//b1080//
BolA_neg	b1658//b3451//
BolA_pos	b4194//b1393//
CadC_pos	b2311//b3940//b0722//
