#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b1783//b4441//
AcrR_neg	b0854//b4004//b4139//b4366//b1762//b0152//b3091//b2704//b4150//b1616//b3128//
Ada_neg	b0071//b1303//
Ada_pos	b2388//b2429//b4268//b0723//
AdiY_pos	b2805//b0896//b0596//b3579//b2841//b0333//b3604//b2674//
AgaR_neg	b0571//b3722//b0852//b3450//b3403//b2492//b1377//b3793//b1237//b4239//b1165//
AidB_neg	b1857//
AlaS_neg	b4592//
AllR_neg	b2287//b1621//b1201//b2912//b3773//b2422//b2755//b2484//b3911//
AllS_pos	b0198//b1296//b1072//
AlsR_neg	b4177//b1021//b1819//b1741//b0389//b2976//
AppY_pos	b0392//b2538//b0092//b2288//b4441//b3417//b4016//b1076//b3574//b0167//
AraC_neg	b0515//b3495//b2721//b0064//b3329//b0841//b0087//b3214//
AraC_pos	b1399//b1201//b0351//b2196//b3800//b0604//b0783//b2152//b1073//b1669//
ArgP_neg	b4441//
ArgP_pos	b3364//b3057//b3334//b0226//b4280//b3421//b1594//b1736//b1513//b1762//b3123//b1946//b0036//
ArgR_neg	b1575//b1227//b1973//b2942//b1578//b0084//b0032//b4323//b1954//b0590//b0762//b1517//b0972//b0366//b2603//b3607//b0033//b3171//b0864//b2895//b2687//b1923//b3132//b3599//b0382//b1395//b4392//b1102//b1408//b0678//b4467//b2242//b3784//
ArgR_pos	b4124//b4054//b0604//b3063//b2904//
ArsR_neg	b0396//b0462//b1041//
AscG_neg	b0591//b3525//b2316//b0513//b0565//
AsnC_neg	b2241//b3327//b3326//
AsnC_pos	b1850//
AtoC_pos	b4125//b1733//b3008//b1921//
BaeR_pos	b3269//b0115//b4152//b1024//b1480//b3334//b2824//b1300//
BasR_neg	b3095//b1779//
BasR_pos	b1476//b3701//b2075//b0616//b1129//b1609//b3528//b1493//b2427//b0733//b1241//
BetI_neg	b1547//b1748//b1386//b2686//
BirA_neg	b0118//b2720//b2990//b1070//b0616//
BluR_neg	b1011//b1132//b3126//b1396//
BolA_neg	b4324//b0613//
BolA_pos	b1781//b3730//
