#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b1223//b4705//
AcrR_neg	b4254//b0443//b0588//b2541//b0368//b0958//b2755//b0572//b2706//b4193//b2370//
Ada_neg	b4311//b0575//
Ada_pos	b2987//b0241//b2224//b1718//
AdiY_pos	b0937//b4471//b2487//b4013//b3335//b1620//b0973//b1102//
AgaR_neg	b2312//b4238//b2721//b4132//b1276//b1513//b2802//b0688//b0894//b0654//b4431//
AidB_neg	b4698//
AlaS_neg	b2551//
AllR_neg	b2711//b4160//b1227//b4105//b0463//b1507//b4139//b4058//b0112//
AllS_pos	b2201//b4397//b2280//
AlsR_neg	b1183//b1245//b3688//b3365//b3813//b2579//
AppY_pos	b0081//b0754//b2789//b0730//b1487//b0573//b1887//b2750//b1073//b3908//
AraC_neg	b3924//b4525//b3185//b4705//b1247//b0461//b2149//b3418//
AraC_pos	b2705//b3021//b1568//b2421//b2528//b3095//b0931//b1718//b4106//b1517//
ArgP_neg	b3922//
ArgP_pos	b4005//b2712//b1277//b3027//b0617//b4396//b0839//b1738//b4347//b3367//b2288//b3477//b3141//
ArgR_neg	b2075//b2788//b1012//b2155//b0153//b1907//b0896//b1733//b0240//b1587//b1923//b3577//b2993//b2242//b1732//b1182//b3065//b3503//b2923//b2375//b1973//b2731//b4032//b4095//b0180//b1077//b0516//b0153//b1658//b1707//b3165//b1780//b0152//
ArgR_pos	b0688//b1394//b0734//b3165//b1201//
ArsR_neg	b3329//b1926//b1634//
AscG_neg	b3481//b3061//b0975//b3094//b4054//
AsnC_neg	b2323//b0864//b1500//
AsnC_pos	b1951//
AtoC_pos	b1407//b2751//b1594//b0094//
BaeR_pos	b1061//b3414//b0301//b3922//b0903//b4471//b1298//b0074//
BasR_neg	b1390//b0081//
BasR_pos	b2487//b4288//b1399//b3728//b4115//b0378//b4005//b3156//b3403//b0786//b0087//
BetI_neg	b1593//b3515//b4124//b3509//
BirA_neg	b0350//b0118//b1415//b1702//b3934//
BluR_neg	b4484//b1762//b2308//b4120//
BolA_neg	b2818//b2212//
BolA_pos	b3186//b2414//
CadC_pos	b0167//b1410//b3869//
CaiF_pos	b3329//b3132//b2604//b1684//b2893//b2718//b0517//b0352//b4075//b1297//
Cbl_pos	b2155//b1070//b2093//b0890//b0722//b0937//b3728//b2058//b1921//
CdaR_pos	b2374//b2719//b3859//b1826//b4120//b3869//b0399//b1003//b3073//b2837//
CecR_neg	b2741//b2094//b3123//b1265//b0676//
ChbR_neg	b3959//b2841//b3417//b2097//b1704//b1900//
ChbR_pos	b0118//b1745//b0575//b2286//b3576//b4539//
ComR_neg	b2756//
CpxR_neg	b4088//b1297//b1512//b0076//b0185//b0810//b0040//b3741//b0511//b1674//b2552//b4396//b3035//b0341//b2096//b1224//b2370//b3726//b4399//b0980//b0784//b0033//b0337//b4016//
CpxR_pos	b1260//b1618//b2528//b1245//b2392//b1070//b2061//b0398//b0977//b4054//b2552//b4073//b0722//b1587//b3509//b3574//b1857//b2808//b2095//b0974//b2406//b0896//b0874//b4079//b0313//b3038//b2687//b1547//b0819//b0207//b2288//b0950//b0340//b1904//b0066//b2017//b4468//b1940//b2990//b3790//b4249//b0396//b0330//b2310//b0573//b4396//
Cra_neg	b2203//b1276//b3188//b3514//b1676//b0443//b2990//b0039//b1389//b0819//b0697//b2715//b0786//b3942//b2285//b1563//b0684//b4511//b2538//b3091//b3727//b0826//b0096//b2764//b0348//b1654//b4411//b3123//b0589//b1714//b1379//b0724//b2755//b2800//b4095//b3325//b3906//b4539//b1674//b1384//b2153//b4105//b2541//b1257//b0061//b1008//b0574//b1221//b0755//b2421//b4192//b0464//b1183//b4195//b0933//b3133//b3139//b1182//b0733//
Cra_pos	b4451//b1682//b1737//b4198//b3743//b3183//b1946//b0806//b4673//b0064//b3214//b1247//b3156//b0293//b1287//b3749//b3723//b3515//b1791//b0070//b0311//b0996//b0617//
CreB_neg	b1500//b3081//b3428//
CreB_pos	b4408//b1285//
CsgD_neg	b0516//b1378//b3227//b0890//b2421//b1937//b0088//b2313//b2937//b0161//b2782//b3702//b2539//b1016//b2558//
CsgD_pos	b1552//b0880//b2687//b0819//b0114//b3027//b3904//b1611//b2552//b1010//b1748//b1567//cpxQ//
CsiR_neg	b3574//b2204//b4431//b3270//b0150//
CspA_pos	b1891//b2987//
CueR_neg	b3607//b2722//b1733//b3168//b0041//
CueR_pos	b1987//b1074//
CusR_pos	b1080//b3661//b1591//b3066//b0335//b0044//b3904//b1166//b3514//b0708//b1039//b1609//
CynR_neg	b3450//
CynR_pos	b2993//b3501//b1891//
CysB_neg	b1300//b0221//b0681//b2837//b1588//b0928//b3613//
CysB_pos	b3599//b1264//b3565//b3172//b1513//b1092//b1183//b4383//b0464//b3432//b4005//b4670//b0724//b1748//b0063//b0873//b4063//b3127//b1547//b1499//b4003//b4086//b1078//b1299//b1261//
CytR_neg	b2425//b2279//b2821//b1072//b1761//b0596//b4209//b4004//b1673//b4120//b0070//b2508//b2106//
Dan_pos	b4034//b0432//b2553//b0998//
DcuR_pos	b2367//b1680//b0435//b2393//b1224//b1487//b0178//b4392//b3600//
DeoR_neg	b0604//b0303//b1434//b3512//b2716//b3702//
DhaR_neg	b0451//
DhaR_pos	b0774//b4100//b1276//
DicA_neg	b2825//b3035//b1949//b3613//b3172//b2079//b2312//b3925//
DinJ-YafQ_neg	b0090//b4092//b3500//
