#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b0060//b2093//
AcrR_neg	b1482//b0890//b0152//b0339//sroC//b0403//b1305//b0180//b0731//b1443//b0314//
Ada_neg	b2708//b1498//
Ada_pos	b0378//b2716//b2538//b3408//
AdiY_pos	b1500//b4366//b4075//b1579//b2201//b0450//b1488//b1848//
AgaR_neg	b3922//b0019//b3190//b4192//b0403//b1535//b4416//b4355//b3430//b3966//b0429//
AidB_neg	b1392//
AlaS_neg	b0523//
AllR_neg	b3500//b3357//b2155//b4592//b3067//b1080//b4032//b0330//b1434//
AllS_pos	b0904//b2235//b4034//
AlsR_neg	b4438//b4150//b4238//b3509//b2820//b1805//
AppY_pos	b0819//b1741//b0683//b3136//b3207//b2313//b0085//b2789//b0995//b1857//
AraC_neg	b4475//b2341//b0396//b0435//b4291//b4195//b2163//b2663//
AraC_pos	b1198//b1950//b3601//b4027//b4187//b2801//b1616//b4280//b4445//b4238//
ArgP_neg	b3742//
ArgP_pos	b1732//b3417//b4698//b4039//b2312//b4324//b3368//b4441//b0086//b2323//b3680//b2236//b3057//
ArgR_neg	b0583//b4025//b2201//b1939//b2365//b2279//b4288//b3270//b2203//b4119//b3357//b2825//b0860//b0574//b1482//b2407//b3013//b3065//b1973//b0655//b4058//b4260//b0757//b3568//b4122//b4072//b0273//b2824//b1609//b0398//b4059//b2676//b0392//
ArgR_pos	b1297//b3170//b0067//b0564//b0871//
ArsR_neg	b3547//b1303//b4013//
AscG_neg	b1043//b3270//b4054//b3057//b3792//
AsnC_neg	b3138//b2159//b0928//
AsnC_pos	b1275//
AtoC_pos	b3327//b3957//b2601//b0978//
BaeR_pos	b0774//b0118//b2242//b0570//b3748//b0696//b0809//b2542//
BasR_neg	b4673//b2987//
BasR_pos	b0597//b0615//b1101//b1164//b4411//b2717//b2728//b0197//b0303//b0602//b3916//
BetI_neg	b1003//b4105//b1081//b1429//
BirA_neg	b3912//b2904//b1113//b2212//b4393//
BluR_neg	b2197//b3567//b1552//b4071//
BolA_neg	b0677//b2713//
BolA_pos	b0730//b4311//
CadC_pos	b2938//b0964//b2551//
CaiF_pos	b3624//b1201//b2197//b2571//b4254//b4085//b2605//b3057//b0378//b0522//
Cbl_pos	b0473//b1576//b2241//b1015//b0043//b4511//b3721//b3092//b1702//
CdaR_pos	b2805//b2199//b0240//b4153//b3330//b4702//b3367//b2393//b1264//b3416//
CecR_neg	b2839//b1797//b1113//b3579//b1577//
ChbR_neg	b2727//b1442//b3036//b3188//b2203//b4037//
ChbR_pos	b1577//b1810//b2169//b0819//b2105//b0330//
ComR_neg	b3902//
CpxR_neg	b1535//b4467//b1921//b3773//b1880//b0678//b2991//b0511//b4241//b2310//b2707//b2421//b2079//b0431//b3728//b1430//b4411//b0486//b3571//b0977//b3846//b1590//b2239//b0759//
CpxR_pos	b3365//b0431//b0799//b2537//b0688//b0723//b2752//b2661//b2085//b4037//b2751//b4698//b1257//b1947//b2912//b2485//b3748//b2993//b3091//b1485//b2560//b1683//b0092//b1623//b0810//b3961//b4122//b0564//b1516//b3507//b3167//b4254//b2560//b1252//b0365//b4119//b1247//b2279//b1079//b4120//b3726//b3363//b2500//b3506//b2630//b4240//
Cra_neg	b2197//b4086//b4006//b3065//b4122//b3461//b4117//b3332//b4408//b1079//b1007//b1907//b1226//b2169//b3367//b1924//b2706//b3701//b2492//b2206//b0086//b2369//b2927//b0652//b3127//b1393//b3579//b3924//b3846//b3183//b2107//b2732//b4238//b1926//b0152//b1654//b3139//b2372//b0094//b0724//b0048//b1784//b2278//b0805//b2316//b1781//b2427//b4670//b1821//b0181//b4702//b2159//b1434//b3449//b1713//b0806//b0509//b1003//b2167//
Cra_pos	b1285//b3907//b2492//b0151//b3513//b1010//b1062//b1567//b3270//b0334//b2976//b4016//b0597//b1622//b4357//b1411//b0367//b4125//b0039//b4063//b3165//b2364//b2574//
CreB_neg	b3576//b0570//b1252//
CreB_pos	b1260//b2241//
CsgD_neg	b4242//b0428//b1397//b1683//b0873//b2673//b0617//b4097//b0398//b1296//b0857//b0573//b1762//b3118//b1441//
CsgD_pos	b1748//b1900//b0043//b1327//b4291//b2675//b1408//b1621//b0860//b2732//b3500//b0167//b3157//
CsiR_neg	b2279//b1492//b0677//b0954//b4411//
CspA_pos	b2106//b2852//
CueR_neg	b0514//b1805//b2372//b0759//b1810//
CueR_pos	b2604//b1569//
CusR_pos	b2366//b2149//b4290//b1388//b3188//b1655//b4310//b4088//b0367//b0311//b2486//b2662//
CynR_neg	b4099//
CynR_pos	sroA//b4004//b0687//
CysB_neg	b1071//b0384//b0341//b1072//b4662//b1484//b0349//
CysB_pos	b4194//b1388//b1717//b2702//b0604//b1081//b1010//b4198//b1434//b0505//b1577//b3528//b2285//b4468//gadF//b1070//b2075//b0795//b0333//b4264//b0403//b0652//b0750//b0114//b4086//
CytR_neg	b1790//b0575//b3916//b0894//b4117//b3125//b3514//b1941//b0976//b3525//b2091//b0377//b2995//
Dan_pos	b1283//b0755//b0792//b0585//
DcuR_pos	b4398//b0093//b0820//b2200//b2825//b2913//b3416//b3723//b1518//
DeoR_neg	b3603//b1805//b1323//b1183//b0928//b3330//
DhaR_neg	b3363//
DhaR_pos	b4087//b1164//b2282//
DicA_neg	b3926//b1670//b2801//b4071//b2603//b0756//b3518//b3117//
DinJ-YafQ_neg	b2484//b0044//b0553//
DnaA_neg	b1247//b4027//b0368//b1043//b1321//b1682//b1821//b1039//b2551//b2508//b2721//
DnaA_pos	b0118//b1223//b1237//b2425//b0092//b2367//b4241//
DpiA_neg	b4393//
DpiA_pos	b2927//b1954//b4618//b1288//b2310//b1307//b2289//b0595//b0118//b3324//
DsdC_neg	b0181//
DsdC_pos	b2237//b3702//
EbgR_neg	b0116//b0655//
EnvR_neg	b2312//b2017//
