#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b3680//b0850//
AcrR_neg	b1718//b4439//b3452//b1093//b0390//b0553//b1922//b3794//b4435//b2803//b3164//
Ada_neg	b2159//b3060//
Ada_pos	b0778//b1394//b2202//b4264//
AdiY_pos	b3709//b2573//b2916//b0589//b0042//b3507//b3021//b2205//
AgaR_neg	b3870//b1247//b1988//b4133//b3680//b1748//b0623//b3515//b3908//b3137//b0428//
AidB_neg	b3846//
AlaS_neg	b0338//
AllR_neg	b3800//b1914//b4311//b1257//b4366//b1276//b3688//b1307//b0435//
AllS_pos	b0894//b1589//b1567//
AlsR_neg	b1797//b4249//b0096//b2310//b1848//b1109//
AppY_pos	b3157//b3363//b4027//b2758//b3512//b2684//b0076//b3966//b0162//b3172//
AraC_neg	b2149//b0366//b2425//b4411//b1737//b3941//b2215//b0389//
AraC_pos	b0597//b1430//b0199//b3934//b2729//b1562//b0443//b2676//b3368//b2781//
ArgP_neg	b0161//
ArgP_pos	b3127//b4242//b3751//b4003//b2484//b3077//b0605//b2156//b2938//b4242//b4030//b1132//b3082//
ArgR_neg	b2574//b1719//b1258//b0081//b0333//b4441//b2715//b4310//b1732//b3332//b2425//b1166//b2617//b3417//b2994//b0850//b1880//b0620//b4138//b2722//b4028//b3906//b0485//b1684//b1790//b3722//b4457//b3911//b4435//b3168//b0347//b4024//b0903//
ArgR_pos	b1521//b0570//b3700//b3579//b3511//
ArsR_neg	b3903//b0233//b1948//
AscG_neg	b4291//b4097//b2369//b2367//b0674//
AsnC_neg	b3741//b2737//b3939//
AsnC_pos	b1379//
AtoC_pos	b2977//b2364//b1623//b2500//
BaeR_pos	b0605//b4102//b2671//b3271//b4005//b3613//b3410//b0782//
BasR_neg	b3413//b3700//
BasR_pos	b1082//b3515//b1334//b1183//b2107//b0086//b3785//b0042//b2428//b4382//b1810//
BetI_neg	b1562//b2097//b3582//b0040//
BirA_neg	b0096//b0041//b0597//b1287//b1201//
BluR_neg	b2925//b0779//b2808//b4260//
BolA_neg	b2631//b1546//
BolA_pos	b4058//b2393//
CadC_pos	b0606//b1393//b3742//
CaiF_pos	b2676//b3966//b1925//b1440//b1395//b1546//b1735//b3131//b1511//b1497//
Cbl_pos	b3269//b2306//b0595//b0038//b3860//b0389//b1392//b2092//b0795//
CdaR_pos	b4354//b2789//b4265//b3725//b2077//b3574//b2370//b2507//b0080//b0997//
CecR_neg	b2365//b4125//b2895//b3645//b2276//
ChbR_neg	b1165//b3786//b2570//b4242//b3168//b0240//
ChbR_pos	b0553//b3410//b3271//b0861//b0729//b0618//
ComR_neg	b4093//
CpxR_neg	b2557//b3957//b2758//b3600//b2366//b2406//b3495//b2062//b4101//b2488//b2703//b1578//b1481//b2152//b2284//b4292//b4054//b3582//b3063//b1136//b4400//b2367//b0754//b2763//
CpxR_pos	b1939//b2603//b0347//b1011//b4399//b1288//b0945//b2153//b1407//b0330//b0682//b1260//b1378//b2675//b2150//b1901//b2942//b2284//b2706//b2723//b2196//b0118//b1552//b2708//b4431//b4239//b3212//b2307//b0688//b2825//phnE_2//b4266//b2488//b3787//b2557//b0074//b1004//b3096//b1888//b1641//b2373//b4476//b2168//b4393//b3528//b1409//
Cra_neg	b0595//b1944//b3558//b0615//b1326//b4014//b3911//b3334//b2580//b0038//b1937//b2616//b2665//b1393//b0095//b3581//b2665//b3237//b0973//b0096//b2808//b1850//b1745//b1514//b0037//b3452//b1944//b1888//b2374//b0890//b4577//b3743//b2204//b2155//b1634//b0512//b2163//b1737//b3564//b1568//b4313//b1732//b3461//b2306//b1409//b4475//b3136//b1039//b0335//b1891//b0096//b1970//b1552//b4460//b3185//b0066//b3727//b3135//b1780//
Cra_pos	b3138//b4196//b2675//b2062//b4240//b1243//b3413//b1400//b0783//b1902//b4117//b0616//b4044//b0516//b1252//b2994//b0855//b2414//b2718//b0696//b4268//b3185//b0033//
CreB_neg	b0043//b0903//b3237//
CreB_pos	b0584//b2379//
CsgD_neg	b0162//b0572//b1568//b2291//b3730//b2530//b2341//b2281//cpxQ//b2202//b2196//b3168//b2788//b2277//b1476//
CsgD_pos	b4154//b2539//b3578//b2802//b3578//b2662//b1304//b1322//b1300//b2617//b4481//b0677//b3325//
CsiR_neg	b2818//b3126//b1818//b0779//b1618//
CspA_pos	b0929//b4539//
CueR_neg	b3869//b1492//b4267//b1476//b1015//
CueR_pos	b3707//b1386//
CusR_pos	b1488//b1226//b0936//b2242//b3070//b0365//b2825//b0062//b2372//b0734//b0094//b2711//
CynR_neg	b3037//
CynR_pos	b3941//b3926//b2310//
CysB_neg	b2719//b0152//b0315//b4457//b4292//b4025//b4400//
CysB_pos	b0874//b2367//b0795//b3221//b1887//b1077//b4238//b2308//b0377//b2204//b4323//b1714//b0038//b1790//b4043//b0784//b2758//b1671//b1246//b3126//b1010//b4118//b2236//b1299//b4151//
CytR_neg	b0827//b1922//b3566//b0389//b3725//b4151//b2542//gadF//b2223//b3749//b1779//b2800//b3008//
Dan_pos	b0031//b0805//b2490//b0585//
DcuR_pos	b2421//b2421//b0925//b4670//b1608//b0377//b4249//b2278//b1641//
DeoR_neg	b3138//b3845//b3125//b4705//b2237//b0864//
DhaR_neg	b1006//
DhaR_pos	b2107//b4289//b1535//
DicA_neg	b0067//b1901//b3605//b2422//b0020//b2713//b1389//b1861//
DinJ-YafQ_neg	b1608//b3037//b4289//
DnaA_neg	b2663//b0685//b2751//b0430//b0729//b0441//b2151//b2531//b0810//b4024//b0732//
DnaA_pos	b3236//b0061//b4242//b4029//b3491//b2151//b0975//
DpiA_neg	b2375//
DpiA_pos	b1299//b1641//b0751//b1014//b1780//b0776//b1010//b1023//b1938//b2484//
DsdC_neg	b0336//
DsdC_pos	b0485//b1130//
EbgR_neg	b0085//b0293//
EnvR_neg	b4662//b3788//
EnvY_pos	b1386//b0185//
EvgA_pos	b4104//b1569//b1334//b1743//b2204//b4003//b3364//b4445//b3565//b0679//b3413//b2737//b1531//b3449//b3133//b0342//b1207//b4513//b4673//
ExuR_neg	b0037//b2731//b3449//b4132//b3452//b3133//b1589//b0827//b0241//
FabR_neg	b2375//b0447//
FadR_neg	b3846//b1429//b3118//b0070//b4460//b0727//b4006//b0181//b3070//b2213//b3785//
FadR_pos	b4324//b4192//b3478//b0620//b1564//b0857//b4099//b2685//b0553//b0951//b1852//b0758//
FeaR_pos	b0060//b4014//
FhlA_pos	b0903//b1745//b1655//b1588//b4193//b3036//b4539//b2802//b1552//b3124//b1676//b1568//b2224//b3926//b2425//b3774//b2199//b1297//b0951//b0350//b2808//b4288//b4015//b4030//b1577//b1386//b3415//b2425//b3904//b4187//
FlhDC_neg	b3729//b1163//b2078//b0799//
FlhDC_pos	b4264//b0240//b3469//b0863//b2092//b1429//b1576//b3005//b1973//b0759//b1712//b1014//b2278//b3207//b2201//b1395//b3117//b0473//b3330//b1015//b0591//b2206//b3365//b1954//b3224//b1308//b1130//b3787//b0390//b0087//b0399//b0697//b0398//b2703//b0987//b4242//b0428//b2241//b3426//b2905//b4004//b1261//b0411//b0855//b3600//b2703//b1264//b0855//b1944//b0038//b0975//b4132//b4033//b0980//b0464//b2631//b2407//b2800//b1498//b0781//b3057//b0428//b2779//b0757//b3791//b2802//b1736//b0441//b4118//b0061//b3569//b1904//b3569//b4058//b2372//b0180//b3939//b3083//
FliZ_neg	b0226//b0411//b0763//b3012//b1039//b1507//b0708//b1399//b3417//b3491//b3564//b0070//b2241//b1892//b0043//b3095//b1848//b1922//b3565//b2370//b1748//
FucR_pos	b1225//b4028//b0933//b0857//b3515//b0343//b2208//
Fur_neg	b2093//b1734//b0894//b2631//b0841//b4311//b2490//b0886//b3605//b0795//b1948//b0350//b0933//b1500//b2788//b4408//b0517//b0435//b1519//b1038//b1670//b1704//b0758//b1532//b3941//b4054//b1166//b2617//b3165//b0587//b2903//b4014//b0619//b0616//b0937//b1075//b1850//b2803//b0683//b0066//b0064//b2215//b1102//b3124//b2291//b1671//b0945//b0977//b2470//b0094//b0728//b0508//b1007//b0090//b1183//b2912//b3902//b3785//b4050//b3502//b1649//b4100//b0779//b4673//b1683//b4151//b2306//b0786//b2819//b1587//b2484//b2312//b1407//b2997//b0462//b2573//b2197//b3744//b1386//b4160//b1670//b0654//b2202//b2195//b1641//b1252//b0874//b4118//b1394//b3743//b0979//b3161//b2199//b4014//b1007//b3093//b2759//b4290//b4382//b2712//b1385//b2754//b4577//b2789//b1305//b2903//b0508//b3957//b0896//b3185//b1650//b2663//b2925//b2804//b3093//
Fur_pos	b2288//b0995//b2903//b2938//b4475//b4040//b0064//b1922//b0081//b0352//b0958//b1819//b2212//b2707//b3503//b2127//b0152//b2095//b2731//b2997//b3566//
GadE-RcsB_pos	b0066//b1334//b0090//b3744//b0850//b0344//b3082//b0613//b3582//
GadE_pos	b1761//b2364//b2605//b4106//b2422//b4239//b2916//b1846//b1861//b0620//b0849//b3753//b4151//b0075//b4618//b3919//b4086//b1536//b1305//b4193//b0687//b3469//b3476//b1719//b0185//b4122//b0793//b0150//b0583//
GadW_neg	b3092//b1702//b3939//b2096//b4026//b3624//b4468//b3036//b1741//b1904//b0862//
GadW_pos	b1512//b2991//b2673//b1012//b0114//b4106//b0330//b3437//b3136//b0341//b3511//
GadX_neg	b1748//b3742//b4431//b0063//b1296//b2726//
GadX_pos	b4003//b0342//b2661//b1078//b2371//b0729//b3325//b1597//b2155//b1300//b0439//b3605//b0311//b2280//b4698//b2373//b2429//b4039//b4460//b4484//b0443//b1200//b2942//b0595//b0871//b3365//b0072//
GalR_neg	b2751//b1563//b2802//b2759//b0431//b0588//b0892//b1902//b3491//b1745//
GalR_pos	b2221//b4312//b3508//b0512//
GalS_neg	b4484//b2058//b0367//b2075//b2155//b1200//b2278//b0399//b3624//b1925//
GalS_pos	b3604//b2631//b1948//b3708//
GatR_neg	b4154//b1617//b1299//b0179//b0782//b2153//
GcvA_neg	b3076//b0727//b2760//b2366//
GcvA_pos	b1949//b0311//b2820//b4032//
GlcC_neg	b1246//
GlcC_pos	b3333//b0587//b1258//b1887//b3863//b1256//
GlpR_neg	b2483//b4101//b1492//b0031//b0841//b0819//b2076//b3547//b0857//
GlrR_pos	b0726//b0786//b3077//b4115//b4124//
GntR_neg	b0115//b2557//b3461//b1093//b4040//b0972//b2752//b4085//b2737//b2926//b3725//b0734//
GutM_pos	b2617//b1080//b1954//b3501//b4618//b3118//b0681//
GutR_neg	b1497//b2721//b2078//b2215//b4399//b1187//b1187//
HU_neg	b2223//b3579//b0450//b1889//b0574//b3709//b0115//b4567//
HU_pos	b3926//
HcaR_neg	b0304//
HcaR_pos	b2127//b2838//b4117//b1888//b3137//
HdfR_neg	b4312//b0431//
HdfR_pos	b0934//b4354//b4159//
HigA_neg	b0041//b3959//
HigB-HigA_neg	b0086//b3521//
HipAB_neg	b1306//b0084//b2281//b0682//b3521//
HipB_neg	b3729//b4618//b3516//b2800//b4511//b4005//
HyfR_pos	b0684//b4090//b1519//b0384//b4264//b2063//b3026//b1393//b1039//b1732//b0396//b0586//
HypT_neg	b1641//b2149//b3171//b4042//b3574//
HypT_pos	b2000//b0512//b3011//b2926//b2755//b4441//b2236//b1950//
IclR_neg	b0861//b0730//b2530//b1511//
IdnR_neg	b1593//b1805//
IdnR_pos	b1300//b2605//b3065//b2279//b1609//
IlvY_neg	b2728//
IlvY_pos	b0617//
IscR_neg	b0618//b4093//b2782//b2825//b2379//b0463//b1791//b1306//b4268//b1890//b2697//b3170//b3172//b0604//b0820//b1951//b0343//b1851//b2724//b2415//b3525//
IscR_pos	b2570//b1641//b3453//b1277//b0096//b4567//b0484//b1021//b0697//b0896//b2895//
KdgR_neg	b0785//b1012//
KdpE_pos	b0904//b0315//b3062//b2741//
LacI_neg	b2367//b3922//b3327//
LeuO_neg	b3082//b0040//b2992//
LeuO_pos	b4290//b1540//b3938//b0350//b4054//b1514//b2422//b3421//b0152//b0095//b3863//b1877//b4313//b3785//b0167//b2573//b0315//b2685//
