#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b0677//b1521//
AcrR_neg	b0162//b0781//b2718//b0826//b1951//b0724//b3409//b1622//b4506//b1861//b0841//
Ada_neg	b3060//cpxQ//
Ada_pos	b2927//b3911//b1707//b4035//
AdiY_pos	b3580//b1507//b1674//b1519//b2822//b4013//b2240//b3091//
AgaR_neg	b0092//b0428//b0348//b0082//b3741//b3093//b3136//b0400//b3942//b4160//b1407//
AidB_neg	b1617//
AlaS_neg	b3413//
AllR_neg	b1717//b4445//b0063//b1743//b2277//b2484//b4071//b4209//b0675//
AllS_pos	b2560//b0197//b2750//
AlsR_neg	b0161//b2239//b0685//efeU_2//b0464//b2553//
AppY_pos	b3161//b3613//b4475//b2789//b2905//b2572//b1164//b0855//b1265//b2127//
AraC_neg	b0070//b1198//b0233//b4267//b0353//b1790//b0522//b0368//
AraC_pos	b3743//b4090//b0038//b0587//b1395//b2379//b3500//b0070//b3941//b2710//
ArgP_neg	b4072//
ArgP_pos	b3907//b2371//b3185//b0043//b2760//b4268//b2977//b2542//b3138//b4238//b2784//b2203//b2579//
ArgR_neg	b3581//b2287//b1434//b1112//b2551//b1589//b4416//b2077//b2923//b0511//b3183//b1302//b4242//b3268//b2029//b0367//b3829//b0595//b1257//b4106//b1941//b0678//b2759//b1576//b4376//b1913//b1075//b1590//b3417//b4396//b1921//b3860//b3123//
ArgR_pos	b1987//b4438//b0731//b0240//b3065//
ArsR_neg	b1482//b3095//b3509//
AscG_neg	b1020//b0587//b0574//b2483//b0233//
AsnC_neg	b1262//b1641//b0976//
AsnC_pos	b2531//
AtoC_pos	b4101//b0081//b0652//b4280//
BaeR_pos	b2311//b0792//b4383//b1499//b3791//b0233//b0891//b0687//
BasR_neg	b3359//b3415//
BasR_pos	b1184//b1038//b4522//b1075//b3751//b3082//b2755//b0080//b0596//b3625//b1102//
BetI_neg	b0793//b1674//b3794//b1136//
BirA_neg	b3846//b2943//b0197//b0819//b1982//
BluR_neg	b0115//b0779//b0570//b3607//
BolA_neg	b4240//b0687//
BolA_pos	b4101//b2094//
CadC_pos	b1487//b1241//b4026//
CaiF_pos	b1949//b2537//b2163//b4039//b0613//b1761//b0296//b0682//b2096//b2905//
Cbl_pos	b0880//b1748//b1010//b1499//b2155//b2751//b0762//b2212//b4357//
CdaR_pos	b2372//b0430//b0198//b2481//b0092//b4408//b1567//b1702//b0796//b1658//
CecR_neg	b0294//b4050//b3730//b0958//b1892//
ChbR_neg	b4063//b0615//b2312//b2060//b3161//b4347//
ChbR_pos	b2085//b1061//b3037//b1039//b2206//b2198//
ComR_neg	b1326//
