#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b4033//b0348//
AcrR_neg	b2370//b1861//b0812//b3324//b2060//b3961//b0115//b1706//b4117//b0396//b3906//
Ada_neg	b1617//b1507//
Ada_pos	b3332//b1093//b2500//b2570//
AdiY_pos	b1016//b2393//sroD//b0862//b1819//b0038//b3157//b2009//
AgaR_neg	b2802//b3207//b0390//b4241//b0873//b0403//b1444//b2068//b1715//b3495//b0597//
AidB_neg	b0872//
AlaS_neg	b1748//
AllR_neg	b2373//b4567//b3604//b2507//b2029//b4444//b1040//b0076//b4026//
AllS_pos	b1415//b2105//b2063//
AlsR_neg	b0732//b1579//b4039//b3132//b0854//b4058//
AppY_pos	b2781//b1719//b1738//b0039//b0677//b4460//b2427//b1954//b0464//b4599//
AraC_neg	b0062//b3925//b2994//b4702//b0853//b2429//b1530//b2078//
AraC_pos	b2091//b2284//b1901//b2852//b0473//b4117//b2169//b0756//b0860//b2709//
ArgP_neg	b2163//
ArgP_pos	b2373//b4322//b3227//b2312//b3750//b4415//b4015//b2283//b3790//b3437//b4382//b1004//b1385//
ArgR_neg	b0937//b2308//b2368//b0060//b1902//b1735//b3096//b2727//b2489//b0970//b4468//b0615//b2143//b0578//b1589//b0891//b2673//b0683//b2685//b4399//b0435//b4357//b1567//b2724//b3334//b1113//b4438//b0086//b1386//b1415//b0042//b2991//b2068//
ArgR_pos	b0072//b0934//b1514//b0113//b4291//
ArsR_neg	b2422//b2373//b1486//
AscG_neg	b4290//b2529//b3093//b0732//b3515//
AsnC_neg	b2674//b1092//b2997//
AsnC_pos	b3453//
AtoC_pos	b3912//b3786//b1925//b3922//
BaeR_pos	b1946//b4088//b3784//b0331//b0975//b1501//b3517//b0441//
BasR_neg	b3957//b3185//
BasR_pos	b4673//b0588//b3926//b2528//b2237//b0570//b3911//b1486//b2722//molR_1//b0652//
BetI_neg	b1040//b0439//b3566//b3613//
BirA_neg	b1006//b3137//b3511//b2723//b1589//
BluR_neg	b1397//b1817//b3788//b1308//
BolA_neg	b1285//b3688//
BolA_pos	b2540//b0655//
CadC_pos	b1900//b3071//b2208//
CaiF_pos	b3863//b0606//b3077//b3942//b2600//b2721//b4004//b0152//b0553//b3227//
Cbl_pos	b0504//b1384//b1184//b0507//b3131//b0156//b4090//b4119//b1949//
CdaR_pos	b1261//b3518//b1166//b4039//b3268//b0591//b1078//b1656//b1385//b2367//
CecR_neg	b0873//b0972//b1617//b0399//b0150//
ChbR_neg	b0179//b2926//b0757//b3113//b0198//b4063//
ChbR_pos	b0347//b1937//b1399//b0896//b4013//b1200//
ComR_neg	b2895//
CpxR_neg	b2092//b4079//b1415//b3645//b4196//b3335//b2665//b2540//b2996//b1082//b4198//b4662//b0675//b3581//b1791//b2288//b1163//b2580//b0784//b2697//b1385//b3516//b4290//b1130//
CpxR_pos	b1577//b4160//b0973//b4003//b2923//b0616//b3329//b3325//b0975//b3184//b2416//b4280//b2728//b0892//b2787//b4192//b3528//b2406//b0827//b4154//b2221//b2662//b3730//b1563//b1587//b3966//b0038//b2669//b2202//b3035//b1826//b0349//b1743//b0365//b4005//b1761//b3077//b0934//b1183//b1078//b0904//b3507//b4392//b3124//b4026//b3923//
Cra_neg	b0605//b4452//b2507//b3605//b0296//b0096//b3752//b3060//b3518//b3966//b3416//b4476//b0293//b3512//b0765//b2582//b2852//b2705//b1377//b3428//b1609//b1080//yegZ//b4468//b1482//b3183//b0179//b4476//b1852//b2702//b0036//b4196//b1482//b0839//b3567//b2708//b1736//b1484//b1590//b2491//b1791//b1012//b0974//b3081//b1810//b1587//b4073//b0150//b2580//b3942//b1430//b2990//b2422//b0064//b2365//b1082//b2341//b2942//b3793//
Cra_pos	b1198//b1564//b3008//b0593//b1546//b2537//b0564//b3026//b1939//b4014//b3095//b4280//b1041//b3124//b0698//b0570//b3789//b2601//b1073//b2167//b1263//b4280//b3125//
CreB_neg	b1850//b0839//b1889//
CreB_pos	b1020//b1333//
CsgD_neg	b0095//b1634//b2540//b3256//b2310//b3565//b2605//b1227//b2781//b2781//b2061//b2009//b4004//b1443//b3956//
CsgD_pos	b3255//b3579//b0431//b2600//b1507//b4019//b4040//b1587//b2237//b1263//b0035//b1305//b1305//
CsiR_neg	b3116//b2286//b2063//b1728//b0575//
CspA_pos	b3708//b0597//
CueR_neg	b1198//b3956//b1321//b0980//b2787//
CueR_pos	b0398//b2240//
CusR_pos	b2976//b4132//b0951//b0032//b3516//b1620//b3730//b0973//b2061//b4460//b2481//b2060//
CynR_neg	b0696//
CynR_pos	b1791//b4054//b4024//
CysB_neg	b1326//b2208//b1859//b3967//b4075//b1562//b3025//
CysB_pos	b3495//b1858//b2822//b0591//b2215//b1501//b3916//b0123//b3137//b2553//b3421//b1947//b0605//b3225//b2291//b2203//b1914//b2631//b3410//b0750//b3367//b2500//b4150//b3025//b1325//
CytR_neg	b0450//b0378//b2485//b0856//b2075//b1782//b3518//b1394//b2195//b3269//b0793//b1012//b0473//
Dan_pos	b1669//b1658//b1384//b2373//
DcuR_pos	b3172//b1679//b1038//b1826//b3800//b2993//b1325//b2491//b0162//
DeoR_neg	b0572//b4365//b2234//cpxQ//b0198//b3605//
DhaR_neg	b3114//
DhaR_pos	b4523//b1734//b1716//
DicA_neg	b3702//b4452//b1674//b1241//b0602//b0344//b1712//b4070//
DinJ-YafQ_neg	b3118//b1080//b0945//
DnaA_neg	b1497//b3061//b1307//b1136//b2631//b3452//b3702//b2009//b2686//b2750//b4093//
DnaA_pos	b0889//b3601//b0751//b3502//b3066//b1297//b2427//
DpiA_neg	b2200//
DpiA_pos	b2784//b2369//b2751//b2286//b1608//b3574//b1430//b2754//b0841//b2425//
DsdC_neg	b1070//
DsdC_pos	b1713//b0974//
EbgR_neg	b0303//b0082//
EnvR_neg	b1079//b1937//
EnvY_pos	b2312//b2374//
EvgA_pos	b0066//b1307//b4099//b1858//b3860//b0585//b3967//b2237//b3269//b2159//b0931//b0116//b3328//b1302//b0602//b4095//b3452//b3940//b3133//
ExuR_neg	b0392//b0570//b4383//b1083//yegZ//b3624//b2818//b0998//b2717//
FabR_neg	b4233//b0931//
FadR_neg	b3077//b0571//b1396//b1923//b1575//b2711//b4311//b1779//b0085//b4392//b2097//
FadR_pos	b0894//b0118//b1083//b2818//b0304//b3012//b3934//b3131//b0207//b1444//b0075//b2937//
FeaR_pos	molR_1//b3128//
FhlA_pos	b1942//b0383//b1245//b1198//b1949//b2091//b4073//b0294//b3131//b1597//b0156//b0729//b1940//b0123//b0728//b4102//b2366//b2060//b1038//b2311//b0083//b2616//b1609//b1187//b1729//b1062//b1091//b0349//b0683//b0805//
FlhDC_neg	b0750//b2912//b0082//b0839//
FlhDC_pos	b2312//b0936//b0507//b2979//b1649//b3792//b2686//b1890//b1199//b1397//b0592//b2725//b0341//b4118//b4417//b3478//b1552//b0088//b1131//b0092//b1277//b2074//b1904//b0726//b1674//b0383//b0895//b1567//b1113//b3070//b0113//b2601//b3188//b4264//b2491//b1904//b3170//b2239//b3476//b1093//b4376//b2675//b4292//b2760//b0277//b2490//b4037//b0799//b1671//b1713//b1199//b1487//b3141//b1015//b0785//b2500//b2415//b1244//b4093//b0779//b4523//b3612//b0461//b3140//b2716//b3491//b0240//b1040//b1391//b0516//b1859//b3207//b2840//b4094//b2093//b0935//b1245//b2288//
