#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b0384//b0294//
AcrR_neg	b1719//b2705//b0617//b4525//b0094//b2789//b3579//b4071//b1287//b4030//b2669//
Ada_neg	b1302//b4381//
Ada_pos	b0198//b1578//b2991//b2207//
AdiY_pos	b1221//b2194//b3517//b2414//b3168//b1950//b2289//b2582//
AgaR_neg	b2277//b3124//b3575//b4100//b2465//b3576//b1387//b3509//b2085//b3513//b2278//
AidB_neg	b2365//
AlaS_neg	b4059//
AllR_neg	b0403//b3269//b3956//b1944//b2754//b4435//b1536//yegZ//b2964//
AllS_pos	b2096//b3461//b1547//
AlsR_neg	b0428//b1944//b4411//b2222//b0925//b2604//
AppY_pos	b1656//b1623//b0762//b1783//b4098//b3139//b2600//b1947//b3743//b0945//
AraC_neg	b2719//b0339//b3335//b0827//b3959//b2168//b2078//b3006//
AraC_pos	b1568//b1389//b3907//b3223//b2725//b4355//b0150//b2486//b2756//b1244//
ArgP_neg	b2818//
ArgP_pos	b3870//b0392//b2277//b2737//b4090//b4193//b2476//b4151//b0613//b1817//b0070//b0485//b4233//
ArgR_neg	b2202//b3025//b0237//b0311//b3367//b1499//b1434//b0339//b1484//b1039//b2663//b0522//b3625//b3186//b2991//b0683//b4452//b1622//b0225//b1287//b3093//b2316//b2417//b4044//b1408//b0350//b2718//b0677//b2288//b0339//b4468//b4104//b4525//
ArgR_pos	b1530//b3730//b0688//b0331//b0812//
ArsR_neg	b0618//b2107//b2751//
AscG_neg	b0114//b0794//b2427//b1012//b0020//
AsnC_neg	b3863//b2155//b0936//
AsnC_pos	b0903//
AtoC_pos	b2312//b1547//b4154//b1683//
BaeR_pos	b0347//b0041//b1391//b4698//b1492//b0596//b1746//b2751//
BasR_neg	b3707//b0156//
BasR_pos	b0622//b3576//b1641//b0776//b4705//b3426//b1061//b1738//b0781//b4037//b2198//
BetI_neg	b2195//b0890//b2283//b1673//
BirA_neg	b1892//b2205//b0071//b0819//b4122//
BluR_neg	b3957//b1166//b0161//b4471//
BolA_neg	b2288//b3859//
BolA_pos	b0890//b2207//
CadC_pos	b2490//b2783//b0462//
CaiF_pos	b2541//b0178//b3509//b1848//b4476//b1263//b2600//b1078//b0565//b0970//
Cbl_pos	b0086//b0997//b3509//b0934//b1734//b3957//b4160//b3701//b1391//
CdaR_pos	b1654//b2093//b1333//b1166//b1003//b1744//b2308//b2723//b4415//b1519//
CecR_neg	b1010//b0696//b3469//b4154//b3071//
ChbR_neg	b0764//b0892//b4072//b2703//b3453//b0344//
ChbR_pos	b3525//b0945//b2029//b2903//b3580//b1198//
ComR_neg	b1784//
CpxR_neg	b1322//b3750//b2282//b0574//b2784//b1951//b2094//b0655//b2078//b1901//b4098//b0812//b0614//b2820//b1819//b0590//b3441//b2427//b1649//b4415//b0516//b0726//b0179//b4290//
CpxR_pos	b2781//b3939//b1265//b0085//b2903//b2306//b3170//b2895//b2205//b2231//b0795//b4366//b4439//b2723//b3026//b0572//b0596//b0074//b1016//b3124//b1982//b1079//b1298//b3161//b2822//b3410//b1016//b3011//b3571//b2697//b1818//b0850//b3476//b2223//b0724//b3521//b2821//b2976//b1225//b3035//b3579//b2075//b0313//b4287//b0389//b2755//
