#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b1287//b0615//
AcrR_neg	b2425//b3132//b1521//b0778//b3477//b1325//b0856//b3912//b1263//b0073//b0464//
Ada_neg	b0849//b4018//
Ada_pos	b1283//b3022//b2058//b4044//
AdiY_pos	b2741//b3743//b0504//b3096//b1040//b2560//b0068//b0315//
AgaR_neg	b1746//b2800//b0342//b2686//b0508//b4030//b1846//b4187//b1702//b4074//b0115//
AidB_neg	b2287//
AlaS_neg	b1283//
AllR_neg	b0178//b2755//b4242//b2764//b0336//b0343//b3331//b0396//b0604//
AllS_pos	b1738//b0892//b3724//
AlsR_neg	b3057//b2726//b1326//b0785//b0809//b1576//
AppY_pos	b1415//b0571//b2153//b1198//b2105//b1938//b3906//b0681//b0178//b0597//
AraC_neg	b3157//b0730//b0619//b1008//b1671//b2722//b0585//b1513//
AraC_pos	b2482//b3426//b0507//b1913//b0234//b2280//b1303//b0619//b1222//b1900//
ArgP_neg	b2805//
ArgP_pos	b2580//b3135//b2762//b4014//b2075//b2779//b0606//b1942//b1515//b1733//b1039//b1902//b0123//
ArgR_neg	b0602//b2417//b3255//b0995//b0855//b3478//b1728//b3790//b1323//b1322//b1241//b1858//b1392//b3118//b3726//b0785//b2063//b4287//b2818//b1943//b0060//b1092//b2243//b0115//b1970//b4050//b1062//b2572//b1070//b1859//b2417//b4042//b0980//
ArgR_pos	b3170//b2484//b1493//b3791//b1415//
ArsR_neg	b0872//b2573//b2964//
AscG_neg	b2507//b3426//b3728//b2805//b3038//
AsnC_neg	b0161//b1246//b3688//
AsnC_pos	b3749//
AtoC_pos	b0975//b2996//b2706//b0484//
BaeR_pos	b4079//b1682//b2371//b1810//b3027//b4242//b4013//b0759//
BasR_neg	b3860//b2417//
BasR_pos	b0061//b4239//b1889//b0040//b0998//b1400//b0731//b0619//b0237//b1300//b2097//
BetI_neg	b0234//b2631//b2671//b2079//
BirA_neg	b3134//b3070//b0517//b0675//b3938//
BluR_neg	b2964//b4511//b0411//b4073//
BolA_neg	b0400//b4059//
BolA_pos	b0198//b1482//
CadC_pos	b0677//b1241//b0334//
CaiF_pos	b1130//b4070//b3222//b1878//b0181//b0516//cpxQ//b0081//b2539//b0123//
Cbl_pos	b0929//b1257//b1080//b0388//b2239//b1129//b0775//b0084//b2923//
CdaR_pos	b3416//b0514//b0304//b1397//b2388//b0679//b3514//b1982//b2572//b2717//
CecR_neg	b0726//b3791//b2285//b3124//b3506//
ChbR_neg	b4024//b2927//b1101//b1023//b2724//b3127//
ChbR_pos	b2975//b0751//b0578//b2488//b2107//b4458//
ComR_neg	b1732//
