#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b1297//b4287//
AcrR_neg	b0522//b4673//b0347//b4383//b1901//b3415//b1851//b2416//b2895//b1261//b1411//
Ada_neg	b4042//b3013//
Ada_pos	b0048//b2709//b3845//b3960//
AdiY_pos	b3190//b0685//b0091//b1569//b0074//b1199//b1569//b0887//
AgaR_neg	b2168//b1682//b1243//b0398//b1008//b2737//b1939//b4670//b2823//b1733//b2309//
AidB_neg	b2488//
AlaS_neg	b1656//
AllR_neg	b0385//b4484//b4042//b2481//b3190//b1611//b3269//b2414//b2707//
AllS_pos	b3624//b1848//b0240//
AlsR_neg	b1325//b1521//b2987//b0390//b4637//b0890//
AppY_pos	b4025//b1950//b1781//b0904//b3256//b1288//b2571//b1649//b1334//b0070//
AraC_neg	b0674//b0585//b3214//b4408//b1947//b0082//b2553//b1761//
AraC_pos	b0849//b2151//b1938//b1531//b2784//b4100//b0864//b1577//b2370//b2757//
ArgP_neg	b1951//
ArgP_pos	b2284//b4139//b3919//b1323//b2092//b2723//b2995//efeU_2//b0723//b2716//b0040//b2822//b0688//
ArgR_neg	b2464//b0240//b0340//b1488//b4254//b3441//b3083//b4292//b0974//b0241//b2091//b0523//b2204//b3077//b1040//b4100//b1224//b0863//b1010//b4132//b2009//b3188//b1797//b0575//b1970//b1889//b2977//b0681//b1184//b3026//b2167//b3118//b3430//
ArgR_pos	b4567//b1277//b0729//b3919//b1486//
ArsR_neg	b0333//b1221//b1579//
AscG_neg	b0443//cpxQ//b2805//b3137//b0954//
AsnC_neg	b1737//b3605//b0071//
AsnC_pos	b1591//
AtoC_pos	b0605//b0112//b0178//b1444//
BaeR_pos	b3645//b1621//b1716//b1518//b3236//b1008//b4702//b0724//
BasR_neg	b3600//b2716//
BasR_pos	b3967//b2198//b4506//b1333//b2167//b0339//b1407//b3547//b0757//b2068//b3728//
BetI_neg	b0042//b0751//b0166//b3134//
BirA_neg	b1013//b3729//b1304//b2559//b3911//
BluR_neg	b3903//b1973//b3750//b0585//
BolA_neg	b1920//b1476//
BolA_pos	b0293//b1296//
CadC_pos	b1299//b0293//b3786//
CaiF_pos	b3908//b0970//b1713//b0512//b2819//b0854//b0934//b4238//b3727//b1729//
Cbl_pos	b2470//b4293//b0342//b0042//b0978//b0397//b3568//b1442//b0330//
CdaR_pos	b2712//b3829//b1684//b1377//b1015//b3469//b0199//b1546//b1484//b2407//
CecR_neg	b0237//b0806//b2281//b2975//b1706//
ChbR_neg	b1246//b0113//b1734//b0123//b2231//b0019//
ChbR_pos	b1951//b1415//b2685//b2406//b2662//b4193//
ComR_neg	b1732//
