#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b1444//b1733//
AcrR_neg	b4382//b2838//b3135//b1393//b4289//b2199//b0578//b3774//b3136//b2374//b1024//
Ada_neg	b3269//b2784//
Ada_pos	b2204//b3752//b1735//b2369//
AdiY_pos	b2600//b1481//b0153//b2289//b0730//b0820//b2802//b1576//
AgaR_neg	b0727//b3426//b1073//b0081//b0365//b0336//b2540//b1512//b1109//b0904//b4039//
AidB_neg	b1476//
AlaS_neg	b0301//
AllR_neg	b1237//b4006//b2489//b0685//b2708//b0793//b4438//b3329//b3136//
AllS_pos	b0185//b2194//b3502//
AlsR_neg	b0726//b0400//b0350//b1077//b2169//b1042//
AppY_pos	b0755//b2750//b1587//b2365//b0443//b3727//b2291//b0353//b3223//b3431//
AraC_neg	b1735//b3224//b3938//b0904//b3334//b1987//b3787//b2713//
AraC_pos	b3141//b0850//b4195//b1452//b1038//b1519//b3005//b1008//b0895//b2235//
ArgP_neg	b3927//
ArgP_pos	b4098//b1718//b1264//b4117//b2666//b1851//b0730//b1258//b2823//b0674//b0377//b2316//b3413//
ArgR_neg	b4117//b2489//b0890//b3727//b3408//b4040//b1008//b2551//b0557//b3510//b1008//b0313//b2666//b1480//b1482//b1622//b4072//b0850//b0237//b4452//b1498//b3325//b1618//b4411//b0936//b4415//b2424//b2417//b1015//b1440//b2239//b0896//b0515//
ArgR_pos	b3134//b4445//b0890//b1020//b3326//
ArsR_neg	b3227//b0975//b1658//
AscG_neg	b1300//b0199//b3481//b3750//b4062//
AsnC_neg	b0729//b1392//b3132//
AsnC_pos	b0430//
AtoC_pos	b1207//b0851//b2425//b0335//
BaeR_pos	b2489//b1043//b2996//b3013//b0891//b1326//b1717//b3066//
BasR_neg	b2758//b1942//
BasR_pos	b4101//b0615//b4312//b4054//gadF//b2242//b0074//b0505//b3415//b3269//b3916//
BetI_neg	b2825//b1394//b2416//b1945//
BirA_neg	b0048//b0040//b4036//b2427//b0072//
BluR_neg	b1082//b2759//b3409//b2979//
BolA_neg	b0156//b2717//
BolA_pos	b3450//b2837//
CadC_pos	b0863//b1905//b0430//
CaiF_pos	b2106//b3334//cpxQ//b1782//b2673//b2788//b0048//b0727//b0166//b0450//
Cbl_pos	b1071//b2312//b4233//b0484//b2208//b3461//b1335//b1062//b2223//
CdaR_pos	b4267//b3237//b3137//b2557//b1010//b0602//b4079//b2992//b3508//b0696//
CecR_neg	b4039//b0277//b2755//b3428//b0679//
ChbR_neg	b4187//b0730//b1308//b1006//b1452//b1784//
ChbR_pos	b1442//b3207//b0572//b1083//b0040//b1810//
ComR_neg	b3118//
CpxR_neg	b0796//b2224//b0622//b0431//b2685//b0860//b0179//b2783//b4233//b2107//b2198//b0976//b4239//b0033//b2009//b4444//b1303//b0727//b1398//b0759//b0397//b3165//b1518//b3743//
CpxR_pos	b4070//b3846//b1546//b1818//b3431//b2752//b3517//b3567//b2283//b2661//b1704//b4312//b3140//b3521//b3509//b1022//b2374//b0786//b2784//b0368//b0199//b2203//b3722//b0596//b3008//b2198//b0094//b3750//b3575//b2539//b1552//b0397//b0352//b2491//b2379//gadF//b0936//b4416//b2720//b2800//b4323//b0934//b4073//b1734//b0070//b2705//
Cra_neg	b1513//b2820//b3749//b4268//b1650//b4195//b3912//b0685//b1923//b2840//b2723//b1784//b0849//b0377//b3113//b2283//b3367//b1003//b2367//b3509//b1621//b4104//b0507//b1225//b4099//b4019//b0064//b0113//b2106//b0349//b0074//b0622//b1160//b0428//b0486//b4254//b4289//b3784//b0751//b3139//b2287//b1387//b3357//b0734//b4123//b2531//b3437//b0342//b3905//b0343//b3185//b4088//b3057//b3125//b3268//b4613//b1321//b3326//b2223//
Cra_pos	b0505//b4267//b1682//b0872//b4416//b1247//b0384//b3141//b0313//b2199//b2763//b4014//b0462//b3256//b3958//b1265//b1715//b0331//b3330//b4309//b1285//b2076//b4132//
CreB_neg	b0070//b1683//b0786//
CreB_pos	b4384//b0429//
CsgD_neg	b3791//b4117//b1761//b0070//b3469//b2195//b3164//b2685//b2675//b2507//b1905//b3432//b3479//b4159//b2507//
CsgD_pos	b2825//b2276//b3469//b4457//b2074//b3223//b1887//b3906//b2716//b1941//b3118//b4287//b2093//
CsiR_neg	b4613//b4094//b0399//b2804//b3212//
CspA_pos	b1988//b3869//
CueR_neg	b3514//b0330//b3123//b2980//b0775//
CueR_pos	b1890//b0312//
CusR_pos	b1880//b0925//b4090//b1576//b0315//b3926//b2213//b3600//b0886//b1507//b2344//b1622//
CynR_neg	b1009//
CynR_pos	b1038//b0781//b2370//
CysB_neg	b3185//b3035//b3115//b0083//b0727//b1641//b2076//
CysB_pos	b2464//b4383//b1577//b0873//b0197//b1399//b2905//phnE_2//b0240//b4381//b4366//b2781//b2821//b2574//b0774//b0687//b3368//b4354//b3095//b1790//b1900//b2697//b0750//b1440//b1578//
CytR_neg	b3503//b0849//b1922//b1484//b2557//b1568//b2487//b3924//b2392//b0063//b0296//b3956//b0805//
Dan_pos	b2540//b1130//b3725//b2422//
