#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b0775//b3708//
AcrR_neg	b4095//b0604//b2937//b3748//b4125//b4095//b4088//b1683//b1020//b3172//b1846//
Ada_neg	b1276//b4027//
Ada_pos	b3919//b1654//b2309//b3431//
AdiY_pos	b4355//b0574//b3021//b4506//b3603//b1577//b1200//b1938//
AgaR_neg	b0092//b4439//b3903//b0331//b4131//b4003//b1563//b1016//b1302//b1285//b0335//
AidB_neg	b3190//
AlaS_neg	b1443//
AllR_neg	b2684//b0451//b1945//b4435//b3140//b1415//b4119//b0572//b4004//
AllS_pos	b4044//b1081//b4322//
AlsR_neg	b3744//b0675//b0950//b1325//b1486//b2076//
AppY_pos	b0337//b0623//b1702//b3743//b0565//b2096//b1387//b2476//b0614//b2207//
AraC_neg	b3601//b3403//b0515//b0020//b2631//b3225//b3906//b0894//
AraC_pos	b0062//b2155//b0461//b1516//b1013//b2713//b3510//b1167//b1015//b3581//
ArgP_neg	b4028//
ArgP_pos	b1679//b3011//b1738//b4288//b2488//b1081//b1783//b1400//b0970//b0755//b1914//b4396//b4098//
ArgR_neg	b2061//b0793//b0595//b0613//b0473//b0616//b0508//b2091//b2282//b0615//b2371//b2799//b4475//b1973//b1945//b2726//b0334//b1325//b3038//b3581//b4043//b3138//b0872//b4119//b0443//b0020//b2197//b2531//b4074//b1452//b2285//phnE_2//b0683//
ArgR_pos	b3328//b0301//b2092//b0697//b1950//
ArsR_neg	b2852//b1415//b0578//
AscG_neg	b0687//b3701//b1736//b3131//b4026//
AsnC_neg	b4159//b4088//b4100//
AsnC_pos	b3139//
AtoC_pos	b1507//b3237//b1241//b3604//
BaeR_pos	b1257//b1552//b0349//b4592//b4322//b2224//b1716//b4125//
BasR_neg	b1858//b0091//
BasR_pos	b2289//b0509//b3503//b0035//b3166//b1728//b4119//b1081//b0150//b1260//b2801//
BetI_neg	b1285//b3903//b2152//b2754//
BirA_neg	b4086//b1493//b3480//b1010//b2075//
BluR_neg	b0997//b1390//b2224//b0069//
BolA_neg	b2841//b2222//
BolA_pos	b0933//b0392//
CadC_pos	b0341//b0929//b2673//
CaiF_pos	b2282//b2819//b3117//b1702//b1300//b0570//b4099//b0733//b4132//b3707//
Cbl_pos	b2660//b1949//b2059//b2287//b1946//b0156//b2276//b1922//b2987//
CdaR_pos	b4059//b1016//b0082//b3480//b1746//b4451//b3136//b2195//b4441//b4035//
CecR_neg	b0112//b0726//b4399//b2730//b3509//
ChbR_neg	b2482//b1735//b1023//b0123//b1745//b4104//
ChbR_pos	b2009//b3567//b0365//b2313//b2283//b1861//
ComR_neg	b0889//
CpxR_neg	b2841//b3728//b2369//b0793//b1783//b3860//b2281//b1074//b4025//b0069//b0515//b1818//b2705//b2826//b3784//b1062//b0040//b4117//b4015//b4240//b0806//b3477//b4239//b2365//
CpxR_pos	b2091//b1394//b0934//b1071//b4288//b0722//b1938//b3902//b2573//b3547//b3476//b2311//b1410//b1327//b0232//b2538//b4151//b2662//b1492//b0853//b0118//b1940//b1888//b1022//b3083//b0674//b1649//b3430//b4003//b2977//b1265//b0061//b3967//b0758//b4099//b1481//b4239//b3702//b2537//b2819//b0676//b3421//b3927//b3912//b1393//b3035//
Cra_neg	b1265//b3140//b2553//b3083//b2199//b0688//b0087//b3510//b1532//b1006//b1163//b4673//b2213//b2659//b1515//b4153//b2096//b2407//b0396//b2079//b1024//b1079//b0473//b1160//b1434//b2660//b2755//b3730//b4085//b1397//b0683//b2838//b0570//b0935//b1852//b1590//b1136//b3165//b3724//b1091//b3057//b1593//b1575//b1244//b2992//b4058//b0198//b1265//b4086//b3421//b3707//b4195//b4194//b0596//b3785//b1857//b3409//b3785//b0925//
Cra_pos	b3060//b0507//b2717//b2221//b2417//b1532//b0365//b1394//b0068//b0225//b3183//b0872//b3959//b2312//b3613//b0060//b1973//b0756//b3934//b1780//b2818//b0231//b1222//
CreB_neg	b2487//b3727//b0851//
CreB_pos	b2715//b0950//
CsgD_neg	b0727//b4592//b2068//b1043//b4267//b2163//b1593//b2149//b0118//b2996//b4662//b4160//b0486//b0688//b1322//
CsgD_pos	b3787//b1010//b0958//b0033//b2206//b1518//b0676//b0799//b1007//b2095//b2673//b3332//b3508//
CsiR_neg	b3092//b4106//b4003//b2686//b1819//
CspA_pos	b1672//b1304//
CueR_neg	b2286//b1748//b0578//b4265//b3845//
CueR_pos	b1166//b0231//
CusR_pos	b0398//b2075//b1485//b1305//b2287//b2195//b1112//b2341//b0728//b0929//b2759//b2152//
CynR_neg	b1848//
CynR_pos	b3478//b2464//b3666//
CysB_neg	b4637//b0945//b2306//b0116//b4618//b1109//b1260//
CysB_pos	b1851//b1937//b0080//b0311//b0810//b1576//b3359//b3508//b2698//b2284//b3870//b2755//b0757//b4070//b0036//b3507//b0296//b4034//b0180//b0461//b0574//b3790//b3515//b4197//b4138//
CytR_neg	b1259//b1681//b1530//b2659//b2372//b2143//b2803//b0972//b3256//b1507//b2630//b0114//b2783//
Dan_pos	b2662//b0728//b1486//b1521//
DcuR_pos	b0463//b0031//b2662//b0595//b3429//b4249//b3579//b0676//b4096//
DeoR_neg	b1194//b0399//b2208//b4026//b0344//b3127//
DhaR_neg	b2481//
DhaR_pos	b0890//b0475//b1326//
DicA_neg	b2000//efeU_2//b0728//b4460//b3512//b1079//b0073//b0368//
DinJ-YafQ_neg	b2415//b2076//b3574//
DnaA_neg	b3788//b0685//b4613//b2841//b0904//b0951//b0570//b1531//b4357//b2784//b0679//
DnaA_pos	b1951//b0034//b1568//b2407//b1732//b0464//b1805//
DpiA_neg	b3926//
DpiA_pos	b1307//b0181//b1859//b2204//b1165//b4698//b3938//b0616//b0396//b3726//
DsdC_neg	b2762//
DsdC_pos	b2212//b1655//
EbgR_neg	b4040//b3741//
EnvR_neg	b1006//b1729//
EnvY_pos	b2927//b1743//
