# From /Users/Daniela/Documents/CCG/data_sets_GUs/analysis/scripts/connectivity_from_gufiles_permissive_enx_v1.pl on Mon May 14 21:01:32 2018
# Input = /Users/Daniela/Documents/CCG/GU_art_2/connectivity/strict_regulons/GUs_SRs/
GU name	Total enzymes	Enzymes	Total connected enzymes	Connected enzymes	Total components	Components	Total Enzymatic reactions	Total transport reactions	Connectivity
AccB_neg	2	AccC,AccD-AccA-AccC-AccB,	2	AccC,AccD-AccA-AccC-AccB,	1	*re5,re7,*	2	0	1.0
AcrR_neg	2	AcrD-AcrA-TolC,AcrA-TolC-AcrB,	0		2	*re14,*re16,*	2	2	0.0
Ada_neg	2	AlkB,Ada,	1	AlkB,	2	*re6,re7,re8,re9,*re4,*	5	0	0.3
Ada_pos	4	AlkB,AidB,Ada,AlkA,	1	AlkB,	4	*re12,re13,re14,re15,*re6,*re10,*re8,*	7	0	0.1
AdiY_pos	4	GadB,GadC,GadA,AdiA,	4	GadB,GadC,GadA,AdiA,	1	*re10,re12,re15,*	3	1	1.0
AgaR_neg	1	KbaY-KbaZ,	0		1	*re25,*	1	0	0.0
AidB_neg	1	AidB,	0		1	*re3,*	1	0	0.0
AlaS_neg	1	AlaS,	0		1	*re3,*	1	0	0.0
AllR_neg	6	Hyi,AllA,Gcl,GlxR,GlxK,AllB,	6	Hyi,AllA,Gcl,GlxR,AllB,GlxK,	1	*re11,re16,re20,re18,re22,re25,re13,*	6	0	1.0
AllS_pos	3	AllC,AllD,AllE,	3	AllC,AllD,AllE,	1	*re5,re9,re7,*	3	0	1.0
AlsR_neg	3	AlsE,AlsA-AlsC-AlsB,RpiB,	2	AlsE,RpiB,	3	*re16,*re9,*re13,re15,*	4	1	0.4
AppY_pos	2	AppC-AppB,AppA,	0		3	*re12,*re16,*re13,*	3	1	0.0
AraC_neg	5	XylB,AraA,XylA,AraD,AraB,	5	XylB,AraA,XylA,AraD,AraB,	2	*re10,re12,re15,re19,re17,*re20,*	6	0	0.8
AraC_pos	5	AraE,AraA,AraD,AraG-AraH-AraF,AraB,	5	AraE,AraA,AraD,AraG-AraH-AraF,AraB,	1	*re12,re14,re17,re19,*	4	1	1.0
ArgP_neg	0		0		0	*	0	0	-0.0
ArgP_pos	9	LysP,NrdA-NrdB,DapB,GdhA,LysA,RecF-RecR-RecO,ArgO,LysC,DapD,	6	LysP,LysA,LysC,NrdA-NrdB,DapD,DapB,	5	*re15,*re33,re34,re35,re36,re37,*re17,re19,re44,re43,re26,re30,re28,*re24,*re41,*	13	2	0.5
ArgR_neg	18	PNPase,ArgE,ArgD,CarB-CarA,ArgF,HisP-HisM-HisQ-HisJ,HisQ-HisP-HisM-ArgT,ArgG,TruB,Pnp,ArgB,ArtJ-ArtQ-ArtM-ArtP,ArgI,NAGS,LysO,ArgA,ArgH,ArgC,	13	ArgE,ArgD,CarB-CarA,ArgF,ArtJ-ArtQ-ArtM-ArtP,ArgB,ArgI,NAGS,HisQ-HisP-HisM-ArgT,ArgH,ArgA,ArgC,ArgG,	6	*re89,*re35,re38,re40,re42,re43,re64,re47,re45,re77,re49,re51,re58,re66,re65,*re78,*re97,*re74,*re88,*	19	4	0.6
ArgR_pos	5	AstA,AstE,AstD,AstC,AstB,	5	AstE,AstD,AstC,AstA,AstB,	1	*re11,re12,re16,re14,re9,re7,*	6	0	1.0
ArsR_neg	2	ArsC,ArsB,	2	ArsC,ArsB,	1	*re5,re7,*	2	1	1.0
AscG_neg	2	AscF,AscB,	2	AscF,AscB,	1	*re10,re11,re12,re7,re8,*	5	3	1.0
AsnC_neg	1	MnmE-MnmG,	1	MnmE-MnmG,	1	*re10,re8,re9,*	3	0	1.0
AsnC_pos	1	AsnA,	0		1	*re3,*	1	0	0.0
AtoC_pos	3	AtoE,AtoB,AtoA-AtoD,	3	AtoB,AtoA-AtoD,AtoE,	1	*re12,re7,re9,*	3	1	1.0
BaeR_pos	2	AcrD-AcrA-TolC,TolC-MdtC-MdtB-MdtA,	0		1	*re11,*	1	1	0.0
BasR_neg	1	PutA,	1	PutA,	1	*re4,re7,re5,*	2	0	1.0
BasR_pos	2	CsgE-CsgG,DgkA,	0		2	*re15,*re20,*	2	1	0.0
BetI_neg	3	BetA,BetB,BetT,	3	BetB,BetA,BetT,	1	*re11,re6,re8,*	3	1	1.0
BirA_neg	5	BioF,BioD,BioA,BioB,BioC,	5	BioF,BioC,BioD,BioA,BioB,	1	*re11,re17,re7,re13,re15,re16,re9,*	6	0	1.0
BluR_neg	0		0		0	*	0	0	-0.0
BolA_neg	2	DacC,AmpC,	0		2	*re6,*re4,*	2	0	0.0
BolA_pos	2	DacC,AmpC,	0		2	*re6,*re4,*	2	0	0.0
CadC_pos	2	CadB,CadA,	2	CadB,CadA,	1	*re5,re7,re8,*	3	2	1.0
CaiF_pos	5	CaiB,CaiA,CaiC,CaiD,CaiT,	5	CaiB,CaiA,CaiT,CaiC,CaiD,	1	*re12,re14,re16,re18,re21,*	5	1	1.0
Cbl_pos	5	TauA-TauC-TauB,SsuA-SsuC-SsuB,SsuE,TauD,SsuD,	4	TauA-TauC-TauB,TauD,SsuE,SsuD,	2	*re12,*re16,re17,re18,re19,re21,re28,re24,*	8	2	0.7
CdaR_pos	9	GudP,GarL,GarP,RnpB,GarD,GarR,RNA:RnpB,GarK,GudD,	9	GarK,RNA:RnpB,GudP,GarL,GarP,RnpB,GudD,GarD,GarR,	2	*re31,re32,*re13,re17,re23,re15,re19,re24,re27,re20,re26,re21,*	12	3	0.9
CecR_neg	0		0		0	*	0	0	-0.0
ChbR_neg	3	ChbG,ChbA-ChbC-ChbB,ChbF,	3	ChbG,ChbA-ChbC-ChbB,ChbF,	1	*re10,re15,re9,re17,re14,re18,*	6	2	1.0
ChbR_pos	3	ChbG,ChbA-ChbC-ChbB,ChbF,	3	ChbG,ChbA-ChbC-ChbB,ChbF,	1	*re10,re15,re9,re17,re14,re18,*	6	2	1.0
ComR_neg	0		0		0	*	0	0	-0.0
CpxR_neg	3	CsgE-CsgG,Ung,OmpF,	0		17	*re38,*re53,*re60,*re75,*re49,*re62,*re54,*re50,*re57,*re59,*re52,*re55,*re58,*re51,*re56,*re61,*re63,*	17	16	0.0
