#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b1797//b2529//
AcrR	b4438//b2938//b1552//b1718//b3925//b0447//b3126//b2202//b2306//b0980//b4577//
Ada	b1288//b1492//b2282//b0435//
AdiY	b4025//b1622//b1203//b3605//b0852//b3904//b2307//b2724//
AgaR	b1043//b2200//b3941//b0400//b1747//b0872//b4024//b0066//b1392//b0903//b3333//
AidB	b0349//
AlaS	b1744//
AllR	b2215//b3792//b0019//b3869//b2990//b0679//b1257//b3431//b4254//
AllS	b0722//b0863//b4139//
AlsR	b2541//b2663//b4435//b3223//b0076//b0839//
AppY	b3095//b4398//b1921//b0799//b2058//b0512//b4132//b2151//b0950//b3403//
AraC	b0233//b0732//b2707//b2676//b1587//b2852//b1892//b4099//b1672//b1062//b1676//b0366//b0507//b1299//
ArgP	b1569//b2143//b1334//b1277//b3403//b0234//b3509//b2716//b1920//b4567//b1379//b3859//b1441//b0074//
ArgR	b1616//b4397//b2388//b2669//b0154//b3431//b2837//b1164//b2196//b3784//b3025//b0507//b1923//b3688//b1531//b3082//b2063//b0781//b1737//b0979//b1199//b3942//b4506//b2212//b1227//b3123//b4637//b0385//b4233//b4264//b3331//b3037//b3083//b2926//b0615//b4058//b3190//b1302//
ArsR	b1817//b3518//b0975//
AscG	b0937//b1532//b2782//b2199//b2242//
AsnC	b1552//b2291//b1569//b2289//
AtoC	b0853//b3027//b3605//b2904//
BaeR	b3661//b1589//b3453//b4476//b4476//b0151//b3214//b0334//
BasR	b4237//b1954//b3515//b1579//b0035//b0511//b3061//b2723//b0337//b0892//b0572//b1082//b3612//
BetI	b2573//b3960//b4062//b0351//
BirA	b4042//b0084//b3429//b3906//b0341//
BluR	b1474//b3860//b1072//b0995//
BolA	b0731//b0451//
CadC	b3095//b1207//b0987//
CaiF	b0349//b1261//b2573//b3476//b0240//b4484//b3013//b0777//b1004//b0583//
