#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b1879//b2096//
AcrR	b1184//b1819//b3702//b3751//b3576//b4260//b3709//b0849//b1940//b3729//b3869//
Ada	b0873//b0512//b1297//b2499//
AdiY	b1024//b1262//b0841//b0199//b4006//b1673//b1563//b1015//
AgaR	b0958//b0792//b0036//b0162//b4196//b2323//b0785//b0207//b1887//b1716//b2666//
AidB	b0764//
AlaS	b0512//
AllR	b0958//b1951//b1207//b0277//b3604//b3502//b4042//b0811//b0336//
AllS	b0812//b4003//b1410//
AlsR	b0602//b1041//b0616//b1333//b1515//b1014//
AppY	b2425//b0785//b2476//b1109//b1043//b2491//b3582//b1987//b2754//b2719//
AraC	b0894//b3327//b2573//b2711//b2800//b3615//b1923//b2729//b1588//b3070//b1237//b4002//b0958//b1201//
ArgP	b3513//b2895//b3564//b3063//b2755//b1187//b3579//b3961//b1102//b2476//b2764//b1858//b0697//b0461//
ArgR	b2990//b2075//b1182//b0850//b2705//b1223//b0723//b4467//b1615//b4393//b4324//sroA//b1452//b4043//b1747//b3784//b1073//b0751//b1261//b1861//b0853//b2417//b1611//b2551//b1970//b3730//b1618//b1670//b4154//b3326//b2485//b2485//b3431//b2163//b1852//b2808//b0655//b1734//
ArsR	b2372//b0616//b2712//
AscG	b2582//b2094//b1325//b2762//b1860//
AsnC	b0928//b3170//b1082//b3581//
AtoC	b0396//b3791//b1676//b4070//
BaeR	b3959//b1499//b4099//b3093//b1589//b4242//b2789//b0301//
BasR	b3709//b1514//b4599//b3415//b0734//b3118//b1531//b1579//b3870//b3169//b2149//b1244//b0403//
BetI	b0871//b0890//b1611//b0198//
BirA	b1297//b4321//b0594//b0342//b0951//
BluR	b0757//b2673//b0388//b0473//
BolA	b4698//b2213//
CadC	b3094//b1227//b2557//
CaiF	b1377//b4265//b2975//b1780//b2061//b0048//b0044//b3268//b4075//b0043//
Cbl	b4054//b2428//b0614//b3507//b1039//b4072//b3614//b2895//b3169//
CdaR	b0578//b2063//b4079//b3961//b2783//b0653//b1112//efeU_2//b0805//b2287//
CecR	b3926//b0116//b0378//b1620//b1298//
ChbR	b2486//b2488//b4443//b4033//b0979//b2723//
ComR	b3788//
CpxR	b0596//b0084//b1728//b3164//b1715//b4152//b2720//b0150//b0397//b0068//b3161//b4070//b2235//b2106//b2237//b1136//b2344//b4458//b0304//b0475//b2313//b0428//b4266//b2484//b3094//b3749//b3905//b2486//b1851//b4024//b4291//b3066//b2600//b3221//b2760//b4106//b0683//b1022//b1734//b0197//b2486//b0048//b4268//b0871//b1651//b0463//b1818//b2306//b3958//b0794//b3224//b0150//cpxQ//b3903//b1745//b4445//b1552//b3941//b1654//b2990//b0973//b0180//b3566//b0757//b4381//b1434//b4313//b1007//b2206//b4539//
Cra	b2709//b0072//b0722//b1225//b0428//b0928//b0587//b2488//b4033//b0083//b3364//b4160//b4088//b2601//b1907//b1474//b2750//b3027//b0113//b2207//b0314//b1516//b1207//b0896//b1746//b0937//b4355//b3512//b2802//b3167//b2674//b1821//b2058//b2508//b3569//b0225//b1670//b3507//b3828//b3709//b0841//b3008//b2762//b2092//b0293//b0674//b2997//b4040//b0973//b2490//b2702//b3225//b2539//b0819//b1388//b1498//b0856//b3416//b0655//b3430//b0775//b0850//b0734//b0240//b0819//b1039//b0512//b2582//b3614//b3133//b0336//sroA//b1194//b1797//b0343//b4070//b2168//b3167//b1810//
CreB	b0724//b2017//b1707//b2996//b0441//
CsgD	b0623//b1221//b1973//b1738//b4019//b0036//b4376//b1061//b0776//b4073//b3221//b4122//b2316//b2660//b3183//b2725//b2938//b1618//b0592//b3863//b1682//b4024//b3916//b2365//b1609//b2570//b3140//b3414//
CsiR	b3571//b0614//b0781//b2234//b0343//
CspA	b0592//b1987//
CueR	b0152//b1676//b3924//b2600//b1889//b0084//b1391//
CusR	b4288//b2490//b0377//b1483//b1608//b1728//b1519//b2980//b3437//b0197//b3625//b2824//
CynR	b3604//b1982//b1013//b2686//
CysB	b3645//b1298//b1514//b3207//b0154//b1905//b4014//b3133//b1819//b1735//b4097//b4702//b1535//b4074//b1738//b2092//b1091//b0928//gadF//b2203//b4287//b4396//b1305//b0353//b2720//b3359//b3164//b0505//b0928//b1879//b1513//b1131//
CytR	b3571//b0156//b1160//b3908//b0757//b2822//b3156//b0080//b1745//b1199//b0038//b3960//b0118//
Dan	b0972//b1939//b3167//b0975//
DcuR	b1924//b2491//b2559//b0311//b3728//b3728//b0764//b3268//b3502//
DeoR	b0681//b0464//b4074//b1300//b1944//b0338//
DhaR	b3567//b3702//b3255//b0852//
DicA	b2488//b2076//b0088//b0682//b3961//b2201//b3067//b2913//
DinJ-YafQ	b0443//b3357//b3784//
DnaA	b4039//b0048//b1817//b4032//b3730//b2716//b1564//b4506//b2787//b4025//b3956//b0237//
DpiA	b3183//b4323//b3170//b2803//b4662//b0076//b3752//b3957//b0887//b3613//b0929//
DsdC	b1746//b3011//b2573//
EbgR	b2316//b2241//
EnvR	b3870//b0578//
EnvY	b0383//b0820//
EvgA	b2808//b4037//b0312//b0337//b0727//b4194//b0564//b1852//b4312//b2926//b1305//b3919//b3116//b1012//b1078//b2316//b1783//b2167//b1515//
ExuR	b2212//b3237//b0093//b3860//b2528//b1484//b2242//b2800//b4662//
FabR	b1198//b1411//
FadR	b0758//b3025//b2818//b0044//b3449//b1244//b2904//b1569//b2904//b1517//b0871//b2730//b3790//b0806//b0123//b3515//b2364//b3863//b2215//b0750//b0062//b0945//b1507//
FeaR	b0199//b2805//
FhlA	b3791//b0240//b0403//b1970//b0806//b4698//b4063//b1411//b2156//b0708//b4131//b2201//b3500//b4539//b2289//b1736//b1482//b2092//b3126//b0653//b3574//b1674//b3060//b1277//b1616//b3624//b3359//b0198//b1474//b0151//
