#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b0522//b1101//
AcrR	b2538//b1252//b0067//b1907//b0776//b0978//b0096//b3328//b0180//b3022//b0755//
Ada	b3092//b2085//b2529//b0181//
AdiY	b1940//b0892//b1501//b3092//b4354//b0035//b1225//b0880//
AgaR	b1562//b1307//b3582//b3789//b3363//b2697//b1684//b2483//b2105//b0785//b3730//
AidB	b0151//
AlaS	b4005//
AllR	b0779//b1611//b2344//b1511//b3700//b1717//b2487//b4484//b2600//
AllS	b4292//b4070//b0587//
AlsR	b2784//b3773//b2937//b1564//b0378//b3517//
AppY	b3578//b1014//b2392//b3357//b1109//b2779//b2429//b2194//b0475//phnE_2//
AraC	b1500//b0312//b4154//b4006//b1940//b3729//b3168//b4260//b2660//b0403//b3331//b0441//b3335//b0763//
ArgP	b1023//b1507//b4119//b1658//b2373//b1222//b1905//b0762//b1622//b2484//b2707//b3751//b4291//b0575//
ArgR	b0864//b3939//b3792//b2425//b0857//b4139//b0071//b0400//b1076//b2368//b2903//b3789//b1728//b1618//b2205//b3066//b0207//b4511//b0622//b2507//b0353//b1826//b1914//b4154//b1076//b0604//b3413//b1072//b1302//b0652//b1041//b3680//b4005//b1022//b2893//b2208//b1683//b3926//
ArsR	b0336//b1308//b1608//
AscG	b0698//b3268//b0677//b1904//b0294//
AsnC	b2152//b0617//b1258//b4260//
AtoC	b0301//b1474//b2824//b0277//
BaeR	b2234//b2366//b2482//b4098//b2159//b1132//b4013//b3860//
BasR	b0587//b1131//b1061//b0721//b1411//b0342//b4195//b1905//b1737//b3503//b3428//b1905//b2702//
BetI	b0574//b3096//b0523//b1227//
BirA	b3521//b3409//b1480//b0584//b2925//
BluR	b2197//b0855//b0721//b4242//
BolA	b1227//b2911//
CadC	b1166//b4198//b0688//
CaiF	b4035//b1623//b0806//b0591//b3126//b1926//b0450//b3845//b3510//b2078//
Cbl	b0684//b1734//b3501//b1732//b2388//b0593//b2750//b4073//b2673//
CdaR	b0036//b0614//b0462//b4095//b2905//b0976//b1010//b3091//b2197//b1717//
CecR	b3222//b1109//b4195//b0092//b0178//
ChbR	sroA//b1201//b3753//b4159//b3790//b1618//
ComR	b1062//
CpxR	b3787//b3607//b3061//b2307//b2630//b0620//b2704//b3114//b0572//b3113//b2600//b1656//b1415//b2499//b1334//b1299//b4445//b2997//b0273//b4382//b1007//b3730//b4310//b0031//b1846//b1591//b0035//b1734//b3415//b1982//b2711//b1241//b1263//b1784//b3366//b2406//b1719//b0035//b1129//b2234//b3128//b2912//b4637//b4467//b1762//b3128//b3268//b2224//b1737//b0862//b0929//b2151//b0392//b3227//b0754//b1889//b4004//b0895//b0069//b0755//b1890//b0061//b2499//b2719//b0075//b4613//b1305//b4101//b1321//b1078//
Cra	b1654//b0583//b3575//b2424//b4139//b1241//b0688//b1941//b1681//b3332//b0698//b2243//b3141//b0041//b3418//b1622//b1078//b2712//b0061//b4150//b2482//b1497//b3513//b0574//b0069//b1805//b4443//b0895//b1024//b0342//b4347//b4267//b3022//b1791//b2603//b2372//b2582//b1441//b0733//b1020//b0589//b0794//b0757//b0463//b0839//b0604//b0237//b0464//b0839//b0118//b4312//b3794//b0020//b1109//b3625//b2573//sroA//b2840//b1429//b4154//b4513//b1852//b4102//b0759//b2751//b3027//b2720//b4365//sroA//b0344//b4399//b1846//b1859//b0464//b0115//b3904//b1109//b0312//b0180//
CreB	b1791//b0861//b4452//b2196//b0504//
CsgD	b3057//b2207//b4396//b3077//b2837//b4439//b3512//b0602//b3907//b1891//b1890//b0697//b3503//b2718//b1649//b0597//b3603//b2095//b1735//b1497//b4124//b2414//b3960//b2662//b0996//b2727//b2538//b0199//
CsiR	b0936//b2278//b1738//b3113//b0091//
CspA	b3357//b1615//
CueR	b1237//b3092//b2236//b0485//b2075//b4139//b1243//
CusR	b0400//b0240//b4160//b2818//b0504//b0368//b0565//b0061//b3742//b1497//b4567//b3172//
CynR	b1826//b0890//b4673//b2531//
