#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b1650//b0895//
AcrR	b2631//b3903//b3903//b0389//b2152//b2276//b0933//b3723//b1593//b2572//b3161//
Ada	b3576//b3813//b2531//b0784//
AdiY	b0383//b0933//b1259//b0774//b0589//b0335//b0593//b0296//
AgaR	b3186//b1954//b1702//b4097//b2731//b0074//b0708//b0732//b1851//b2531//b3600//
AidB	b0606//
AlaS	b4115//
AllR	b2194//b3728//b0779//b1476//b2994//b3869//b1615//b1888//b1077//
AllS	b3906//b3912//b2755//
AlsR	b2571//b1071//b4439//b2323//b1611//b1443//
AppY	b1384//b2308//b0723//b2062//gadF//b1283//b0080//b2482//b4539//b2732//
AraC	b3452//b4139//b3785//b2372//b3908//b3701//b1608//b3967//b1265//b3773//b0032//b2106//b2236//b0805//
ArgP	b4400//b2755//b1226//b1655//b0392//b2895//b3139//b0977//b1333//b0891//b2904//b0565//b4072//b1256//
ArgR	b1037//b3452//b4249//b0231//b0388//b1010//b0038//b1074//b3495//b1397//b3501//b2429//b3726//b3700//b2838//b1327//b2570//b1714//b4310//b4025//b3508//b0063//b0153//b4355//b1670//b1608//b1682//b2529//b4024//b0622//b1440//b3255//b0826//b1530//b3166//b0349//b1183//b0655//
ArsR	b0987//b1275//b1409//
AscG	b0514//b3723//cpxQ//b2366//b1608//
AsnC	b3600//b2754//b2757//b1326//
AtoC	b2150//b3073//b3722//b4445//
BaeR	b1902//b1590//b2764//b0515//b1946//b0812//b1222//b4087//
BasR	b0575//b4264//b2699//b3521//b3325//b2709//b4233//b1949//b0588//b4071//b4599//b2470//b2530//
BetI	b0399//b0615//b0855//b1679//
BirA	b2152//b2490//b4376//b2367//b3924//
BluR	b1163//b3580//b1327//b0894//
BolA	b1237//b2943//
CadC	b1409//b3133//b3558//
CaiF	b1241//b0207//b3060//b2841//b3005//b4042//b3906//b2091//b2724//b4468//
Cbl	b3410//b1484//b2365//b1500//b0730//b1761//b2364//b2540//b4197//
CdaR	b3157//b2788//b4063//b0606//b3567//b2159//b0068//b4042//b2964//b1008//
