#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b0486//b4431//
AcrR	b4093//b2551//b1535//b1810//b2286//b0095//b3185//b0221//b0590//b3036//b1480//
Ada	b2206//b0064//b1514//b1091//
AdiY	b1552//b0574//b2764//b2558//b2582//b0398//b1810//b2716//
AgaR	b2465//b4522//b1398//b0856//b2379//b1265//b1860//b2732//b1429//b0150//b2237//
AidB	b1532//
AlaS	b1079//
AllR	b0166//b4408//b3255//b1037//b0617//cpxQ//b1988//b0516//b0687//
AllS	b0996//b2560//b0987//
AlsR	b0799//b3076//b1194//b0396//b1987//b1924//
AppY	b2308//b2557//b0094//b0226//b0976//b2916//b3167//b3934//b1547//b0081//
AraC	b0181//b4197//b4106//b3071//b1199//b3784//b2709//b0390//b2994//b0071//b3700//b1889//b1302//b2818//
ArgP	b2490//b2530//b3268//b3140//b1499//b2017//b1442//b0154//b4381//b0776//b4151//b1475//b0775//b0153//
ArgR	b0587//b0339//b1264//b0841//b4399//b1945//b3022//b1391//b4029//b3461//b4357//b4321//b0234//b1302//b3408//b0403//b4539//b4264//b2284//b3426//b0996//b3615//b3925//b3222//b3571//b0805//b2551//b1508//b3938//b1297//b4523//b4194//b3156//b0073//b0678//b1493//b4438//b2242//
ArsR	b1411//b3958//b3125//
AscG	b0368//b4279//b1679//b4460//b1130//
AsnC	b4411//b2574//b1732//b0860//
AtoC	b3073//b3113//b0586//b2421//
BaeR	b3035//b0750//b2551//b0080//b1536//b0032//b3415//b0687//
BasR	b2560//b2281//b4154//b2364//b4291//b1531//b0389//b4050//b0655//b2487//b0096//b1658//b1483//
BetI	b0335//b1302//b4288//b3940//
BirA	b3067//b4003//b0293//b0511//b3450//
BluR	b1826//b4384//b3222//b3164//
BolA	b2937//b0684//
CadC	b3128//molR_1//b4523//
CaiF	b4062//b0475//b1706//b2531//b3583//b0273//b3140//b0523//b0484//b3094//
Cbl	b1712//b2616//b0075//b4070//b1288//b4242//b1222//b3223//b0697//
CdaR	b4539//b1399//b2725//b4209//b0871//b1296//b3612//b4392//b2287//b0574//
CecR	b1654//b1907//b0890//b1112//b1658//
ChbR	b3789//b4050//b4198//sroD//b1826//b4006//
ComR	b0864//
CpxR	b1857//b3327//b4028//b4026//b1732//b1796//b4249//b1676//b1285//b2722//b3329//b4119//b0904//b1070//b0754//b4003//b1513//b0451//b1745//b1389//b0207//b4026//b2996//b0116//b3026//b1021//b3728//b0439//b3831//b2787//b2728//b1923//b3730//b0578//b2156//b0485//b3580//b0312//b0688//b0729//b4260//b0929//b1321//b3092//b0614//b0343//b3784//b0728//b2911//b3750//b1681//b1951//b2079//b2374//b2803//b0198//b1299//b4198//b1303//b0605//b0368//b1390//b3222//b1651//b4292//b1902//b3164//b0779//b1429//b2712//
Cra	b1900//b0854//b1130//b1846//b0314//b0083//b0685//b3575//b4393//b3922//b4435//b4290//b2200//b2234//b4381//b1939//b0688//b0301//b0874//b0232//b0123//b0973//b0505//b0655//b0344//b0088//b4384//b2560//b2152//b0964//b4196//b3961//b2697//b4196//b2344//b2717//b1704//b0072//b0615//b1024//b1498//b1973//b0889//b4376//b4484//b2213//b4071//b3575//b3794//b3067//b3011//b4398//b3449//b4365//b1900//b1729//b3521//b0852//b2975//b2674//b1879//b1077//b1487//b4347//b0060//b2159//b1791//b1485//b0430//b2207//b0451//b0330//b2485//b0167//b0303//b1579//b2096//b2802//b0872//
CreB	b2077//b0040//b2841//b2198//b1082//
CsgD	b0086//b0871//b2911//b1390//b2499//b3480//b3071//b0987//b2712//b1970//b0936//b1737//b2729//b3614//b1878//b0764//b2685//b2367//b0617//b3417//b2241//b3791//b1796//b0096//b0604//b1924//b3118//b4044//
CsiR	b2344//b1492//b0734//b0152//b1826//
CspA	b0353//b1390//
CueR	b0726//b3076//b0604//b0778//b0782//b4458//b1335//
CusR	b4397//b2312//b1707//b0154//b1517//b2706//b0225//b0366//b1299//b2540//b3902//b4451//
CynR	b0979//b2167//b3868//b1164//
CysB	b3956//b3724//b1562//b0085//b0784//b0351//b1920//b3906//b3916//b4030//b0587//b0400//b4397//b1943//b4241//b2943//b4383//b2675//b0734//b0231//b1674//b4233//b3521//b0484//b0995//b2159//b4197//b0864//b1040//b1680//b4242//b2470//
