#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b4467//b0820//
AcrR	b0123//b3904//b3744//b3138//b1207//b3741//b1860//b2763//b0337//b0903//b0586//
Ada	b1241//b2203//b1009//b3426//
AdiY	b0781//b4106//b3213//b2938//b3128//b1322//b4289//b3207//
AgaR	b2079//b1546//b2379//b2364//b2721//b3083//b3709//b0653//b1237//b4397//b1590//
AidB	b1474//
AlaS	b1593//
AllR	b0591//b0036//b1744//b4458//b0676//b1079//b0428//b0340//b3207//
AllS	b0785//b0679//b0339//
AlsR	b3415//b2236//b0583//b1442//b3966//b1679//
AppY	b1593//b2659//b2838//b2802//b3366//b0464//b4036//b3788//b2925//b1736//
AraC	b2428//b2508//b0063//b4074//b3514//b0596//b3870//b3924//b2422//b3722//b0954//b0676//b1408//b2105//
ArgP	b1043//b3517//b1487//b0240//b1080//b1579//b1702//b1744//b1308//b0872//b1007//b2095//b1184//b0729//
ArgR	b1782//b4075//b1073//b0565//b3116//b2752//b3661//b1858//b2702//b2673//b0972//b3137//b1483//b1852//b1540//b1256//b1680//b1326//b1797//b0367//b3116//b0565//b0587//b2705//b3126//b0819//b4702//b2605//b3426//b1480//b1303//b1791//b1745//b0783//b1748//b0964//b2371//b3091//
ArsR	b1714//b3846//b4240//
AscG	b3515//b0225//b1237//b1014//b0064//
AsnC	b0980//b3331//b3829//b1744//
AtoC	b0978//b2732//b4322//b3749//
BaeR	b0794//b2424//b4242//b0856//b1622//b3222//sroC//b4438//
BasR	b1821//b4105//b0585//b3903//b2373//b2580//b1429//b0826//b4026//b1245//b2660//b2995//b0350//
BetI	b2707//b2729//b0805//b4098//
BirA	b2684//b4044//b1073//b3846//b0727//
BluR	b0721//b2659//b2912//b0863//
BolA	b3332//b1951//
CadC	b2369//b3957//b3256//
CaiF	b0341//b2803//b1334//b0096//b1737//b0082//b3091//b1083//b1514//b4399//
Cbl	b3359//b1861//b0439//b1683//b0330//b0515//b0114//b3071//b4194//
CdaR	b3416//b3183//b0020//b3601//b1946//b1715//b1616//b3908//b3005//b4313//
CecR	b3070//b0337//b2425//b0564//b2091//
ChbR	b2937//b3366//b1325//b2374//b0995//b1165//
ComR	b1394//
CpxR	b3368//b0896//b3501//b1860//b2801//b1003//b2715//b1223//b3123//b0116//b0880//b0675//b4085//b0778//b4062//b1398//b0589//b1399//b1781//b2699//b4702//b4154//b4662//b3709//b2840//b4072//b0887//b0996//b1264//b1037//b1514//b0979//b0199//b0076//b1043//b3365//b4313//b3869//b1618//b1858//b0850//b1194//b2422//b0063//b2092//b3365//b2824//b4267//b3157//b3645//b0708//b2671//b0754//b0819//b3793//b1481//b0795//b4366//b1109//b2148//b3707//b2364//b4249//b0819//b2559//b2009//b3510//b0450//b2507//b3507//
Cra	b0428//b2425//b0652//b0903//b0970//b0726//b4260//b3919//b0605//b2077//b2723//b0088//efeU_2//b2751//b1535//b0093//b0392//b0085//b0043//b0655//b3131//b2288//b3582//b2058//b2821//b0783//b1920//b2242//b0232//b4002//b0973//b1077//b3113//b1244//b4192//b0340//b4209//b0062//b2143//b1737//b4005//b0366//b3607//b2541//b1327//b0933//b3363//b2107//b3081//b0722//b0622//b1245//b0460//b1484//b0896//b4209//b2579//b1706//b4312//b2805//b0622//b3477//b3332//b3863//b1015//b3067//b0809//b4618//phnE_2//b3133//b1474//b4105//b0019//b0682//b0583//b0654//b1321//b3614//b4094//
CreB	b4662//b4196//b0616//b3569//b1546//
CsgD	b2789//b0441//b0515//b2574//b4445//b2826//b0517//b2288//b3784//b2428//b3134//b2151//b3688//b2000//b3413//b2991//b1265//b1552//b4280//b4159//b2559//b3011//b0231//b1303//b0179//b1746//b0731//b2660//
CsiR	b4313//b0978//b3477//b0891//b2752//
CspA	b1805//b4138//
CueR	b2802//b3026//b1326//b0151//b4309//b2465//b1567//
CusR	b1587//b1507//b4513//b3566//b2075//b2763//b2097//b2671//b2231//b0605//b2818//b3724//
CynR	b4042//b1846//b1207//b4613//
CysB	b2703//b1591//b2344//b1514//b2508//b1012//b2085//b3700//b1022//b0429//b0623//b0075//b1009//b2310//b1680//b1434//b2741//b0861//b0086//b2076//b1593//b4290//b3364//b0431//b3603//b1878//b0620//b2344//b4399//b3688//b0398//b3169//
CytR	b0614//b1729//b1075//b0604//b2285//b4438//b3224//b0383//b0511//b0389//b2076//b0762//b1264//
Dan	b3364//b2367//b1950//b1949//
DcuR	b1198//b1702//b0352//b2964//b2582//b3859//b2289//b1515//b1941//
DeoR	b4042//b1819//b0337//b1129//b0151//b2241//
DhaR	b2167//b1498//b3037//b1198//
DicA	b2285//b1577//b1440//b3752//b1892//b1101//b0123//b0378//
DinJ-YafQ	b2808//b3125//b1480//
DnaA	b0508//b3070//b2222//b4435//b2540//b4511//b2127//b1398//b1618//b3615//b0585//b3461//
DpiA	b4132//b0294//b3367//b4104//b1062//b1388//b4254//b3547//b2208//b3513//b1334//
DsdC	b3791//b0365//b1299//
EbgR	b2710//b2977//
EnvR	b1483//b2916//
EnvY	b0082//b1888//
EvgA	b1226//b3271//b4513//b1622//b3223//b4075//b2997//b3503//b3027//b4072//b3328//b0796//b3491//b0856//b3870//b1938//b4321//b0351//b3469//
ExuR	b2995//b3578//b2925//b2758//b1261//b4567//b3774//b1101//b1079//
FabR	b2277//b3924//
FadR	b2242//b2169//b1608//b3140//b1207//b3037//b1020//b1618//b2755//b0181//b3911//b1790//b0925//b3117//b1130//b2194//b1129//b1578//phnE_2//b1805//b0785//b3904//b2537//
FeaR	b0431//b1783//
FhlA	b3791//b4089//b0756//b2720//b0819//b1387//b3366//b0429//b2943//b3170//b0615//b4457//b4090//b4030//b3332//b1323//b1326//b2703//b1308//b1136//b0038//b0904//b4070//b1715//b4019//b3140//b3333//b0504//b1039//b2243//
FlhDC	b3869//b4076//b1415//b2716//b1982//b1716//b4481//b0678//b2725//b2724//b1810//b1306//b4443//b1658//b2808//b4522//b4415//b1444//b4468//b3575//b0232//b2559//b0978//b3161//b3184//b3113//b4015//b0622//b3625//b2852//b0509//b4193//b2414//b3569//b4397//b3786//b1305//b1616//b2156//b1043//b2096//b0514//b2820//b0812//b3828//b2530//b4044//b4698//b2727//b4039//b4160//b3729//b3063//b0758//b3912//b1567//b0892//b1944//b1012//b4293//b4365//b1716//b2094//b0873//b3223//b1850//b2943//b2313//b4309//b2905//b2000//b3073//b0974//b2224//b4367//b4441//b3725//b4032//b2365//b1501//b3966//b1925//
FliZ	b1817//b1263//b0207//b2979//b0793//b1540//b1826//b3906//b2756//b2231//b2783//b0592//b0091//b1493//b0977//b2092//b0655//b0862//b0954//b3724//sroA//
FucR	b2631//b1287//b2291//b1335//b0810//b1012//b1480//
Fur	b4323//b1023//b4088//b2662//b3581//b0162//b2756//b1948//b1079//b0153//b1650//b2392//b3329//b4511//b1717//b4015//b2388//b0234//b1222//b0613//b0754//b0161//b1287//b0314//b4131//b2662//b0975//b0722//b3366//b0792//b1521//b2201//b0504//b1165//b0085//b3645//b4312//b2372//b3268//b2912//b2085//b4076//b4040//b1782//b0724//b2579//b4151//b0094//b3005//b4006//b0677//b0571//b2993//b0874//b1165//b0806//b4002//b2168//b1378//b0092//b4099//b1136//b4102//b3409//b3095//b2600//b3136//b4139//b0733//b0504//b3813//b0616//b1950//b2995//b3709//b1259//b1441//b2557//b2369//b1395//b1946//b1861//b1891//b4525//b2500//b2737//b4347//b0084//b2068//b1848//b3011//b0277//b1040//b1716//b2616//b3268//b1377//b0674//b3503//b0303//b3709//b1163//b1061//b0166//b0112//b4322//b4293//b1080//b1797//b2579//b3612//b3961//b3743//b3269//b1182//b0152//b4365//b4451//b2483//b2291//b2616//b4506//b4050//b2344//b2579//b2486//b0240//b2208//b4119//b0067//
