#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b4101//b3702//
AcrR	b0765//b2344//b0198//b0095//b0565//b3701//b1261//b2995//b2079//b1937//b2756//
Ada	b0067//b4086//b0950//b1618//
AdiY	b0793//b2732//b3478//b0390//b2741//b0350//b1260//b0775//
AgaR	b4040//b3335//b2237//b2365//b2661//b4280//b4313//b0728//b2841//b0857//b2205//
AidB	b1563//
AlaS	b3612//
AllR	b1225//b2278//b0776//b3957//b4592//b3870//b1901//b4673//b2379//
AllS	b2308//b1712//b0462//
AlsR	b4265//b3117//b1187//b0976//b3136//b2341//
AppY	b3510//b3429//b1745//b2557//b1621//b1334//b4058//b0809//b0730//b3224//
AraC	b2075//b1670//b2323//b2167//b2235//b3751//b1988//b0089//b2196//b3366//b3076//b1734//b1954//b2759//
ArgP	b2710//b0123//b0485//b2603//b2000//b1061//b2476//b1167//b0082//b2702//b3750//b0334//b2422//b3603//
ArgR	b0972//b4279//b0597//b1440//b1744//b3326//b0368//b0863//b2277//b4159//b1737//b3061//b4451//b4151//b3578//b2923//b1861//b1954//b2659//b1880//b2151//b3800//b1256//b1548//b3012//b3941//b2712//b3831//b1259//b4050//b2751//b3156//b1083//b1442//b2240//b4577//b0162//b0085//
ArsR	b0980//b2153//b1851//
AscG	b3082//b3911//b0794//b1848//b2995//
AsnC	b0606//b3565//b3409//b1298//
AtoC	b3868//b0428//b3073//b3126//
BaeR	b0451//b3708//b4030//b3429//b1518//b2699//b0019//b0950//
BasR	b3331//b3368//b1041//b0084//b1081//b2763//b0578//b1540//b1061//b3403//b2206//b4072//b2369//
BetI	b1277//b4441//b3431//b2822//
BirA	b0221//b1575//b4249//b4194//b2078//
BluR	b0618//b4088//b0861//b1922//
BolA	b1112//b1307//
CadC	b1516//b3461//b4525//
CaiF	b2406//b0084//b0871//b0726//b3624//b3190//b1733//b2616//b1901//b3476//
Cbl	b4376//b0475//b4445//b0516//b2153//b2925//b0509//b0578//b4237//
CdaR	b3600//b4618//b1511//b4438//b0622//b1071//b0756//b2240//b3479//b3800//
CecR	b1901//b2686//b0853//b3723//phnE_2//
ChbR	b0073//b2570//b1287//b2076//b2291//b0697//
ComR	b0723//
CpxR	b2706//b3221//b2826//b1797//b3140//b3514//b0377//b4289//b0759//b1674//b3071//b2977//b1942//b1483//b2937//b4525//b4310//b2729//b2476//b0872//b2417//b1227//b0294//b3680//b0996//b4357//b2992//b0068//b3335//b0931//b2779//b0071//b1569//b3005//b3268//b1400//b1199//b2242//b0075//b2421//b1325//b2724//b2379//b1744//b1483//b4153//b0589//b3924//b4376//b0652//b1679//b2311//b3727//b0584//b0570//b4198//b1323//b2757//b0935//b1707//b4096//b4280//b3114//b3831//b1940//b0341//b2905//b1608//b0232//b0515//
Cra	b2937//b0060//b0774//b2685//b4054//b3521//b1564//efeU_2//b0118//b4058//b0084//b2414//b1970//b2711//b3727//b3961//b0591//b0851//b1182//b2904//b0069//b2078//b0776//b2703//b4280//b2762//b4122//b1716//b4381//b2201//b1326//b0063//b2979//b0729//b1102//b1306//b2719//b3005//b2905//b1041//b2406//b3027//b2196//b0785//b0572//b4026//b1442//b2710//b1920//b0340//b1679//b1287//b0997//b0337//b4279//b1160//b2372//b3449//b1733//b1679//b0036//b0557//b0774//b1071//b1474//b0517//b0827//b0062//b3927//b3127//b1483//b0863//b0038//b0233//b0681//b0350//b4036//b3082//b4324//
CreB	b0708//b1023//b2779//b4105//b0181//
CsgD	b2552//b1552//b3916//b0185//b3721//b1285//b3603//b0819//b4354//b3564//b3571//b2718//b2801//b4013//b3127//b0062//b3453//b0095//b3790//b4393//b3793//b3429//b3558//b0857//b3013//b0591//b2838//cpxQ//
CsiR	sroC//b2905//b2979//b2529//b3926//
CspA	b2762//b2197//
CueR	b4063//b0382//b3113//b0031//b4085//b4073//b0089//
CusR	b3577//b3136//b1222//b1326//b1485//b0557//b1623//b3036//b0728//b4092//b2231//b4254//
CynR	b3367//b2312//b2708//b2285//
CysB	b0463//b4443//b2488//b4445//b1850//b1483//b0233//b1617//sroA//b1530//b0179//b2728//b3845//b1634//b4265//b0365//b2764//b1940//b3450//b3334//b4268//b3784//b1879//b4567//b3786//b0061//b4004//b3605//b1563//b3750//b0484//b0674//
CytR	b1008//b1008//b2483//b1704//b1620//b0765//b1564//b3502//b1987//b2370//b0655//b1259//b0090//
Dan	b2127//b3568//b4177//b1102//
DcuR	b0463//b3786//b0083//b4193//b2728//b4290//b1308//b0086//b4070//
DeoR	b2715//b1744//b0396//b3790//b0874//b2393//
DhaR	b1184//b4132//b0428//b0754//
DicA	b2759//b3793//b0973//b3093//b1244//b2741//b4322//b1718//
DinJ-YafQ	b3904//b2288//b3700//
DnaA	b3117//b4042//b0181//b1277//b1076//b0571//b2240//b2276//b4399//b0484//b1878//b2155//
DpiA	b0342//b0314//b2808//b2095//b1092//b3956//b2728//b3601//b1579//b1226//b0301//
DsdC	b2427//b0225//b2148//
EbgR	b1810//b1257//
EnvR	b0294//b3141//
EnvY	b1288//b2980//
EvgA	b0595//b2905//b4094//b1073//b2499//b2531//b0978//b2284//b3508//b0241//b2280//b0123//b2993//b2077//b3022//b4063//b3027//b2341//b2911//
ExuR	b4662//b0484//b3723//b1256//b1021//b0731//b1575//b0048//b2731//
FabR	b0698//b0199//
FadR	b1531//b1011//b0587//b4196//b2730//b1102//b0903//b3067//b1042//b1851//b3751//b0088//b4034//b0507//b3403//b1164//b1947//b1237//b4321//b0779//b2803//b0588//b3961//
FeaR	b0074//b1276//
FhlA	b2234//b3451//b2481//b2820//b0367//b0958//b1298//b4523//b2079//b0677//b2905//b2601//b2204//b4293//b2993//b0889//b1379//b3941//b1921//b3568//b0977//b2278//b0035//b1010//b3502//b3094//b3414//b1113//b3452//b2379//
FlhDC	b1244//b0330//b2784//b4063//b2095//b0162//b1942//b1920//b1515//b3510//b0095//b1817//b1499//b1712//b0064//b0156//b3413//b1738//b0972//b3479//b3461//b1298//b2195//b2278//b4513//b1900//b3172//b2316//b2197//b3605//b4102//b3729//b1434//b4310//b4522//b4381//b3036//b1850//b1379//b0750//b2560//b1609//b1072//b0676//b2312//b0042//b4132//b2316//b1846//b3753//b0827//b2423//b1482//b4198//b2805//b1485//b3081//b4396//b3942//b0839//b0062//b2485//b3845//b3429//b4613//b2000//b3006//b3415//b2205//b0655//b1301//b1546//b1817//b4398//b0733//b1296//b1745//b3701//b2207//b0892//b0441//b1247//
FliZ	b2912//b3709//b2200//b2763//b3207//b0622//b0352//b2927//b1746//b1846//b0074//b1848//b2465//molR_1//b3831//b2421//b3599//b1300//b4089//b4233//b2631//
FucR	b1166//b1620//b2759//b0166//b3613//b2029//b2616//
