#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b3925//b0020//
AcrR	b1160//b4194//b0112//b3957//b2718//b2763//b1718//b0583//b1259//b3728//b2916//
Ada	b4396//b3021//b1201//b2976//
AdiY	b2484//b3601//b1396//b1223//b2280//b1938//b3870//b2663//
AgaR	b2309//b1926//b1501//b4290//b2311//b2107//b1747//b4196//b3507//b4036//b4705//
AidB	b0462//
AlaS	b3942//
AllR	b3788//b3413//b4037//b1386//b3061//b1041//b3612//b0523//b3863//
AllS	b1384//b3114//b0435//
AlsR	b0805//b0799//b2580//b2669//b1261//b4415//
AppY	b3073//b2818//b2764//b1285//b0340//b2196//b3413//b2975//b0352//b2365//
AraC	b1109//b4280//b3568//b0688//b3416//b0095//b1861//b3326//b2344//b0674//b2992//b0726//b4063//b1954//
ArgP	b4458//b1712//b4618//b1485//b1277//b4037//b3255//b3502//b4088//b0340//b4233//b3328//b3167//b0085//
ArgR	b2060//b3227//b4238//b2707//b3902//b3599//b1392//b0443//b1797//b2718//b1905//b3432//b1263//b2721//b2669//b1399//b2604//b4457//b1902//b0484//b2911//b3478//b4015//b1077//b1385//b3429//b1399//b3223//b0390//b4393//b2310//b2799//b3613//b2221//b1264//b2096//b0891//b3612//
ArsR	b2236//b4511//b4367//
AscG	b3922//b3919//b1243//b3575//b2838//
AsnC	b0976//b2616//b0925//b1568//
AtoC	b0799//b1021//b0396//b1680//
BaeR	b2240//b0068//b1497//b4357//b0925//b0522//b0724//b0513//
BasR	b4288//b3166//b2782//b4355//b2155//b2061//b1512//b2500//b2091//b2278//b0031//b0782//b4029//
BetI	b1946//b2540//b0820//b3125//
BirA	b1020//b0178//b0303//b3574//b2234//
BluR	b0301//b0973//b0441//b4511//
BolA	b0594//b4264//
CadC	b4468//b2415//b2762//
CaiF	b1670//b0031//b3800//b1732//b0619//b2676//b0958//b0805//b2911//b0973//
Cbl	b3461//b1954//b0150//b0083//b4438//b0092//b0806//b0344//b3829//
CdaR	b0166//b1938//b2541//b0995//b2316//b3066//b0857//b3967//b3788//b1387//
CecR	b3213//b3421//b3509//b4347//b0995//
ChbR	b4076//b2826//b0071//b4100//b3450//b3903//
ComR	b2421//
CpxR	b3334//b0041//b1264//b3432//b1940//b0337//b2105//b3140//b4095//b2470//b4153//b3661//b0928//b1076//b2203//b1729//b2630//b3333//b0087//b0070//b2977//b2685//b1515//b0954//b1187//b2669//b1848//sroA//b0977//b0154//b1593//b3449//b0620//b0934//b2531//b2759//b0185//b0622//b1790//b1982//b4264//b3156//b0390//b0167//b2194//b0931//b3566//b2417//b2063//b1817//b0619//b3752//b0447//b3036//b3027//b0729//b2724//b1531//b0571//b2195//b0069//b2428//b2341//b3169//b3190//b0588//b4092//b1012//b4260//b1283//
Cra	b0070//b0225//b0873//b4042//b3480//b0115//b1321//b2323//b3788//b1518//b1325//b1942//b1167//b0340//b1227//b4118//b2604//b0987//b4072//b1508//b2975//b3095//b1482//b3479//b0759//b2707//b1858//b0473//b1921//b3927//b4613//b1302//b4019//b1877//b0593//b1277//b1256//b3118//b3095//b2465//b1747//b0043//b2992//b4074//b0781//b0273//b3722//b0397//b1246//b2482//b3170//b1817//b3409//b1008//b2283//b2752//b3117//b4260//b0805//b1322//b2195//b1166//b2923//b0653//b4104//b4133//b0851//b0095//b2926//b3416//b3330//b0044//b0653//b0860//b3564//b0485//b2240//b0978//b3904//
CreB	b0805//b0068//b0933//b1298//b2093//
CsgD	b1024//b3908//b2553//b2764//b0708//b4240//b2601//b4240//b0732//b2201//b0978//b2235//b4702//b3063//b0754//b0682//b2095//b4438//b2197//b0623//b0036//b1485//b3332//b3491//b0977//b1791//b3708//b1325//
CsiR	b3784//b1243//b0293//b0207//b0696//
CspA	b2306//b0951//
CueR	b3134//b1201//b0934//b4265//b1500//b3939//b1200//
CusR	b0034//b2979//b2371//b4013//b0619//b0461//b2540//b1304//b3645//b4321//b1514//b1791//
CynR	b0565//b4090//b4087//b2818//
CysB	b4293//b1297//b0156//b2557//b0042//b1790//b3831//b2085//b4150//b1743//b0341//b1199//b4117//b3794//b4457//b0799//b2085//b4062//b1409//b4289//b0820//b3927//b0334//b3507//b1164//b3516//b1386//b1199//b2539//b3564//b1669//b2758//
CytR	b4037//b2755//b4062//b3518//b3750//b4249//b3702//b3774//b1679//b1333//b2487//b2783//b4475//
Dan	b1589//b2155//b2927//b2097//
DcuR	b3773//b2540//b3428//b1973//b1262//b3214//b1920//b1880//b4133//
DeoR	b4673//b0811//b1006//b1101//b2553//b3012//
DhaR	b1393//b0887//b1939//b2215//
DicA	b1901//b0123//b3116//b0198//b0936//b2905//b0756//b3744//
DinJ-YafQ	b3613//b1717//b2150//
DnaA	b4392//b0403//b3133//b4323//b1092//b2105//b0156//b2308//b4139//b2213//b1483//b1781//
DpiA	b4382//b1904//b1892//b2316//b3547//b2721//b2754//b2222//b2926//b1396//b3959//
DsdC	b2235//b0588//b0618//
EbgR	b3501//b2937//
EnvR	b2663//b1948//
EnvY	b1562//b3185//
EvgA	b2570//b3164//b2085//b0864//b1113//b3868//b2893//b1797//b1791//b3236//b2697//b0156//b1379//b2729//b4115//b2212//b3183//b1389//b4086//
ExuR	b0595//b4324//b0777//b1888//b2203//b1008//b2150//b0090//b1518//
FabR	b1409//b1038//
FadR	b3613//b2009//b2604//b1718//b1222//b0977//b4238//b1782//b3128//b2206//b0762//b3359//b2731//b1658//b3113//b0344//b4702//b3012//b0687//b2821//b2490//b0929//b2201//
FeaR	b0855//b2722//
FhlA	b0974//b0071//b3125//b3431//b3565//b1780//b2674//b0486//b1006//b3600//b0786//b3605//b0382//b2283//b1733//b2168//b4355//b0396//b0233//b2488//b0061//b1926//b1041//b0303//b0978//b3961//b0936//b1987//b2542//b1259//
FlhDC	b3157//b4384//b1377//b1042//b3027//b0937//b0301//b0517//b0341//b4004//b1588//b4024//b2673//b1283//b0087//b0616//b1531//b1297//sroC//b1434//b1926//b2531//b3503//b0996//b0764//b1743//b0450//b2286//b3461//b2528//b3331//b1942//b1907//b0277//b4005//b2553//b2725//b2203//b0226//b0166//b0072//b3067//b0060//b2787//b3357//b0583//b1335//b3437//b0167//b4475//b0622//b0508//b1326//b2707//b3613//b2992//b0851//b1393//b1892//b4292//b2372//b4071//b1136//b4098//b2582//b2616//b4079//b0522//b2721//b0090//b0383//b0461//b0348//b4160//b4029//b2076//b2728//b2009//b2163//b0677//b1779//b1164//
FliZ	b1379//b0048//b2312//b0782//b3328//b1039//b1738//b3958//b0937//b2617//b1326//b3453//b0123//b3908//b2075//b1944//b4058//b0094//b3333//b2603//b1264//
FucR	b2756//b3432//b1043//b0508//b1300//b1129//b0041//
Fur	b2528//b3831//b2096//b2824//b4123//b2987//b0152//b2763//b4039//b0856//b2789//b0934//b1092//sroD//b4324//b0674//b1593//b2203//b1926//b3966//b3428//b0377//b4382//b4471//b3332//b1207//b1452//b2486//b0850//b4291//b0115//b2281//b0116//b1160//b2912//b2821//b2499//b3906//b0400//b2372//b2200//b4312//b1880//b3332//b4471//b1858//b3271//b4293//b0377//b3415//b0296//b1923//b3114//b3123//b0826//b0696//b2143//b3912//b0019//b3724//b2825//b3091//b0232//b1276//b0887//b1925//b2718//b1733//b2764//b1201//b0652//b1531//b0578//b3700//b3161//b2723//b4698//b4242//b2820//b0937//b0096//b1713//b3453//b3726//b0975//b2283//b3624//b1408//b3222//b0094//b1578//b2530//b1020//b4209//b2893//b1298//b4484//b2784//b0765//b2235//b0964//b3516//b0185//b2722//b4539//b3478//b1283//b0461//b0806//b3413//b4392//b2242//b3223//b1201//b1109//b2490//b2196//b1384//b0855//b1578//b3792//b3558//b1243//b0565//b3912//b4013//b0872//b3613//b1719//b0793//
GadE	b2492//b4280//b1913//b2079//b3057//b1198//b0854//b3927//b0572//b2482//b4086//b2841//b1784//b3183//b0083//b3021//b0338//b3744//b0758//b2684//b3140//b1072//b1518//b0895//b4073//b1719//b0072//b2542//b1707//
GadE-RcsB	b1925//b0591//b2990//b2240//b0197//b2342//b0578//b2572//b0435//
GadW	b2374//b1680//b0849//b0167//b4117//b0571//b1485//b0811//b0586//b4086//b4040//b1221//b1783//b3846//b3214//
GadX	b0873//b1499//b0755//b3958//b1384//b3093//b3324//b1569//b0293//b4443//b3184//b3724//b2379//b1512//b1783//b2078//b1859//b0430//b3450//b3403//b1101//b3066//b1264//b3092//b2820//b4311//b1819//b2937//b4396//
GalR	b0863//b3906//b0451//b1670//b3237//b3514//b2803//b2344//b0114//b1492//
GalS	b1947//b2077//b2476//b2631//b3601//b4396//b2198//b4435//b0389//b0864//
GatR	b3156//b4613//b3115//b1587//b3131//b2822//
GcvA	b1377//b0094//b0785//b1923//b3729//
GlcC	b4290//b1790//b0199//b0156//b3329//b4075//b0339//
GlpR	b1848//b0754//b1593//b2508//b0400//b1707//b1187//b1569//b2279//
GlrR	b4705//b3730//b0970//b0904//b2616//
GntR	b2801//b4002//b2484//b2737//b2207//b3707//b0315//b4013//b0335//b1285//b1305//b3907//
GutM	b1877//b4313//b0606//b3831//b3418//b3599//b3645//
GutR	b1136//b0293//b3013//b1947//b2392//b4079//b3941//
HU	b3605//b4323//b4094//b3507//b2712//b3067//b1323//b1221//b0652//
HcaR	b0161//b2308//b0178//b3860//b0185//b1590//
HdfR	b1949//b0896//b0697//b3329//b4322//
HigA	b1262//b2942//
HigB-HigA	b0428//b0301//
HipAB	b0730//b2508//b2713//b0041//b0862//
HipB	b1071//b4705//b1260//b4003//b1877//b0721//
HyfR	b0774//b1954//b0432//b1650//b1860//b3514//b1650//b2600//b0781//b1784//b1679//b2278//
HypT	b1797//b3416//b0044//b3583//b3790//b4475//b3869//b2308//b4089//b0708//b3863//b1922//b2709//
IclR	b1587//b0851//b2800//b2994//
IdnR	b3168//b0605//b2499//b1530//b2630//b1597//b4087//
IlvY	b1733//b2661//
IscR	b2222//b0839//b2706//b1939//efeU_2//b2987//b2283//b1591//b0207//b1160//b1199//b0698//b2784//b3131//b2491//b3958//b0343//b1891//b1860//b2287//b0032//b3037//b1747//b1397//b3065//b4400//b3829//b4027//b0090//b1497//b0151//b2975//
KdgR	b3452//b4444//
KdpE	b1784//b4004//b4481//b4063//
LacI	b2379//b0685//b1890//
LeuO	b0019//b0073//b4266//b1129//b1914//b1184//b2282//b2572//b2818//b0826//b1441//b0044//b0604//b1718//b3511//b0523//b3577//b3418//b1486//b4417//
LexA	b3924//b2995//b1430//b3126//b2310//b4006//b1589//b4443//b4400//b2222//b2720//b2201//b0826//b4254//b3688//b0294//b0697//b3113//b4662//b0592//b4192//b2789//b1656//b3569//b2937//b4384//b0728//b1024//b4366//b4376//b1513//b1669//b2754//b3922//b2341//b1850//b4324//b4238//b0041//b4397//b3037//b3961//b3624//b0887//b0721//b1498//b3135//b0734//sroD//b1391//b1518//b3134//b1925//b0115//b2282//b0384//b2713//b2212//b2507//
LldR	b4154//b2707//b3938//
LrhA	b3925//b3452//b1780//b4367//
LsrR	b4196//b3131//b0605//b2993//b1276//b1744//b2200//b2704//b2406//
LysR	b3789//b1805//
MalI	b3117//b3066//b3579//
MalT	b1334//b1669//b2540//b1878//b1587//b1261//b1658//b1564//b0839//b2552//
MarA	b2665//b2916//b0151//b3709//b0392//b0035//b1263//b1395//b3190//b2604//b1410//b2703//b4443//b4260//b1304//b0653//b0031//b2481//b4013//b0403//b1907//b4439//b4321//b0451//b1475//b1784//b3138//b0154//b3940//b1588//b4522//b4289//b1288//b2662//b4323//b0602//b3359//b1166//
MarR	b2820//b3170//b0655//
MatA	b0604//b3741//b4396//b0064//b3491//b3502//b1704//b3774//
MazE	b4087//b0904//b1039//
MazE-MazF	b1006//b2979//b3724//
McbR	b2464//b2685//b3845//b0851//
MelR	b1892//b3751//b2085//
MetJ	b0862//b1298//b1540//b3008//b4279//b4132//b2601//b1394//b2486//b0681//b4365//b1671//b0615//b4457//b2289//
MetR	b4366//b1243//b3565//b3224//b0515//
MhpR	b2207//b2060//b4396//b4177//b0936//b0505//
Mlc	b3925//b3502//b1719//b0795//b0585//b1302//b1263//b2198//b1850//b4240//
MlrA	b1021//b2427//b3330//b1262//b0225//b3708//b4073//b3958//b0862//b0397//
MngR	b0722//b4313//b0041//
MntR	b1575//b2282//b3869//b1620//b1880//
ModE	b3077//b0964//b0040//b4357//b3135//b3729//b3922//b0584//b2912//b4268//b2279//b2709//b1519//b0819//b1040//b1608//b2094//b0032//b3132//b2601//b1674//b3476//b2912//b0162//b3062//b1440//b2311//b3912//b2573//b4313//b3725//b2241//b0062//b1013//b1951//b3124//b1486//b0089//b0069//b2487//b1483//b1732//b0860//b3071//b0033//b2127//
MprA	b0708//b1706//b0977//b1252//b1071//b3908//
MqsA	b1532//b4400//b0839//b0849//b1390//b0995//b0352//b4118//
MraZ	b4249//b3479//b1651//b2779//b4705//b1682//b0903//b0936//b1719//b4034//b0504//b2996//b3511//b0399//b1498//b1943//b1010//
MtlR	b0523//b2582//b0732//
MurR	b1970//b3184//b2717//
Nac	b3869//b0071//b1062//b2538//b1199//b0578//b0313//b0958//b1589//b4312//b0517//b3328//b0505//b0429//b3829//phnE_2//b2838//b1593//b3359//b3190//b2893//
NadR	b1326//b2085//b1650//b4398//
NagC	b1728//b0826//b2540//b2979//b1516//b3476//b1079//b0729//b0889//b1079//b1589//b2750//b2060//b3903//b3140//b2994//b0093//b1109//b1680//b0590//b3222//b1943//b1858//b0795//b4323//b2481//b0688//b0341//b0970//b1761//b2489//b2617//b2571//b2822//b2789//b0439//b1671//
NanR	b1589//b4698//b3063//b1515//b1716//b0179//b1247//b1540//b3510//b2223//b2212//
NarL	b2788//b1011//b0123//b2530//b4312//b1485//b4673//b2699//b0439//b2709//b0794//b2741//b3132//b4088//b4074//b3615//b4522//b1536//b4139//b1073//b1333//b0038//b0330//b1263//b0162//b2323//b1922//sroA//b4393//b3566//b4279//b0083//b1672//b1444//b0484//b1593//b3506//b1303//b1009//b3940//b2487//b1597//b3403//b2601//b1227//b2306//b1950//b0342//b1415//b4618//b1540//b2234//b2551//b0583//b4133//b3727//b4444//b2758//b3940//b0301//b1010//b2684//b3213//b0934//b1973//b3332//b3724//b3506//b2223//b0348//b0093//b4471//b2557//b2375//b4088//b0783//b0197//b3421//b4102//b3923//b2507//b0593//b0819//b2150//b1409//b0819//b2839//b4100//b0592//b4290//b0063//b0936//b4043//b1407//b4313//b3510//b0785//b2763//b0397//b0615//b4027//b0586//b3688//b1492//b0090//b2058//b0089//b1081//b0511//b0400//b1676//b2306//b1748//b1486//b0514//b3785//b4702//b1187//b1226//b3707//b0403//b1300//b2234//
NarP	b2660//b4093//b2425//b0617//b1394//b1615//b1719//b1136//b4139//b2838//b1608//b4365//b3958//b0734//b3813//b1183//b0592//b0094//b4194//b0076//b4309//b0583//b2560//b0777//b4237//b1717//b4160//b0118//b1409//b4072//b2666//b2151//b3860//b0565//b3566//b4072//b2481//b1852//b3092//b1535//b3578//b2601//b2669//b4079//b0088//b1164//b0430//b4018//b1679//b2841//
NemR	b2150//b1681//b1257//
NhaR	b2063//b0779//b4310//b0786//b1013//b0377//b4093//
NikR	b0473//b1611//b3091//b1521//b0861//b3480//
NimR	b4525//b4383//
NorR	b1656//b1410//b3363//
NrdR	b1851//b0450//b0432//b4015//b2674//b0655//b4187//b1492//b4399//
