#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b3787//b4094//
AcrR	b1335//b3748//b1408//b2009//b0697//b3863//b4159//b2243//b2904//b1536//b3785//
Ada	b4100//b2663//b3441//b1608//
AdiY	b4417//b4154//b4159//b3449//b4092//b3326//b1857//b1263//
AgaR	b1579//b0461//b2313//b3364//b1702//b3133//b2366//b4265//b1762//b1858//b1480//
AidB	b2976//
AlaS	b0613//
AllR	b3726//b2423//b3114//b0571//b3959//b1761//b1016//b1781//b1747//
AllS	b2995//b3357//b0237//
AlsR	b2370//b1743//b0896//b2091//b1429//b1132//
AppY	b3094//b2195//b3136//b1333//b1040//b1826//b3927//b4002//b2364//b0151//
AraC	b0232//b4383//b2235//b2195//b0964//b2127//b0708//b2729//b2840//b1519//b0512//b2068//b2366//b1244//
ArgP	b1743//b2309//b3170//b2373//b0382//b0365//b0075//b1203//b4457//b4471//b0763//b2093//b0073//b4240//
ArgR	b2905//b4198//b1905//b2559//b1618//b3793//b1222//b4187//b3035//b1719//b2542//b0860//b1488//b0759//b4153//b0232//b1987//b0041//b3576//b2415//b3092//b3430//b0463//b3567//b2730//b3123//b2239//b2063//b1817//b4120//b1199//b0820//b0857//b3225//b2541//b3255//b1762//b4115//
ArsR	b4592//b2195//b4004//
AscG	b3569//b1077//b3800//b1670//b3416//
AsnC	b0841//b1199//b3256//b1160//
AtoC	b0042//b0841//b3927//b0237//
BaeR	b3270//b0684//b2838//b0082//b3125//b2091//b2731//b0384//
BasR	b2605//b0429//b3214//b3132//b0504//b1261//b0464//b3365//b2531//b3073//b2198//b1618//b0367//
BetI	b1515//b0331//sroC//b4124//
BirA	b4002//b3903//b0827//b4026//b1922//
BluR	b2213//b1011//b1683//b3773//
BolA	b4026//b2665//
CadC	b1377//b0507//b1655//
CaiF	b1707//b1301//b0722//b0512//b1536//b2977//b3938//b2169//b1259//b3512//
Cbl	b1848//b1386//b3575//b0431//b3912//b1669//b3645//b3037//b0585//
CdaR	b4313//b3092//b0937//b2537//b3432//b0857//b1716//b3063//b0333//b2979//
CecR	b2076//b2278//b3222//b2709//b0583//
ChbR	b1857//b1398//b1548//b3730//b0722//b4196//
ComR	b2808//
CpxR	b2370//b0377//b4095//b3868//b3528//b4268//b1023//b3604//b1399//b2489//b0809//b3134//b0463//b3269//b0460//b1166//b4266//b3476//b4120//b4074//b0794//b1805//b1497//b3863//b1334//b1080//b3035//b0937//b0431//b3583//b3066//b0728//b0464//b2718//b2206//b1589//b2837//b0516//b0928//b0571//b4122//b4004//b4400//b0060//b0852//b3869//b1187//b2060//b2060//b4241//b4159//b0296//b1297//b2938//b0069//b2427//b4396//b1905//b3063//b3744//b4240//b1385//b3707//b4040//b2997//b4131//b3222//b3513//b0116//b1130//
