#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b1761//b2841//
AcrR	b1485//b0076//b3905//b1393//b0041//b2604//b1713//b0750//b4313//b0087//b2316//
Ada	b2559//b2559//b0857//b1041//
AdiY	b2557//b0063//b1276//b1562//b0793//b3800//b2415//b1245//
AgaR	b0241//b1395//b1512//b1901//b3624//b1407//b1732//b2159//b3071//b3558//b2372//
AidB	b3326//
AlaS	b1796//
AllR	b2092//b0039//b1514//b3860//b1683//b4050//b0234//b2341//b0575//
AllS	b0653//b3135//cpxQ//
AlsR	b4354//b1004//b1256//b4105//sroD//b2572//
AppY	b0185//b3171//b4042//b1741//b0792//b3451//b3268//b3365//b1679//b2938//
AraC	b4309//b0428//b3859//b0071//b3169//b4177//b0759//b3237//b1511//b2107//b4347//b1379//b4435//b1634//
ArgP	b1900//b2464//b0980//b2808//b2582//b0221//b1493//b4087//b0759//b4154//b0890//b3503//b3503//b0473//
ArgR	b3451//b1130//b0315//b2151//b1322//b1618//b2718//b1061//b1390//phnE_2//b1782//b1410//b2484//b0586//b1327//b0774//b2665//b0676//b4117//b4104//b4670//b2993//b4059//b2673//b1036//b2237//b0431//b1304//b3515//b2285//b0572//b0606//b2722//b1109//b1674//b0584//b0724//b1900//
ArsR	b2197//b1486//b2706//
AscG	b0613//phnE_2//b1378//b0757//b2237//
AsnC	b1163//b2751//b1012//b4396//
AtoC	b1924//b2925//b3845//b4195//
BaeR	b0890//b3503//b2975//b2316//b1015//b0036//b1949//b3212//
BasR	b0997//b3514//b4290//b4522//b0034//b1902//b2541//b3846//b1166//b1077//b3271//b1719//b2370//
BetI	b0411//b3605//b1394//b4347//
BirA	b2674//b4044//b3967//b2127//b0150//
BluR	b0156//b0333//b1674//b3919//
BolA	b1684//b0756//
CadC	b4063//b0978//b3081//
CaiF	b4131//b2062//b0075//b4254//b1747//b0181//b1276//b0233//b2393//b0232//
Cbl	b2724//b4075//b0460//b0062//b1198//b3114//b3413//b2993//b0812//
CdaR	b0620//b0871//b0439//b1948//b0086//b3403//b4324//b1714//b0080//b3702//
CecR	b4033//b0231//b0977//b1481//b4192//
ChbR	b0727//b1024//b1287//b4260//b2208//b4015//
ComR	b2741//
CpxR	b2092//b0508//b4133//b0040//b4365//b1904//b1302//b4150//b2372//b1183//b2559//b1576//b2542//b0044//b1399//b4054//b0068//b1016//b2508//b3116//b2529//b1062//b1015//b1415//b1081//b3604//b0757//b0620//b1617//b3333//b2009//b3082//b3225//b2787//b0708//b2093//b1384//b4079//b3688//b2911//b3035//b1902//b3095//b2427//b4439//b3213//b3073//b2344//b4383//b2942//b3165//b3729//b4034//b3137//b0432//b0033//b2616//b2151//b2365//b2195//b3094//b3510//b1037//b1714//b3327//b0574//b2422//b3437//b0114//b0314//
