#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b1260//b3403//
AcrR	b3185//b0874//b3082//b3413//b0604//b4018//b1790//b2572//b2407//b2077//b4098//
Ada	b2288//b0950//b0335//b0594//
AdiY	b1618//b3958//b3502//b3922//b4019//b1924//b0826//b3013//
AgaR	b4577//b0685//b2538//b4266//b2341//b2374//b0451//b3507//b2923//b0392//b0978//
AidB	b1738//
AlaS	b1810//
AllR	b2151//b0020//b0411//b2741//b0342//b4293//b3221//b1877//b2808//
AllS	b0073//b4400//b3256//
AlsR	b4072//b0313//b0987//b1079//b0516//b4150//
AppY	b2149//b1475//b2470//b2802//b3576//b4673//b0460//b2665//b3787//b2470//
AraC	b0076//b0856//b1513//b4098//b1715//b0037//b0509//b1519//b0197//b3828//b2911//b1536//b3207//b1203//
ArgP	b0774//b3725//b1165//b2820//b2239//b3413//b4398//b2754//b0070//b3568//b0523//b1112//b2539//b0862//
ArgR	b4458//b0075//b2029//b4511//b4097//b4457//b2491//b1305//b0075//b3095//b1395//b2061//b4567//b1256//b2491//b2197//b3509//b2923//b4290//b2308//b2551//b2573//b0167//b1938//b3788//b2782//b0980//b1615//b0293//b4115//b3357//b3480//b4670//b0935//b0596//b2663//b4209//b3558//
ArsR	molR_1//b2725//b2572//
AscG	b3077//b0935//b3565//b3605//b1444//
AsnC	b0367//b4475//b0086//b2197//
AtoC	b3575//b1223//b1377//b2711//
BaeR	b3564//b1552//b3625//b1761//b1518//b1887//b1182//b2200//
BasR	b1851//b1536//b2092//b3021//b0294//b1377//b1878//b1408//b1914//b2279//b0751//b4036//b0976//
BetI	b2571//b3525//b0388//b0441//
BirA	b0076//b0042//b0997//b2631//b0225//
BluR	b4040//b3752//b3513//b3478//
BolA	b0785//b3026//
CadC	b3081//b1322//b2237//
CaiF	b1400//b4089//b3870//b0973//b2819//b2553//b1014//b0074//b0068//b1547//
