#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b3365//b1021//
AcrR	b4398//b0019//b2371//b1167//b4393//b1163//b2992//b1567//b4397//b1676//b4468//
Ada	b1387//b2194//b0035//b4098//
AdiY	b0377//b1941//b0731//b1679//b0179//b2152//b3912//b2721//
AgaR	b3223//b1888//b4670//b4030//b2760//b0198//b1621//b0874//b3749//b3063//b0583//
AidB	b1493//
AlaS	b3066//
AllR	b0805//b1925//b3335//b4088//b3357//b4036//b0385//b1669//b0585//
AllS	b1393//b0075//b2291//
AlsR	b0782//b1578//b0342//b1879//b4260//b1165//
AppY	b3184//b0116//b1165//b1398//b2800//b4539//b4062//b4034//b3021//b2721//
AraC	b4400//b3403//b1654//b0094//b1130//b0975//b3134//b2837//b1408//b4086//b3721//b2424//b1038//b2762//
ArgP	b4122//b0450//b2423//b0512//b1039//b1706//b3172//b1487//b1852//b3564//b0505//b2737//b3575//b1444//
ArgR	b4398//b4476//b3828//b2805//b3450//b4034//b1430//b0886//b4264//b4194//b0464//b4265//b2341//b1536//b4460//b4443//b1888//b0399//b0451//b3500//b2149//b4132//b2727//b1243//efeU_2//b2630//b4194//b1589//b4458//b1091//b0154//b4417//b3582//b0040//b2009//b2980//b4506//b3926//
ArsR	b1409//b0593//b0334//
AscG	b2992//b0683//b2751//b3365//b3577//
AsnC	b0522//b0852//b1221//b1593//
AtoC	b0751//b4095//b2195//b1306//
BaeR	b3366//b3073//b3094//b3326//b0929//b2895//b4002//b4058//
BasR	b4242//b1408//b0976//b3869//b3430//b3186//b0978//b4444//b2711//b0826//b2783//b1608//b3774//
BetI	b1092//b0857//b4124//b0031//
BirA	b2486//b0344//b1734//b2308//b1616//
BluR	b1738//b3224//b2507//b0777//
BolA	b4240//b1075//
CadC	b2530//b0431//b0841//
CaiF	b0864//b2942//b0820//b2531//b4460//b3476//b3083//b3057//b1651//b0697//
Cbl	b4467//b3727//b0572//b1075//b2662//b1791//b3118//b1430//b0751//
CdaR	b0654//b2465//b4266//b2231//b1926//b3327//b0779//b1712//b4309//b1301//
CecR	b0805//b3449//b0925//b1434//b4124//
ChbR	b0964//b0572//b0596//b0439//b2799//b0038//
ComR	b0676//
CpxR	b0793//b3600//b4241//b3510//b3449//b3082//b0225//b2198//b2741//b2557//b2905//b1943//b1074//b3476//b0091//b3726//b1857//b0512//b4577//b2288//b0336//b0880//b0751//b3236//b4177//b0277//b3924//b0782//b1741//b4384//b4637//b4670//b1852//b4468//b4014//b3026//b1483//b2741//b3426//b3773//b3188//b2278//b3161//b1163//b1226//b3171//b3331//b1715//b1676//b1576//b0730//b3081//b2425//b4187//b0441//b3222//b1706//b2406//b3567//b4006//b2484//b3190//b1131//b1718//b3926//b0450//b2715//b3926//b0759//b2964//
Cra	b0083//b4415//b2671//b2289//b1222//b4026//b2074//b1013//b0596//b2429//b1297//b2528//b3027//b0383//b1519//b0198//b1391//b0353//b2925//b3366//b1129//b2721//b2289//b2757//b2078//b0020//b4100//b2710//b4030//b1008//b0809//b1389//sroC//b4198//b2617//b3367//b1004//b3093//b4539//b1552//b1258//b1407//b3093//b0083//b1576//b1860//b2709//b0779//b2077//b2763//b1246//b3723//b3510//b3082//b1540//b2730//b0996//b2600//b3114//b1500//b0652//b0785//b1938//b0799//b0334//b0806//b1265//b1857//b3255//b4444//b3813//b3518//b3066//b4268//b4393//b2805//b2288//b0653//b0777//
CreB	b0975//b1702//b1547//b2997//b4468//
CsgD	b4059//b2979//b1588//b2676//b3331//b4119//b3480//b0887//b0678//b1858//b1942//b0460//b0522//b1683//b2977//b3008//b0397//b3728//b0751//b2895//b3092//b0353//b2803//b0073//b3227//b0589//b0123//b0931//
CsiR	b4383//b2243//b1818//b4511//b2706//
CspA	b0430//b4435//
CueR	b0782//b3186//b1399//b2241//b3365//b4381//b3469//
CusR	b0383//b3708//b1398//b3022//b2803//b1010//b1480//b3925//b3213//b4439//b2603//b1941//
CynR	b3096//b3128//b4458//b0615//
CysB	b4475//b0231//b3139//b0486//b2838//b1939//b2207//b2788//b1735//b0095//b3271//b3451//b0067//b2406//b1791//b2552//b1819//b4383//b4513//b3926//b1780//b3934//b2728//b2313//b0799//b1101//b3605//b0429//b1861//b0573//b2499//b2992//
CytR	b3788//b0403//b0392//b0231//b0775//b2215//b4197//b0075//b4192//b0086//b3091//b2712//b2995//
Dan	b0484//b1942//b2203//b2367//
DcuR	b4095//b2148//b1656//b0221//b0152//b0232//b0035//b2241//b0880//
DeoR	b1569//b0729//b1507//b2344//b3125//b2373//
DhaR	b3184//b1761//b3135//b1221//
DicA	b3137//b2826//b1246//b3491//b2559//b2665//b1920//b3165//
DinJ-YafQ	b1010//b2500//b3966//
DnaA	b2489//b0841//b0616//b0779//b4117//b4393//b3431//b2996//b2580//b1518//b0620//b0304//
DpiA	b0683//b3926//b3171//b2202//b4139//b3961//b1384//b3726//b3564//b1682//b0485//
DsdC	b0072//b1131//b1860//
EbgR	b4192//b4355//
EnvR	b4384//b2415//
EnvY	b2156//b3569//
EvgA	b0226//b4312//b1747//b2756//b1484//b0614//b2801//b2787//b2323//b0048//b0486//b4209//b2905//b4105//b3742//b2235//b1091//b3624//b0062//
ExuR	b4194//b3904//b0996//b1043//b2779//b0351//b1227//b2316//b3574//
FabR	b0933//b3942//
FadR	b2582//b0594//b1036//b0151//b0951//b0225//b3117//b1669//b4289//b3702//b3135//b1926//b3036//b2713//b4287//b2781//b1442//b1507//b3518//b1083//b1082//b0860//b2369//
FeaR	b0293//b0777//
FhlA	b4267//b4151//b1221//b2281//b3255//b4484//b4074//b2540//b0886//b1011//b4040//b2560//b3430//b4260//b4290//b0083//b1878//b0507//b3615//b2323//b3357//b3813//b1276//b2424//b3774//b1321//b1728//b2754//b1877//b4613//
FlhDC	b0365//b1547//b3599//b0778//b3702//b4098//b2756//b2715//b3576//b1136//b0688//b0588//b4062//b2617//b0072//b1587//b0341//b1223//b1941//b4417//b3726//b0508//b0435//b0348//b3012//b3037//b4089//b0783//b3026//b4124//b0019//b3184//b0151//b3183//b0674//b0123//b0682//b2195//b2630//b2705//b1323//b2669//b1182//b0796//b1654//b2964//b2942//b2428//b3869//b0775//b1082//b0067//b1658//b4484//b2580//b4381//b3037//b3334//b0450//b2995//b3410//b2465//b1394//b0675//b3903//b1207//b3577//b4139//b2528//b3441//b1954//b0226//b3430//b3661//b0035//b1397//b1222//b1902//b1748//b0441//b4094//b2990//
FliZ	b2406//b3730//b1744//b3869//b0812//b3925//b1247//b0596//b0161//b4366//b4468//b4054//b0759//b0038//b0197//b1493//sroD//b0903//b2783//b4292//b2731//
FucR	b0674//b3168//b2465//b0343//b4098//b2601//b0652//
Fur	b2077//b2286//b0557//b0399//b4599//b0040//b2213//b3792//b2697//b1304//b1429//b4040//b3269//b3417//b2801//b0936//b0683//b3577//b1982//b3170//b4097//b1683//efeU_2//b1160//b1892//b1616//b3700//b2685//b1589//b0513//b3157//b2852//b1729//b2423//b2000//b3432//b2720//b3164//b2200//b0517//b0378//b3113//b2231//b3325//b1741//b3925//b3701//b4123//b0348//b0167//b0676//b1563//b3450//b0034//b4085//b1334//b1516//b1129//b2724//b4280//b4324//b3506//b1563//b0987//b3580//b4240//b2991//b2706//b0950//b2201//b3140//b3005//b1890//b2490//b0589//b1717//b3114//b2707//b2194//b3574//b0315//b3070//b4367//b1452//b4094//b0516//b1714//b2617//b3613//b2470//b2604//sroC//b3727//b3332//b4209//b2222//b0604//b4153//b1547//b4484//b0400//b1954//b4087//b1485//b2759//b0860//b3517//b1684//b1429//b0904//b2783//b1907//b0928//b4613//b0509//b1163//b0934//b1913//b1938//b0862//b2414//b3451//b0331//b0849//b1129//b0118//b0758//b2704//b2364//b3418//
GadE	b0854//b2671//b3131//b3113//b3363//b1716//b0677//b3612//b3012//b0161//b2156//b1430//b0231//b0732//b1400//b1859//b0759//b1511//b1617//b1265//b1300//b0587//b1277//b1387//b2673//b4506//b3960//b3332//b1203//
GadE-RcsB	b0754//b2913//b2699//b0687//b1079//b2720//b1536//b1507//b1443//
GadW	b0896//b2710//b4312//b1738//b0677//b2167//b3500//b2309//b1938//b0805//b3066//b4287//b2464//b1500//b3942//
GadX	b3508//b4035//b0571//b3461//b0617//b2009//b3863//b0697//b3357//b4698//b3730//b3451//b2756//b0233//b2752//b1578//b2731//b1821//b2499//b1946//b2306//b0063//b3828//b2151//b2486//b2781//b1575//b1821//b3071//
GalR	b1621//b2107//b2203//b3057//b3116//b4618//b3723//b3794//b0987//b2819//
GalS	b2375//b0523//b0378//b1040//b1562//b0153//b0750//b3908//b0461//b2149//
GatR	b4396//b1241//b3601//b3961//b4354//b2665//
GcvA	b2416//b3958//b3521//b3271//b1670//
GlcC	b4014//b1303//b3790//b4577//b2374//b0723//b0151//
GlpR	b1074//b0066//b1006//b0153//b0812//b3093//b0777//b4444//b0595//
GlrR	b2169//b3364//b2800//b2392//b1536//
GntR	b4444//b0731//b2284//b2603//b3416//b0293//b2712//b0570//b2926//b4268//b4267//b0033//
GutM	b0605//b4104//b1223//b2661//b1888//b3724//b2551//
GutR	b2980//b3441//b3525//b3115//b3521//b4267//b0398//
HU	b4093//b1487//b0590//b3006//b3579//b0035//b0594//b0093//b0565//
HcaR	b0852//b2572//b0925//b0341//b1277//b1226//
HdfR	b2782//b3743//b1851//b2684//b4119//
HigA	b2801//b1670//
HigB-HigA	b3270//b1200//
HipAB	b3324//b2980//b2077//b2105//b4539//
HipB	b0781//b0123//b1304//b0777//b2839//b0115//
HyfR	b1498//b3214//b1475//b3728//b1501//b4062//b3748//b0683//b1945//b1243//b4093//b1074//
HypT	b4028//b0895//b1245//b3027//b0037//b1729//b1080//b1949//b3511//b2838//b4309//b0095//b0113//
IclR	b0314//b0896//b3225//b4460//
