#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b1321//b3165//
AcrR	b0596//b4238//b0903//b2370//b2342//b2705//b0681//b1568//b1925//b1569//b0892//
Ada	b0679//b3172//b1011//b2720//
AdiY	b0352//b3426//b2215//b2665//b2542//b0522//b3508//b4242//
AgaR	b2838//b0462//b1907//b2341//b3185//b3786//b3558//b3702//b0793//b3426//b3723//
AidB	b1514//
AlaS	b1283//
AllR	b1540//b1486//b0036//b1609//b3661//b0970//b2528//b2204//b0857//
AllS	b4445//b4120//b1303//
AlsR	b1907//b0293//b0764//b0234//b0925//b1937//
AppY	b4254//b3957//b2705//b4118//b3688//b1821//b3604//b1970//b3061//sroD//
AraC	b2996//b1540//b4311//b1623//b0596//b0998//b2094//b2365//b3728//b4443//b2143//b0810//b0597//b4087//
ArgP	b0486//b4249//b2938//b1623//b2231//b1440//b1781//b3165//b0114//b2207//b0429//b1389//b3800//b1616//
ArgR	b1482//b1486//b3721//b1954//b2199//sroD//b3860//b0775//yegZ//b0091//b0728//b2600//b2168//b4089//b1521//b4014//b3934//b4006//b0043//b1102//b1948//b0890//b3956//b1004//b3863//b4195//b1237//b3613//b1562//b3680//b1670//b0035//b3624//b0156//b4313//b1043//b2729//b0684//
ArsR	b0684//b1500//b1377//
AscG	b1548//b0060//b4511//b2800//b1257//
AsnC	b4013//b0460//b3476//b1333//
AtoC	b2926//b3431//b2092//b3035//
BaeR	b2427//b1904//b4280//b4431//b2997//b1676//b0676//b0872//
BasR	b0240//b1611//b4522//b0199//b4322//b2904//b0594//b2077//b2703//b1676//b2311//b2540//b4039//
BetI	b0341//b0675//b3479//b0987//
BirA	b2964//b2406//b4039//b2669//b2799//
BluR	b0794//b2379//b3790//b2705//
BolA	b0722//b2529//
CadC	b2281//b3513//b4506//
CaiF	b0857//b3751//b1039//b4152//b1288//b1790//b2167//b4367//b1398//b0087//
Cbl	b0240//b3506//b0339//b2490//b0851//b2719//b1517//b2308//b4096//
CdaR	b3113//b0889//b2783//b2905//b3222//b1444//b0853//b1500//b0207//b1717//
CecR	b2280//b3116//b1621//b3115//b2085//
ChbR	b0341//b1287//b0682//b4092//b1101//b0522//
ComR	b1305//
CpxR	b4451//b3437//b0153//b1942//b3495//b3452//b0020//b0039//b0754//b3956//b4132//b0570//b2755//b0758//b0754//b0233//b1540//b1396//b0439//b0732//b0226//b0974//b2912//b2802//b4539//b2600//b4070//b1303//b4096//b0221//b1481//b0064//b0232//b4702//b3026//b2344//b1061//b3908//b1302//b3415//b3958//b3060//b3729//b4399//b1326//b2235//b0998//b1973//b1392//b1810//b4138//b4290//b2481//b2669//b0038//b2127//b2487//b2344//b4096//b0514//b4094//b1552//b4599//b2718//b0388//b4037//b1741//b1819//b4618//b1277//
Cra	b0343//b0116//b1611//b1587//b2660//b0681//b0523//b1430//b0388//b4036//b0367//b3743//b0349//b2720//b4484//b1167//b0382//b0475//b2414//b4444//b3725//b2895//b2429//b1441//b1590//b3223//b0294//b2718//b0727//b1307//b0522//b3938//b1733//b3269//b0341//b0092//b4132//b1201//b1654//b1307//b3441//b4392//b1497//b0462//b1620//b3507//b1791//b0997//b2491//b0378//b2310//b0096//b2540//b0759//b4392//b3507//b3186//b2375//b0185//b1482//b3133//b0095//b0583//b0044//b3333//b0070//b3035//b1183//b3925//b2823//b4062//b4415//b0061//b0092//b0578//b4539//b4438//b0080//b1925//
CreB	b3137//b2148//b2393//b0083//b2705//
CsgD	b3170//b1062//b1308//b0854//b0304//b3123//b3366//b0697//b2280//b2029//b3957//b0698//b0597//b0349//b1947//b2991//b2388//b0890//b3708//b1982//b2489//b2093//b2424//b3940//b3170//b1925//b3461//b4523//
CsiR	b1039//b3410//b2802//b3906//b1954//
CspA	b4467//b2059//
CueR	b1073//b0161//b1616//b0384//b2557//b2240//b3025//
CusR	b1163//b2208//b1649//b2779//b0784//b1452//b4094//b3114//b4106//b0311//b4637//b3167//
CynR	b2316//b0439//b1914//b0178//
CysB	b2092//b2151//b2490//b0389//b1298//b1306//b2722//b3365//b1568//b1922//b1200//b3957//b1576//b1297//b2416//b0315//b3574//b3331//b3725//b0997//b0819//b1945//b3157//b0727//b2713//b0083//b0573//b2787//b2196//b2276//b3165//b4036//
CytR	b0724//b3255//b3237//b3335//b0851//b4026//b1857//b1938//b0032//b4139//b0864//b4523//b2938//
Dan	b2603//b1564//b1578//b1877//
DcuR	b3256//b0783//b0873//b0809//b0334//b1387//b3118//b3506//b2373//
DeoR	b3508//b1732//b1487//b4092//b0473//b1879//
DhaR	b3607//b3904//b2684//b1223//
DicA	b1741//b2893//b0811//b3742//b2366//b2365//b0296//b1101//
DinJ-YafQ	b3123//b3925//b1940//
DnaA	b1890//b0063//b0511//b1826//b1256//b3410//b4475//b2236//b4132//b1276//b2372//b2721//
DpiA	b4506//b3509//b3813//b0755//b0225//b2286//b4260//b0565//b2483//b2202//b3184//
DsdC	b3116//b2373//b2925//
EbgR	b1003//b0730//
EnvR	b1779//b4254//
EnvY	b1948//b4088//
EvgA	b2416//b0063//b3060//b0334//b1222//b1846//b1130//b3787//b4438//b4366//b2553//b3859//b4101//b0856//b1944//b4013//b2702//b2708//b2801//
ExuR	b1400//b2197//b0856//b3599//b3357//b4618//b4323//b3255//b4016//
FabR	b1712//b4088//
FadR	b4355//b2996//b1071//b1851//b4195//b2240//b2222//b3236//b1684//b3123//b2310//b0733//b2490//b1634//b1734//b1937//b3221//b0339//b0096//b1858//b0854//b2711//b2799//
FeaR	b4241//b4029//
FhlA	b3063//b0070//b2707//b0075//b1859//b0398//b2276//b1011//b0429//b0806//b3751//b0617//b2428//b3774//b3223//b3096//b1389//b4673//b1852//b1655//b3359//b1167//b0891//b2722//b2000//b3624//b2671//b1040//b2529//b0723//
FlhDC	b3161//b0037//b3062//b1651//b0570//b3547//b0367//b0340//b2417//b1306//b1307//b1617//b1075//b1923//b4241//b1075//b1377//b0687//b0484//b3166//b1704//b1395//b0062//b3789//b0334//b2571//b0896//b2200//b0698//gadF//b4198//b3131//b2059//b1733//b2551//b0880//b0350//b3413//b1023//b1611//b1779//b4279//b4151//b3409//b1285//b0697//b4408//b0655//b0197//b1848//b3123//b2167//b1037//b0587//b1183//b2236//b3752//b0874//b0231//b1386//b0857//b1552//b0076//b1597//b2977//b4120//b4673//b1618//b1826//b3123//b2429//b4443//b4032//b1277//b2911//b0031//b0904//b2221//b1136//b2060//b0572//b0293//
