#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b4476//b1615//
AcrR	b4192//b3269//b3359//b3615//b0570//b1014//b0976//b2313//b3565//b0114//b2943//
Ada	b2464//b1623//b0123//b0341//
AdiY	b3580//b1080//b4151//b2819//b4324//b2487//b0596//b0786//
AgaR	b4280//b3582//b1394//b4411//b1335//b1656//b3038//b0062//b2726//b1501//b0892//
AidB	sroD//
AlaS	b4119//
AllR	b1888//b2291//b0615//b4034//b1790//b2529//b1743//b1497//b2923//
AllS	b2284//b2424//b2570//
AlsR	b2685//b1821//b4476//b4237//b0592//b3860//
AppY	b0041//b3227//b3124//b1160//b3790//b3067//b2754//b0431//b0378//b1481//
AraC	b2423//b1305//b0067//b1714//b3605//b0951//b2531//b3363//b1395//b3357//b2364//b0622//b2713//b0584//
ArgP	b3367//b3123//b3013//b0036//b0784//b3790//b1940//b0166//b1681//b1482//b3582//b0873//b0048//b2559//
ArgR	b4102//b1681//b0873//b1393//b4238//b2167//b1391//b3190//b4347//b4074//b1921//b1497//b4435//b0564//b0348//b2819//b3956//b3186//b2762//b2204//b3501//b3096//b1444//b2489//b3073//b2731//b4415//b4310//b3925//b3512//b0398//b1397//b4347//b4094//b2839//b2838//b2757//b1569//
ArsR	b2286//b4043//b0987//
AscG	b1429//b0513//b4099//b2198//b0179//
AsnC	b1621//b4288//b3236//b3723//
AtoC	b0575//b1132//b3006//b2143//
BaeR	b2820//b2724//b1861//b4662//b4618//b2704//b3615//b1588//
BasR	b0399//b0036//b4242//b0793//b3061//b0754//b0207//b1888//b0763//b4152//b1907//b3701//b1444//
BetI	b1782//b1305//b1016//b0683//
BirA	b1622//b1092//b1164//b3156//b0751//
BluR	b2825//b1890//b1679//b1430//
BolA	b3870//b3508//
CadC	b0084//b1706//b3959//
CaiF	b2731//b0398//b2558//b2582//b4460//b2601//b3601//b1719//b0296//b4451//
Cbl	b2237//b0827//b1717//b0623//b3966//b3744//b3426//b3073//b0048//
CdaR	b2277//b1013//b1540//b2752//b1732//b0041//b1513//b2784//b2282//b1745//
CecR	b2712//b2078//b3006//b2788//b1748//
ChbR	b1597//b4153//b2476//b1781//b2904//b0461//
ComR	b0860//
CpxR	b3190//b1184//b0972//b1485//b2675//b0428//b0584//b1507//b0589//b1743//b1676//b3580//b1074//b3005//b1227//b2484//b4673//b0082//b2078//b4063//b0734//b4027//b0681//b3491//b0432//b1921//b2996//b3430//b1970//b0584//b2551//b1198//b3748//b1987//b3956//b2407//b0043//b2367//b3070//b2557//b3645//b2204//b0597//b3680//b1227//b4054//b4398//b4002//b0973//b2788//b0891//b3495//b1379//b4085//b3270//b4035//b2661//b2712//b1307//b0973//b4662//b3139//b3368//b1011//b3938//sroD//b2987//b1616//b0162//b0727//
Cra	b1434//b2698//b2374//b0839//b3790//b2407//b3071//b3925//b0774//b0674//b3688//b1082//b2407//b3418//b3506//b0513//b1674//b4288//b1658//b2709//b3600//b1891//b3547//b0403//b3469//b4032//b1547//b0596//b0063//b2388//b2482//b3452//b0522//b3581//b3477//b4467//b2754//b2800//b4139//b1415//b4032//b1245//b2416//b2991//b2422//b0934//b4249//b0776//b1818//b2801//b0980//b1377//b1444//b0040//b2425//b2663//b1670//b1244//b3441//b1070//b1713//b0604//b3789//b2155//b2723//b0978//b0114//b4030//b4293//b3126//b3495//b1656//b2573//b2150//b2197//b1563//b2726//b3065//b2927//
CreB	b1245//b3907//b0350//b0811//b3579//
CsgD	b1308//b0615//b1394//b3141//b0841//b2234//b3860//b1779//b0880//b1246//b2237//b2224//b0726//b4567//b1608//b4292//b4670//b1717//b3113//b0894//b2058//b1861//b1011//b1900//b2630//b2715//b3790//b2341//
CsiR	b4100//b0504//b1396//b3514//b2704//
CspA	b0116//b4539//
CueR	b2631//b0809//b1167//b2687//b1024//b2754//b3724//
CusR	b4104//b1244//b4124//b0654//b3012//b0972//b1276//b0854//b3012//b1552//b4381//b3578//
CynR	b0151//b1620//b0681//b0294//
CysB	b3912//b3268//b3116//b0447//b3514//b1166//b1184//b3926//b1109//b2573//b0886//b2085//b3329//b3939//b0241//b3911//b2669//b1283//b2285//b2240//b0062//b0679//b0785//b0675//b2507//b0312//b3183//b0925//b3571//b3421//b1684//b0390//
CytR	b4357//b0998//b1004//b4027//b3449//b3334//b2205//b2143//b3565//b2557//b0972//b1810//b0583//
Dan	b1040//b2237//b0513//b1037//
DcuR	b0462//b1564//b0067//b4238//b3329//b0073//b2781//b0852//b1009//
DeoR	b2725//b1649//b0382//b0081//b3680//b4195//
DhaR	b2980//b3601//b3096//b3501//
DicA	b2570//b0812//b0475//b2195//b4050//b3599//b1548//b2017//
DinJ-YafQ	b3070//b1244//b3725//
DnaA	b1579//b1562//b3070//b4311//b0964//b3161//b3268//b1398//b0654//b1681//b1072//b3925//
DpiA	b0972//b1296//b3168//b1938//b2617//b1733//b1386//b3013//b1819//b3450//b4443//
DsdC	b2062//b2570//b4035//
EbgR	b3708//b1164//
EnvR	b3916//b0679//
EnvY	b0034//b1920//
EvgA	b1500//b2926//b0090//b3859//b1222//b2852//b0296//b1818//b1861//b1012//b1762//b4397//b3076//b1485//b0517//b4233//b1716//b2241//b0792//
ExuR	b0937//b2163//b2096//b3441//b0296//b4025//b0590//b0116//b2429//
FabR	b0036//b1781//
FadR	b0315//b1078//b2508//b0652//b2156//b2821//b2716//b2706//b3184//b3748//b3579//b4376//b3575//b1904//b1167//b0273//b2993//b2307//b0399//b2148//b4094//b1564//b3095//
FeaR	b2500//b2370//
