#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b2560//b1579//
AcrR	b3169//b0755//b1411//b1620//b1326//b3212//b0765//b3255//b0682//b1101//b1397//
Ada	b1009//b4264//b1407//b3364//
AdiY	b3140//b2424//b2661//b1507//b2368//b4280//b0557//b2091//
AgaR	b1973//b1621//b2009//b3431//b2422//b1564//b1826//b4366//b1901//b1547//b1252//
AidB	b1878//
AlaS	b0674//
AllR	b1323//b0855//b1670//b1283//b4058//b3513//b3624//b3521//b3006//
AllS	b1183//b2310//b2557//
AlsR	b2708//b1042//b2762//b2530//gadF//b3324//
AppY	b3115//b0850//b1306//b3491//b1062//b4006//b2541//b1713//b2200//b0950//
AraC	b2825//b3859//b1634//b1430//b2839//b0118//b1399//b3511//b0796//b2288//b4484//b2148//b3709//b1654//
ArgP	b1042//b0614//b1277//b3791//b2552//b3515//b3748//b3904//b2428//b4670//b2710//b1783//b2756//b0450//
ArgR	b3021//b1004//b2942//b3957//b1507//b4043//b0428//b3625//b3567//b2097//b2840//b3022//b4042//b0571//cpxQ//b3600//b1577//b4124//b1307//b4292//b4324//b1744//b1973//b2717//b1672//b1877//b3500//b2912//b4088//b2379//b1734//b1681//b0513//b1878//b2231//b3186//b1950//b0221//
ArsR	b2788//b4438//b0411//
AscG	b0928//b3451//b3831//b2760//b1006//
AsnC	b1516//b1261//b0757//b2009//
AtoC	b1923//b3428//b0687//b4523//
BaeR	b1500//b0696//b1073//b2107//b3577//b3728//b4249//b0574//
BasR	b1410//b4092//b4092//b4123//b0934//b1038//b0578//b3139//b3927//b1947//b2079//b1132//b1498//
BetI	b1452//b4289//b2759//b2923//
BirA	b3966//b3789//b3925//b3184//b4016//
BluR	b2582//b1913//b1012//b3167//
BolA	b3169//b1480//
CadC	b3615//b3060//b3450//
CaiF	b2754//b2741//b1593//b3478//b0293//b4120//b1326//b3724//b4239//b4381//
Cbl	b0337//b3831//b0092//b4702//b1714//b1130//b1136//b0118//b1394//
CdaR	b2488//b3255//b2913//b1075//b0118//b1499//b2574//b1285//b0154//b2529//
CecR	b4197//b2000//b4698//b3748//b4237//
ChbR	b0508//b0031//b2542//b4076//b1670//b1900//
ComR	b2752//
CpxR	b0849//b1521//b0557//b4237//b1938//b1805//b2799//b0595//b2074//b0894//b4016//b4092//b1716//b3366//b3577//b1452//b0038//b3421//b4279//b1263//b0606//b0762//b2029//b1071//b3813//b2822//b3269//b3060//b3957//b2728//b3432//b3450//b0150//b1970//b4238//b4042//b0863//b1568//b0035//b1745//b1944//b3476//b2406//b1741//b3581//b1384//b3166//b0903//b3615//b1409//b4267//b1593//b0273//b4698//b0237//b1669//b3926//b4702//b0894//b3709//b3958//b3940//b0688//b4476//b0796//b2063//b2822//b2760//b2727//b0221//
Cra	b2893//b4197//b1475//b3615//b1093//b1618//b4133//b1004//b0019//b4105//b1288//b0344//b0602//b1024//b0463//b0044//b1394//b0441//b4365//b1552//b1022//sroC//b2542//b4016//b0484//b3911//b1569//b0894//b0516//b1307//b0020//b1947//b3724//b1818//b0511//b0366//b1484//b0721//b3067//b1737//b0063//b0350//b0341//b3368//b1860//b3507//b3329//b1265//b2476//b0687//b4054//b1327//b1480//b0331//b0241//b2206//b1590//b0074//b1166//b2416//b1889//b4032//b0763//b4032//b3575//b0179//b0365//b0841//b3449//b0086//b3357//b1321//b2913//b2926//b2540//b0616//b3076//b2291//b0347//
CreB	b4398//b0950//b4267//b1888//b3751//
