#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b2528//b3578//
AcrR	b3113//b3013//b2727//b2913//b1890//b1568//b0613//b1483//b0382//b2424//b0755//
Ada	b1007//b3794//b3725//b0167//
AdiY	b3469//b2316//b4354//b2912//b4366//b1298//b0851//b3428//
AgaR	b2415//b2372//b2243//b2530//b3367//b1132//b1476//b2925//b0945//b0872//b0093//
AidB	b2705//
AlaS	b4076//
AllR	b0347//b0073//b4484//b4151//b2819//b1482//b1452//b2820//b3749//
AllS	b0036//b1480//b1499//
AlsR	b0615//b0565//b0622//b4192//b2825//b0889//
AppY	b3788//b3126//b1482//b2685//b3416//b3186//b0762//b3141//b0759//b2943//
AraC	b1299//b1744//b0153//b1006//b3062//b2168//b0430//b2662//b1243//b2085//b0674//b1608//b0080//b2531//
ArgP	b2750//b1256//b2538//b1221//b0197//b3702//b1023//b4458//b3479//b1734//b1937//b4123//b2788//b3613//
ArgR	b2464//b0775//b0067//b2671//b0473//b1486//b2925//b2285//b1132//b2716//b2414//b2306//b1241//b2222//b2719//b0273//b2388//b0513//b2276//b3113//b1024//b3060//b4139//b1567//b0751//b3961//b0827//b0995//b1650//b0523//b3268//b2662//b1674//b3813//b0353//b1039//b2763//b2800//
ArsR	b0995//b1113//b2074//
AscG	b3476//b3666//b1567//b0973//b2009//
AsnC	b0995//b0570//b2603//b2661//
AtoC	b2737//b0069//b3580//b3161//
BaeR	b3800//b2000//b2476//b1327//b1244//b4120//b0782//b0085//
BasR	b0091//b0273//b4100//b0792//b4444//b2279//b1409//b3615//b1225//b2488//b3366//b1516//b0090//
BetI	b0592//b0082//b0123//b0071//
BirA	b1113//b4138//b3600//b0731//b2476//
BluR	b0344//b0399//b1846//b3582//
BolA	b1535//b1922//
CadC	b4396//b4438//b1611//
CaiF	b1492//b4037//b1719//b0334//b4042//b0451//b4384//b3366//b0602//b1879//
Cbl	b1165//b3958//b1070//b0115//b0597//b3742//b3116//b3469//b0857//
CdaR	b1037//b0653//b3925//b4073//b1308//b0853//b2839//b1747//b2571//b0925//
CecR	b0872//b3170//b1013//b2710//b4099//
ChbR	b0617//b3790//b3167//b0827//b1487//b0708//
ComR	b4079//
CpxR	b3255//b3727//b2470//b1623//b0606//b3005//b3161//b0464//b4037//b0594//b2997//cpxQ//b2221//b1308//b3325//b4384//b1676//b1497//b1536//b1609//b4005//b0400//b2710//b1702//b1257//b3366//b1075//b1852//b4613//b3912//b2528//b4476//b1043//b2781//b3005//b1288//b4471//b1888//b3688//b0088//b4311//b0522//b1415//b0031//b3095//b3363//b4102//b0795//b1091//b2702//b0903//b1483//b0936//b1877//b0622//b2579//b1791//sroD//b2282//b2839//b3903//b0367//b0450//b0366//b0654//b3868//b3785//b1706//b0039//b0512//
Cra	b0019//b2374//b0507//b4392//b1860//b4063//b3495//sroA//b2674//b2538//b1078//b4484//b3164//b2541//b0597//b2058//b4002//b3942//b0225//b3334//b1715//b3328//b1729//b3137//b3511//b3908//b2205//b1609//b1485//b0151//b2407//b1519//b0226//b3026//b1006//b1385//b2912//b1081//b1702//b0343//b3828//b2093//b0315//b2538//b2092//b4090//b4637//b0221//b3753//b1093//b2167//b2091//b2323//b1452//b3083//b2708//b0697//b0508//b2231//b3037//b1079//b1081//b2839//b2993//b4366//b2538//b2542//b1040//b1826//b1941//b1852//b3722//b1409//b2223//b3011//b3791//b0727//b2727//b1609//
CreB	b3547//b3365//b3410//b2540//b2291//
CsgD	b0084//b0819//b1379//b2804//b4019//b3126//b2163//b2852//b1517//b4016//b3329//b1276//b0383//b4254//b4322//b1888//b1326//b0974//b0084//b0304//b0080//b0681//b1074//b3614//b2665//b1307//b3923//b1913//
CsiR	b2709//b2092//b4438//b0067//b4264//
CspA	b3607//b3429//
CueR	b3184//b1744//b4567//b0368//b3005//b0820//b2760//
CusR	b1516//b0066//b0344//b2895//b1160//b1501//b0095//b1296//b3118//b0152//b3413//b1676//
CynR	b4237//b2241//b2805//b1671//
CysB	b4539//b3271//b4264//b3114//b0513//b2697//b0180//b3223//b0075//b3061//b0241//b0776//b0198//b1848//b3127//b3363//b2323//b2805//b4072//b3417//b3185//b1939//b2487//b2706//b1040//b0523//b0068//b0678//b0734//b0511//b4702//b1486//
CytR	b2279//b2616//b1387//b2732//b3363//b0602//b3011//b0034//b2212//b1306//b3415//b1493//b1783//
Dan	b4445//b0979//b1902//b1590//
DcuR	b2699//b3408//b1564//b4013//b2074//b0809//b4239//b0571//b2156//
DeoR	b0698//b2306//b1944//b3330//b1440//b2837//
DhaR	b0594//b0937//b2150//b3800//
DicA	b0383//b3011//b0731//b3481//b1508//b2788//b3326//b4195//
DinJ-YafQ	b2148//b4075//b3073//
DnaA	b1475//b4357//b4016//b0092//b2148//b2942//b4118//b1484//b3060//b0786//b2720//b2818//
DpiA	b1682//b1797//b0400//b2980//b3329//b3410//b0781//b2500//b1923//b2373//b0167//
DsdC	b1948//b3791//b0080//
EbgR	b3329//b1673//
EnvR	b4153//b2697//
EnvY	b1244//b1880//
EvgA	b3141//b3749//b1302//b4439//b1519//b2800//b1926//b0333//b0388//b3571//b2604//b1136//b1947//b2366//b4240//b4075//b3748//b0081//b0039//
ExuR	b2281//b1299//b1618//b3625//b3036//b2801//b0378//b0094//b0071//
FabR	b1395//b3907//
FadR	b2204//b4062//b3366//b2241//b3904//b3332//b1377//b3324//b1950//b3071//b1732//b2106//b2697//b2206//b4018//b2373//b0935//b0936//b1207//b3923//b3365//b0088//b3428//
FeaR	b1378//cpxQ//
FhlA	b2601//b2424//b3408//b1744//b3514//b4033//b2195//b2980//b4310//b2150//b4105//b4032//b4159//b0083//b0429//b0331//b1480//b3480//b0207//b0365//b1452//b0330//b0779//b2715//b3065//b0584//b0473//b3509//b4095//b1397//
FlhDC	b4599//b0887//b2223//b0979//b4015//b1512//b2092//b2323//b3327//b3268//b0094//b1907//b2059//b2427//gadF//b4280//b4399//b0892//b1277//b1252//b1552//b2600//b2822//b3742//b0020//b2991//b3784//b0293//b0570//b1488//b4347//b3923//b2061//b2762//b4249//b2323//b0820//b1300//b0338//b4193//b4151//b0226//b3441//b1323//b2241//b2406//b2306//b2787//b1649//b2720//b4087//b3184//b2616//b1891//b1101//b0072//b4094//b1277//b1275//b0392//b2823//b2529//b0389//b0936//b3958//b2705//b1486//b0553//b1300//b1547//b1531//b1719//b3480//b3156//b2291//b4150//b1021//b0970//b4292//b4026//b1902//b1914//
FliZ	b1578//b3942//b2286//b1302//b1860//b0616//b3334//b4458//b0087//b1671//b2913//b1517//b1735//b2280//b1513//b2759//b0443//b1733//b2282//b4310//b0509//
FucR	b0596//b4125//b2728//b2923//b0441//b3268//b0732//
