#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b3507//b0564//
AcrR	b2281//b2730//b1810//b2105//b2666//b2660//b1744//b2800//b2927//b1379//b1784//
Ada	b3008//b2091//b3916//b1392//
AdiY	b0617//b1576//b4092//b1074//b2805//b1744//b3784//b3558//
AgaR	b1386//b0615//b2663//b4125//b4050//b2061//b0756//b1307//b0462//b0041//b0827//
AidB	b0980//
AlaS	b3477//
AllR	b4376//b2995//b2722//b4015//b0226//b3333//b1102//b1719//b4476//
AllS	b2631//b0347//b1300//
AlsR	b1011//b3700//b3008//b4673//b0411//b0116//
AppY	b3615//b1307//b0451//b3081//b4265//b3508//b3863//b0857//b2241//b0037//
AraC	b1038//b3564//b1500//b2719//b3452//b0067//b0439//b0591//b0754//b3429//b4087//b2481//b1593//b1482//
ArgP	b0093//b3939//b3006//b3516//b0936//b0931//b0439//b2755//b0233//b3859//b1782//b2759//b4239//b1540//
ArgR	b2759//b2507//b4074//b0385//b4384//b2926//b0430//b1444//b2710//b1905//b1620//b0435//b2375//b3441//b1942//b1043//b4354//b0277//b0619//b0366//b0861//b4198//b3170//b1112//b0392//b3409//b3510//b1901//b2374//b1263//b1851//b2096//b2763//b3702//b0779//b3061//b4029//b3126//
ArsR	b2938//b2313//b0578//
AscG	b1335//b3476//b1547//b2490//b2429//
AsnC	b1902//b3725//b2737//b4122//
AtoC	b0040//b2729//b2470//b4457//
BaeR	b0573//b3073//b1129//b1475//b2195//b1861//b2283//b2429//
BasR	b0385//b2307//b0037//b2605//b1430//b2717//b3167//b0398//b2705//b3139//b4471//b0894//b0226//
BetI	b2417//b0570//b3800//b2291//
BirA	b1609//b0313//b2665//b4125//b2476//
BluR	b3207//b1113//b0398//b4014//
BolA	b1858//b3500//
CadC	b1388//b0080//b0112//
CaiF	b4451//b0352//b1333//b4460//b1285//b2979//b3013//b2370//b3578//b3863//
Cbl	b3516//b3363//b0871//b4673//b3212//b4025//b0617//b2937//b0385//
CdaR	b2369//b3753//b3517//b1680//b0353//b0179//b2199//b0088//b4079//b3449//
CecR	b4265//b0514//b0232//b4637//b2206//
ChbR	b0350//b0070//b1308//b2580//b0809//b2427//
ComR	b1780//
CpxR	b0180//b1062//b1261//b0035//b0880//b0618//b1390//b3140//b0819//b0088//b2424//b3441//b3507//b3132//b3128//b4102//b0937//b4150//b0602//b3574//b2159//b2980//b1009//b0578//b3036//b2552//b2784//b4059//b1040//b2975//b0575//b1326//b3329//b0181//b1037//b1501//b2666//b2993//b3741//b0618//b0389//b2231//b0062//b3957//b1062//b0653//b4238//b0513//b2368//b4475//b0451//b3721//b1741//b1877//b0398//b2723//b0162//b4260//b4090//b2206//b2995//b3726//b2368//b2916//b0118//b2239//b4468//b1277//b2323//b1384//
Cra	b0150//b0234//b3330//b1944//b2364//b0675//b3127//b3567//b1924//b4098//b0339//b2558//b0351//b2288//b1021//b2500//b0296//b1641//b4266//b1608//b1388//b4089//b0779//b1077//b0617//b2719//b3516//b3421//b3333//b2571//b1728//b3166//b1283//b0595//b2077//b0333//b0728//sroC//b0786//b3828//b2980//b0975//b0854//b3022//b0225//b3744//b1011//b1946//b4086//b1083//b4522//b2017//b0894//b3026//b0820//b0473//b1634//b2074//b3565//b2537//b4098//b2282//b0759//b1796//b0783//b1395//b3325//b1531//b0574//b3501//b4240//b3566//b0368//b1482//b1075//b4452//b0091//b0896//b1299//
CreB	b3925//b1745//b1075//b0677//b0513//
