#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b3506//b2500//
AcrR	b1900//b4471//b1262//sroD//b3432//b0755//b4522//b2603//b0784//b0826//b3170//
Ada	b1298//b3792//b3214//b4481//
AdiY	b1443//b2417//b4133//b1588//b0904//b1670//b0812//b1746//
AgaR	b1070//b3829//b4120//b1905//b0166//b1704//b0685//b1611//b3213//b1608//b0674//
AidB	b3133//
AlaS	b0303//
AllR	b1656//b3451//b0086//b0964//b3137//b0964//b1797//b1891//b3904//
AllS	b2977//b0964//b0040//
AlsR	b3329//b0090//b0755//b3452//b4139//b2756//
AppY	b1616//b2916//b0199//b2537//b4096//b1075//sroD//b0089//b4291//b0400//
AraC	b2364//b0460//b4070//b1301//b3868//b1020//b1484//b0809//b3065//b2975//b1409//b3224//b0088//b4150//
ArgP	b1782//b0464//b0936//b1083//b2911//b4104//b3417//b4026//b0365//b0980//b3225//b0505//b1655//b4096//
ArgR	b2285//b4074//b1113//b0996//b1003//b0511//b2903//b2095//b2800//b4321//b3966//b3477//b1513//b2837//phnE_2//b3013//b3156//b2207//b3958//b3207//b2579//b3723//b4072//b2708//b0178//b0756//b3923//b1112//b4613//b3135//b1501//b4457//b1010//b4154//b1982//b3326//b3599//b2542//
ArsR	b4026//b2993//b0396//
AscG	b3410//b4444//b4063//b3006//b4160//
AsnC	b3139//b3133//b1945//b2485//
AtoC	b2167//b0040//b3501//b3477//
BaeR	b0167//b3092//b1077//b3093//b2605//b2990//b2600//b4399//
BasR	b3728//b0383//b0400//b1861//b3095//b2422//b4383//b3067//b0792//b3724//b3625//b2823//b0698//
BetI	b4577//b1923//b1947//sroA//
BirA	b2488//b3403//b3491//b2169//b1037//
BluR	b3066//b2222//b2754//b4138//
BolA	b2663//b1081//
CadC	b3116//b1738//b1411//
CaiF	b3417//b0153//b3092//b1184//b2779//b1327//b1728//b2925//b1900//b0783//
Cbl	b0335//b4460//b2552//b0074//b0730//b3156//b2720//b1130//b1288//
CdaR	b0037//b1388//b2306//b3328//b3432//b1163//b0365//b1714//b0232//b1890//
CecR	b3093//b0517//b0507//b2417//b1924//
ChbR	b3666//b2727//b1780//b3170//b2058//b4471//
ComR	b3941//
