#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b0970//b3939//
AcrR	sroC//b1656//b2781//b2925//b0232//b1199//b4120//b0604//b0827//b0590//b4484//
Ada	b0334//b2574//b1483//b1821//
AdiY	b0067//b3428//b1484//b0617//b4618//b3166//b0341//b2085//
AgaR	b2491//b2499//b3942//b1567//b1486//b4028//b0240//b1441//b1483//b4036//b3912//
AidB	b0517//
AlaS	b4290//
AllR	b0093//b1093//b3790//b4198//b2085//b2206//b0755//b2994//b4119//
AllS	b3528//b4100//b3749//
AlsR	b0980//b2737//b3904//b1588//b4139//b0382//
AppY	b3333//b1563//gadF//b3903//b1954//b2309//b0622//b0069//b2666//b3752//
AraC	b3908//b4567//b0063//b4092//b1507//b4475//b0333//b2368//b4089//b3957//b1880//b3167//b0873//b1394//
ArgP	b0596//b0980//b3512//b3115//b2666//b2916//b0451//sroD//b2208//b1949//b1013//b1199//b1011//b0854//
ArgR	b4177//b2288//b4073//b4444//b0197//b1302//b3073//b4115//b2975//b0076//b4039//b2893//b2091//b2803//b1623//b3582//b1536//b0931//b1531//b1741//b4238//b1530//b3845//b0464//b0337//b3491//b0094//b3038//b0604//b4249//b1569//b1651//b4028//b4471//b4030//b1546//b4005//b1081//
ArsR	b3184//b0343//b2063//
AscG	b0398//b3077//b2470//b3006//b0277//
AsnC	b2996//b3509//b4293//b1131//
AtoC	b1391//b1323//b1264//b2291//
BaeR	b1810//b4072//b0796//b2916//b1113//b2156//b2464//b4013//
BasR	b1020//b0430//b1681//b2094//b1327//b2819//b2713//b0557//b2838//b2573//b4355//b0937//b2239//
BetI	b2198//b0240//b3961//b2465//
BirA	b1515//b1920//b4399//b0954//b4323//
BluR	b4233//b3113//b4197//b2291//
BolA	b4267//b3828//
CadC	b3184//b1265//b3500//
CaiF	cpxQ//b0597//b4400//b2281//b0751//b0123//b1014//b1298//b1400//b1167//
Cbl	b0085//b1396//b2344//b3416//b2558//b1071//b0590//b4511//b0890//
CdaR	b0616//b0331//b0774//cpxQ//b1013//b2539//b0964//b2617//b0862//b2379//
CecR	b1070//b3927//b0675//b2980//b4702//
ChbR	b3363//b3461//b1531//b2482//b2096//b0331//
ComR	b1920//
CpxR	b3035//b0759//b0856//b1183//b3430//b2483//b2574//b2150//b4076//b0933//b0755//b1879//b2818//b1940//b4705//b1732//b3430//b1517//b2241//b0892//b2276//b3185//b0411//b4239//b4416//b1074//b1080//b4085//b0553//b1260//b2239//b3415//b3326//b0038//b4035//b2724//b1474//b3726//b3461//b2062//b1679//b2308//b4029//b3958//b3008//b2783//b2097//b0087//b0067//b2308//b4098//b2421//b2195//cpxQ//b0116//b2371//b1129//b1682//b1577//b0296//b3607//b3528//b2822//b3268//b3095//b1922//b1287//b0619//b1540//b2758//
Cra	b2819//b2201//b3461//b1225//b4096//b3547//b4125//b1850//b0587//b2288//b1649//b3021//b2197//b0575//b1736//b3133//b4153//b0178//b1732//b2291//b4035//b3357//b1285//b3513//b4443//b2697//b2500//b1530//b4592//b2728//b4043//b1704//b2737//b3700//b0517//b2197//b0037//b3723//b0221//b0068//b2481//b2421//b2943//b1728//b1487//b2092//b1041//b1241//b2991//b3113//b3071//b1130//b4347//b4074//b1564//b1512//b0819//b0583//b1499//b2763//b0654//b2712//b0089//b2703//b2571//b0089//b3800//b3437//b1761//b0810//b0806//b2486//b0330//b2708//b2148//b3800//b2490//b2996//b2424//
CreB	b2313//b0333//b4087//b4033//b0619//
