#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b0929//b2201//
AcrR	b0167//b2964//b3168//b0461//b0622//b3451//b4062//b3256//b3919//b4153//b0775//
Ada	b2308//b0688//b2574//b3790//
AdiY	b0334//b0863//b2538//b2895//b1925//b0352//b3128//b1071//
AgaR	b1508//b1223//b2660//b3506//b3067//b1707//b2572//b3940//b3934//b0333//b0674//
AidB	b1548//
AlaS	b4476//
AllR	b2196//b1075//b3902//b0557//b4287//b3268//b4159//b0084//b1597//
AllS	b3135//b1475//b0233//
AlsR	b3477//b1039//b1304//b2659//b3906//b4539//
AppY	b4522//b1021//b1781//b2841//b4177//b0839//b0796//b3021//b1805//b0076//
AraC	b0785//b3787//b2470//b4309//b0113//b0755//b3612//b1302//b0432//b3326//b4195//b4105//b1805//b4073//
ArgP	b2925//b0784//b0762//b2241//b0998//b0851//b1878//b3096//b3183//b3223//b2823//b3743//b3558//b4192//
ArgR	b1237//b1715//b0727//b3579//b1160//b3500//b4092//b1132//b0365//b1322//b2388//b1819//b0958//b2674//b2987//b2416//b1241//b3449//b0293//b4365//b1102//b3011//b4398//b3139//b0068//b3140//b0796//b0954//b2491//b1476//b1735//b1041//b1325//b2913//b4241//b1075//b1702//b0784//
ArsR	b0185//b0880//b1004//
AscG	b1617//b2995//b2717//b0892//b0039//
AsnC	b4093//b3729//b1397//b1564//
AtoC	b3956//b0399//b4291//b0936//
BaeR	b4476//b1880//b1008//b4090//b4599//b3724//b2727//b0072//
BasR	b0115//b3076//b0156//b4187//b1101//b4290//b2570//b1743//b3793//b1287//b3062//b0084//b0441//
BetI	b2709//b2476//b1670//b2388//
BirA	b3479//b4040//b1940//b1590//b4151//
BluR	b1042//b0313//b4376//b0997//
BolA	b1335//b1880//
CadC	b1335//b2938//b3255//
CaiF	b3721//b3237//b2557//b2068//b0979//b0733//b2912//b1938//b2097//b1384//
Cbl	b1587//b1922//b2684//b1680//b2698//b1748//b0353//b4075//b0368//
CdaR	b0313//b4097//b3787//b3066//b3223//b2755//b3547//b1745//b0435//b0987//
CecR	b0033//b0578//b1386//b2698//b2979//
ChbR	b1441//b1578//b1296//b0778//b4457//b1819//
ComR	b0084//
CpxR	b1508//b2799//b1483//b0400//b4506//b4015//b0685//b2280//b2818//b3037//b2223//b1392//b0340//b0937//b4094//b1384//b4088//b2421//b0486//b3583//b1671//b1394//b0578//b3325//b0925//b4265//b2710//b0241//phnE_2//b2106//b3126//b1744//b2725//b3906//b0350//b2991//b3403//b1879//b4034//b2365//b2279//b2558//b2342//b1287//b3625//b3869//b3081//b1081//b2484//b4086//b3794//b1182//b4280//b2803//b0602//b1641//b0153//b2213//b2074//b2289//b2279//b4093//b2893//b3012//b2708//b0334//b1452//b3790//b1136//b0116//
