#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b2488//b0678//
AcrR	b2365//b0197//b2482//b1655//b2580//b2801//b1387//b0903//b4074//b2078//b2282//
Ada	b3517//b0886//b0613//b1109//
AdiY	b2484//b2706//b2823//b1810//b4400//b0622//b0431//b0855//
AgaR	b1615//b2804//b0162//b0185//b2077//b1615//b1077//b4029//b0757//b0093//b3926//
AidB	b4016//
AlaS	b0508//
AllR	b1593//b2278//b1182//b4458//b0587//b3409//b1988//b0162//b0383//
AllS	b2234//b3222//b3579//
AlsR	b4444//b0585//b0340//b1877//b3451//b0031//
AppY	b2732//b1040//b4539//b1429//b0390//b0330//b1112//b1393//b0115//b0979//
AraC	b3324//b1411//b1519//b3136//b3428//b1010//b0063//b3025//b2706//b3081//b3749//b3581//b1091//b3574//
ArgP	b1475//b0584//b1256//b1577//b0754//b2600//b0348//b1762//b0070//b3509//b4016//b1552//b0585//b0311//
ArgR	b1579//b4279//b1302//b1706//b1673//b0617//b4027//b4637//b2715//b1942//b1022//b1860//b3525//b3748//b2508//b2709//b3603//b3461//b3363//b0785//b3063//b3169//b1656//b2582//b1036//b1850//b1476//b3792//b1780//b1082//b1826//b3558//b0756//b0933//b1717//b3774//b1399//b4098//
ArsR	b1393//b0618//b2799//
AscG	b1547//b0756//b1597//b1182//b0889//
AsnC	b4024//b2243//b1483//b1377//
AtoC	b0296//b3924//b1945//b0069//
BaeR	b3328//b0799//b3516//b1244//b1609//b1683//b0040//b4196//
BasR	b2852//b3925//b0156//b3709//b1680//b1782//b1902//b1973//b4323//b2406//b4451//b3902//b2242//
BetI	b0392//b2724//b0925//b0820//
BirA	b0388//b2414//b2724//b3117//b0331//
BluR	b1901//b1714//b1568//b1511//
BolA	b2237//b0366//
CadC	b3113//b0441//b2094//
CaiF	b0428//b3131//b2106//b1078//b3724//b1041//b1925//b2149//b0591//b1326//
Cbl	b0072//b3167//b3680//b1973//b2507//b2805//b3449//b2997//b1016//
CdaR	b4076//b0776//b3613//b2737//b2198//b1129//b3725//b1780//b0613//b4131//
CecR	b1297//b0365//b0513//b0820//b1262//
ChbR	b2574//b1243//b2285//b1020//b3461//b2312//
ComR	b1307//
CpxR	b2196//b3752//b4073//b3787//b2421//b2992//b0756//b4133//b1264//b3502//b0366//b0615//b0784//b2155//b1517//b0348//b1407//b3785//b0154//b2698//b2663//b2370//b2342//b3183//b2819//b2821//b0861//b2600//b0795//b0571//b2368//b4287//b0757//b2630//b0428//b3569//b1260//b2839//b2912//b3334//b3603//b3750//b0093//b1650//b2482//b4513//b4323//b4024//b4452//b2308//b3081//b1166//b4443//b2557//b2313//b3333//b4451//b3334//b2726//b3269//b2538//b2488//b0856//b2838//b2239//b3614//b2092//b1334//b0311//b1304//
