#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b1287//b1780//
AcrR	b1672//b2727//b0432//gadF//b0785//b2579//b0678//b1074//b0161//b1399//b3094//
Ada	b0082//b1480//b4025//b0336//
AdiY	b1728//b1101//b3793//b0676//b1434//b2800//b4458//b1746//
AgaR	b1914//b2366//b0574//b3565//b2507//b3528//b2713//b0652//b0513//b2911//b3140//
AidB	b2671//
AlaS	b2235//
AllR	b0996//b1333//b4097//b1797//b1741//b1283//b3133//b3136//b1715//
AllS	b0751//b4193//b4035//
AlsR	b3708//b3624//b4323//b4324//b4059//b2492//
AppY	b2686//b3363//b3791//b0951//b0241//b3926//b2364//b4705//b3725//b2911//
AraC	b2167//b3365//b1487//b1091//b4577//b1073//b0116//b3700//b3061//b1227//b1658//b3126//b0685//b3363//
ArgP	b0178//b0763//b2421//b3923//b1943//b1735//b4398//b3094//b2500//b2392//b3721//b3452//b1634//b3076//
ArgR	b1485//b0293//b4099//b3128//b0805//b1258//b0613//b1656//b4592//b2372//b3409//b0754//b0979//b2719//b2617//b1429//b0180//b2393//b4139//b2557//b3600//b3134//b3516//b4099//b3828//b3503//b2149//b2661//b2529//b0338//b3013//b1303//b1487//b2427//b4411//b3065//b1514//b3580//
ArsR	b1488//b2904//b1531//
AscG	b0198//b0432//b1393//b4599//b3926//
AsnC	b0819//b2799//b0755//b3171//
AtoC	b4095//b2893//b2424//b2107//
BaeR	b4567//b0241//b3430//b3558//b0341//b0954//b3774//b0972//
BasR	b2061//b1706//b2937//b1818//b3408//b0197//b2285//b2491//b1611//b4054//b0779//b0935//b3065//
BetI	b3927//b4097//b0933//b3773//
BirA	b3568//b4393//b3600//b4105//b1411//
BluR	b3432//b0964//b2559//b3940//
BolA	b0473//b1530//
CadC	b1071//b1077//b3063//
CaiF	b2741//b2483//b4194//b0795//b3330//b2582//b0093//b4088//b0396//b3515//
Cbl	b4070//b2484//b1655//b1325//b3035//b2659//b4104//b3331//b2976//
CdaR	b0653//b0038//b3503//b3186//b3126//b3750//b1394//b3363//b1277//b0652//
CecR	b0728//b1184//b0061//b3477//b4197//
ChbR	b3082//b0312//b3005//b4074//b0654//b0796//
ComR	b4034//
CpxR	b3083//b3794//b0925//b2213//b0154//b0344//b2284//b0048//b4094//b1327//b3784//b2990//b3140//b0602//b3723//b1036//b3581//b4381//gadF//b4292//b4070//b0072//b1947//b2662//b3449//b0652//b2916//b1037//b4030//b0509//b3601//b1737//b1937//b2732//b1306//b0296//b1036//b0778//b2407//b2068//b2603//b1901//b1674//b2085//b4431//b2239//b2285//b2278//b4384//b4005//b1747//b1728//b1905//b0392//b3452//b3067//b3547//b2074//b3514//b4408//b2200//b1707//b3327//b2560//b1378//b2893//b2487//b2287//b4239//b0979//
Cra	b0428//b2374//b1395//b0682//b0810//b2231//b2281//b3521//b3227//b0593//b0970//b3702//b0880//b0675//b1187//b1385//b1021//b2489//b0486//b4393//b3335//b1796//b3183//b0340//b2824//b4288//b1481//b0115//b2788//b2196//b4192//b2464//b0618//b3062//b1738//b0778//b1385//b2424//b2372//b2923//b3574//b3409//sroC//b3133//b4471//b1904//b0019//b2079//b1729//b3502//b2976//b2313//b0850//b1198//b1259//b3116//b2751//b4613//b2195//b2369//b4398//b3688//b2500//b4133//yegZ//b1093//b1263//b1805//b3924//b0731//b0793//b3091//b3065//b1482//b0973//b0020//b1535//b1513//b1410//
CreB	b1621//b1387//b0331//b4613//b2366//
CsgD	b0094//b4119//b2707//b3331//b3070//b4416//b4097//b2808//b1907//b1704//b4365//b0696//b3567//b1702//b0855//b0037//b0874//b0293//b2168//b2107//b2282//b1857//b0505//b1441//b1729//b1511//b3786//b2058//
CsiR	b2153//b3128//b2938//b3128//b1429//
CspA	b3577//b3860//
CueR	b1379//b3727//b1300//b3729//b0775//b2000//b2911//
CusR	efeU_2//b2764//b0839//b1261//b3828//b0997//b0553//b0038//b2204//b1326//b0367//b0895//
CynR	b2800//b0352//b0348//b0827//
CysB	b3426//b3137//b1861//b2697//b3605//b4027//b0335//b1641//b2148//b0512//b0796//b2789//b1262//b0723//b0086//b1951//b0976//b0231//b0351//b1848//b0294//b1299//b1166//b3700//b3225//b4036//b4043//b0066//b0161//b1199//b1443//b0721//
CytR	b3582//b0115//b3430//b0783//b3165//b2143//b2428//b1201//b2529//b2422//b3357//b0973//b2364//
Dan	b0614//b3481//b4292//b3138//
DcuR	b1552//b2212//b4400//b0311//b4239//b1385//b1023//b1878//b4381//
DeoR	b0523//b4357//b3603//b2289//b1821//b3728//
DhaR	b4073//b1890//b1673//b4239//
DicA	b3599//b0512//b4028//b2288//b2407//b3126//b3688//b0591//
DinJ-YafQ	b0682//b1578//b4093//
DnaA	b3429//b2061//b3006//b0654//b1733//b3117//b0443//b4004//b2529//b0096//b0619//b3751//
DpiA	b3092//b4513//b1552//b3661//b0933//b0388//b2312//b4237//b1641//b0886//b2964//
DsdC	b0080//b0729//b1922//
EbgR	b0087//b3752//
EnvR	b0088//b1780//
EnvY	b0573//b3368//
EvgA	b1101//b1393//b3829//b4238//b1481//b1945//b1010//b4637//b0060//b0674//b3330//b3366//b1333//b1567//b3132//b1488//b0592//b0557//b4101//
ExuR	b0855//b3415//b1480//b3728//b2997//b1303//b0060//b0473//b4033//
FabR	b0620//b1536//
FadR	b2198//b2601//b1129//b3959//b0721//b0584//b1443//b0116//b3729//b2805//b0723//b0619//b1265//b1037//b2223//b1130//b3410//b3183//b0935//b1243//b1518//b1589//b3614//
FeaR	b0851//b1113//
FhlA	b1575//b4324//b0089//b3709//b4468//b1305//b2559//b3727//b4019//b2838//b2784//b2488//b0676//b1781//b4036//b2542//b0311//b0975//b3512//b2530//b1926//b2703//b1246//b1397//b3415//b2276//b3186//b2542//b1679//b0367//
FlhDC	b3408//b1164//b2221//b3912//b1575//b4408//b1508//b2366//b1519//b2153//b1530//b2727//b1022//b3725//b3168//b2367//b0403//b2079//b0150//b2366//b1879//b2365//b1388//b0570//b1500//b1508//b3038//b3791//b1256//b4702//b1225//b0890//b2684//b2093//b3006//b2975//b1634//b3940//b1888//b3645//b1904//b4072//b0591//b2204//b1305//b2424//b0092//b1486//b3568//b3773//b0972//b0340//b4037//b3171//b3645//b2061//b0085//b2580//b3508//b1452//b2600//b0615//b3113//b2720//b3022//b0730//b1861//b0221//b0810//b0241//b4058//b0623//b4088//b1878//b2704//b3415//b0516//b2728//b1399//b0933//b2508//b4028//
FliZ	b4417//b3365//b4443//b0895//b0398//b0687//b2374//b1501//b2344//b0154//b2207//b2673//b1482//b1109//b3363//b1334//b1540//b3924//b1589//b3476//b4089//
FucR	b3013//b1391//b2913//b3124//b2224//b0199//b2711//
Fur	b3510//b2342//b4475//b1011//b2741//b2759//b3709//b1006//b2490//b1003//b0729//b2661//b2903//b2758//b3571//b2725//b2552//b0231//b2570//b0451//b2760//b0775//b2757//b2802//b0234//b3326//b1943//b1296//b4481//b1741//b3516//b2604//b4153//b0792//b1650//b2068//b0583//b3575//b0068//b1732//b2342//b4265//b3037//b1061//b2754//b2152//b0697//b3661//b2912//b1713//b3131//b3255//b3416//b4312//b1718//b4445//b1227//b2095//b3138//b1704//b2372//b4015//b2706//efeU_2//b3476//b1588//b3479//b1184//b4397//b2152//b2285//b3601//b1288//b4132//b1041//b1500//b1247//b4366//b2029//b4195//b1396//b3859//b1264//b0197//b0871//b3794//b2713//b1621//b2718//b2239//b0849//b3567//b3725//b3701//b3426//b1736//b1540//b0178//b4118//b1747//b0588//b0678//b3583//b4074//b4004//b0330//b1132//b1073//b0113//b2616//b3813//b1588//b3790//b0595//b3566//b1222//b1715//b2291//b2715//b2756//b3095//b3904//b3005//yegZ//b0166//b1552//b1744//b3479//b3478//b0819//
GadE	b3605//b1745//b1905//b2821//b3576//b4383//b2156//b2009//b0763//b2665//b2009//b2702//b0933//b3114//b1390//b3750//b1022//yegZ//b3073//b2278//b2342//b2823//b2151//b0084//b1299//b1263//b4088//b0461//b1164//
GadE-RcsB	b2729//b1307//b2379//b0678//b1819//b1398//b0794//b1487//b3127//
GadW	b0688//b1484//b2987//b3564//b2659//b3450//b1475//b3934//b0485//b0095//b3137//b2153//b1880//b4239//b0178//
GadX	b3156//b1246//b2787//b1160//b4004//b3479//b1288//b4240//b1182//b0516//b3912//b1790//b0765//b4460//gadF//b0589//b1791//b2905//b3114//b0886//b1493//b1481//b0861//b1904//b2153//b2711//b2392//b0091//b2759//
GalR	b3329//b2800//b1587//b3966//b4435//b3025//b3702//b2977//b1130//b0950//
GalS	b2631//b3359//b4267//b3903//b1821//b0330//b1301//b0864//b1579//b0085//
GatR	b2371//b4323//b4506//b0151//b0575//b1516//
GcvA	b2198//b0463//b2068//b4120//b3184//
GlcC	b1247//b0081//b3184//b2371//b0892//b1880//b2718//
GlpR	b1223//b2483//b4513//b1888//b2994//b1716//b2762//b3092//b2393//
GlrR	b2671//b2306//b0774//b1410//b4039//
GntR	b0812//b0513//b2732//b3116//b3141//b3067//b1252//b3081//b1902//b1261//b4523//b2708//
GutM	b0334//b1716//b4079//b3607//b0785//b4029//b0166//
GutR	b4381//b3916//b3726//b2571//b2711//b2368//b3791//
HU	b1008//b4037//b0383//b4192//b2308//b0593//b4160//b1014//b3476//
HcaR	b3508//b2717//b4702//b0088//b4287//b2537//
HdfR	b1014//b4115//b3172//b2604//b2557//
HigA	b0511//b1077//
HigB-HigA	b2207//b2483//
HipAB	b3568//b0864//b3224//b1109//b0523//
HipB	b2203//b0679//b2686//b1717//b4016//b0594//
HyfR	b1288//b1444//b3113//b3063//b1518//b2840//b2540//b3788//b0460//b0123//b0564//b4293//
HypT	b3063//b1618//b2912//b2239//b0162//b3171//b4002//b1892//b2821//b3437//b4445//b3135//b1194//
IclR	b0795//b2017//b4311//b3613//
IdnR	b0388//b3093//b0595//b0857//b3509//b3869//b3516//
IlvY	b1563//b1747//
IscR	b0199//b1951//b3558//b3958//b2727//b4119//b4153//b2943//b0075//b1891//b3916//b2574//b3114//b3123//b4292//b0390//b2492//b3721//b0041//b3912//b1563//b4043//b3224//b4092//b3060//b2992//b0617//b4044//b0605//b2538//b1475//b3907//
KdgR	b1719//b3615//
KdpE	b0819//b1988//b1512//b3060//
LacI	b0084//b1926//b2283//
LeuO	b4131//phnE_2//b0826//b2726//b1654//b3331//b0516//b4347//b3123//b4265//b4153//b4030//b1474//b1940//b0352//b1819//b3604//b2316//b4024//b1655//
LexA	b2280//b3036//b3368//b0781//b2783//b0179//b4618//b4458//b0040//b2904//b4443//b2943//b3013//b3575//b1569//b2542//b4506//b4264//b4366//b1203//b4160//b0958//b2913//b3906//b0150//b3125//b4018//b3222//b2755//b3062//b1879//b1430//b1037//b0431//b1791//b4400//b4177//b0679//b3569//b2235//b0507//b0687//b3923//b3324//b3461//b1508//b3413//b3123//b0464//b3786//b2712//b1907//phnE_2//b0504//b0207//b2707//b3326//b3133//b4059//
LldR	b2213//b1041//b3614//
LrhA	b4523//b1241//b4471//b1588//
LsrR	b0311//b1441//b0089//b0708//b1947//b3828//b4323//b1082//b1734//
LysR	b1970//b4105//
MalI	b4177//b0954//b3515//
MalT	b0095//b3070//b2976//b3569//b0061//b2660//b0432//b4151//b4074//b4249//
MarA	b2168//b0688//b2283//b4311//b0853//b3547//b1020//b3645//b1672//b2964//b3908//b1746//b0313//b1407//b0764//b2202//b1943//b4513//b0091//b1246//b1256//b0060//b0570//b3114//b2852//b0178//b3417//b3094//b0115//b3237//b3437//b3168//b4090//b3366//b4187//b1530//b0987//b4592//
MarR	b2368//b0781//b2425//
MatA	b4239//b4313//b2009//b1817//b0588//b1530//b2367//b2415//
MazE	b1736//b0113//b1288//
MazE-MazF	b1597//b1080//b4104//
McbR	b0592//b3221//b3907//b1859//
MelR	b2415//b2000//b4119//
MetJ	b1846//b1656//b4354//b4238//b1683//b0522//b3790//b3612//b4662//b0334//b1074//b0759//b1947//b1948//b1287//
MetR	b4323//b0112//b0447//b0514//b1925//
MhpR	b2823//b0775//b4124//b1482//b0674//b2150//
Mlc	b3413//b2710//b1588//b4005//b3506//b0593//b2730//b0330//b2728//b0349//
MlrA	b0795//b3141//b0232//b1588//b2094//b3256//b2205//b1262//b2820//b0681//
MngR	b0974//b4312//b2062//
MntR	b3116//b0655//b4670//b4698//b2718//
ModE	b4484//b2222//b1245//b3236//b0033//b2787//b2724//b0852//b2308//b4347//b2741//b4267//b1734//b1744//b3461//b1397//b1303//b1261//b0759//b2552//b0980//b1779//b4260//b1649//b1062//b2579//b4152//b0061//b2996//b2666//b1200//b1223//b0199//b1385//b3431//b4002//b3115//b1892//b4288//b2784//b3785//b1326//b1039//b2107//b0819//b0430//
MprA	b3335//b4468//b3791//b4233//b1672//b1399//
MqsA	b3579//b3095//b3727//b2155//b0167//b2838//b3161//b2407//
MraZ	b3013//b3005//b3113//b3701//b2542//b4381//b3164//b0759//b4522//b4673//b3905//b1043//b2997//b3859//b3083//sroA//b3906//
MtlR	b2729//b4618//b4289//
MurR	b3753//b1013//b2727//
Nac	b0428//b4030//b1591//b0786//b1517//b0856//b3476//b2661//b3037//b1488//b0979//b1733//b1443//b2417//b1297//b4016//b3368//b0351//b1297//b3114//b2571//
NadR	b1497//b1259//b2531//b3073//
NagC	b2151//b0677//b4125//efeU_2//b4117//b3925//b0762//b2074//b1622//b4539//b1013//b3035//b2365//b4506//b0850//b4016//b0863//b3661//b3580//b0755//b1511//b4577//b1277//b2783//b2754//b1113//b1075//b0591//b1857//b2287//b4313//b4197//b1733//b0682//b3580//b1552//b1738//
NanR	b3753//b2169//b1728//b1656//b4014//b0181//b0820//b3942//b2724//b0590//b2156//
