#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b1083//b0826//
AcrR	b0330//b1926//b4435//b3967//b0820//b0067//b2801//b1392//b4074//b3846//b1285//
Ada	b1224//b4411//b2500//b3789//
AdiY	b4159//b2801//b1200//b2821//b3117//b1399//b4118//b2825//
AgaR	b2764//b1676//b4354//b1519//b3919//b0584//b0460//b2990//b2237//b1079//b2415//
AidB	b1486//
AlaS	b1947//
AllR	b4613//b0517//b1486//b0708//b2311//b2212//b0330//b4357//b1943//
AllS	b2231//b3906//b1407//
AlsR	b1078//b4293//b1891//b2943//b4085//b1303//
AppY	b2342//b4117//cpxQ//b3599//b1676//b0795//b1487//b4467//b1745//b2943//
AraC	b3327//b1797//b1493//b2895//b2341//b2720//b3788//b1674//b2483//b4118//b4513//b0475//b0396//b2487//
ArgP	b3138//b0775//b1733//b3026//b2782//b0687//b1485//b0089//b2287//b2763//b3183//b1486//b1452//b0894//
ArgR	b2717//b2724//b0812//b4120//b0042//b3410//b3165//b3912//b2492//b3528//b3415//b4266//b2755//b0729//b0087//b2205//b0232//b2151//b0931//b2155//b0179//b0514//b0864//b4151//b1821//b1817//b0080//b1890//b4026//b0726//b0314//b2601//b1712//b1300//b0303//b4032//b0820//b0234//
ArsR	b2197//b4086//b4005//
AscG	b0400//b0889//b3752//b4242//b4123//
AsnC	b4040//b0590//b0570//b0894//
AtoC	b2202//b2926//b3792//b3792//
BaeR	b2276//b1263//b1514//b1515//b3567//b2684//b0729//b0575//
BasR	b4099//b2237//b1501//b3331//b0931//b4071//b0461//b0615//b3166//b3829//b3170//b2282//b3185//
BetI	b1323//b0777//b3512//b3580//
BirA	b1393//b0857//b1762//b3934//b1656//
BluR	b2199//b0232//b3726//b3326//
BolA	b1982//b0293//
CadC	b1589//b2482//yegZ//
CaiF	b1587//b3082//b1283//b2665//b0854//b3224//b1321//b3184//b4266//b3469//
Cbl	b2666//b0352//b0294//b0687//b0763//b1283//b1937//b0762//b1987//
CdaR	b0793//b2821//b0088//b1259//b0936//b1301//b3957//b0572//b3134//b4458//
CecR	b0350//b4249//b0352//b2603//b3501//
ChbR	b1761//b1951//sroC//b2825//b3363//b1183//
ComR	b2486//
CpxR	b2492//b4044//b1485//b2094//b1480//b0726//b4376//b0234//b0698//b3869//b2991//b3124//b3790//b0811//b4293//b2283//b3580//b0334//b1905//b3083//b3907//b3726//b4072//b0811//b1081//b0676//b2415//b1590//b3093//b2155//b2895//b0894//b0584//b1579//b0075//b0365//b0240//b0595//b2942//b1947//b3363//b2416//b3026//b2540//b1671//b1287//b0091//b2499//b0698//b1920//b3027//b2423//b2977//b2808//b4239//b4322//b0343//b1222//b2987//b0774//b0954//b1552//b1717//b1519//b3227//b2905//b1482//b1482//b1080//b1658//
Cra	b4032//b1004//b0428//b0980//b3583//b2287//b3744//b4292//gadF//b0904//b2707//b0614//b0929//b3478//b1857//b3185//b1073//b2364//b3013//b0980//b0653//b3184//b1609//b0367//b2507//b1260//b1748//b3222//b2603//b0441//b3270//b0451//b2531//b4376//b3133//b0724//b0996//b2169//b1782//b4264//b4393//b4034//b2560//b2075//b1782//b1546//b0795//b2755//b1590//b3501//b4468//b0723//b1081//b2530//b1037//b0087//b2542//b1399//b1237//b1670//b0167//b1263//b0331//b2840//b1947//b0033//b3750//b2764//b1578//b4014//b3567//b3137//b2424//b4032//b2095//b1062//b1327//b1485//b2904//
CreB	b0331//b0340//b2107//b0775//b3725//
CsgD	b4177//b2671//b3788//b3207//b0344//b0430//b1889//b3035//b1241//b3925//b1499//b1508//b0895//b0850//b2499//b0819//b2153//b1921//b4467//b4408//b4313//b0081//b0871//b0756//b3136//b1674//b1080//b2365//
CsiR	b1850//b0334//b0073//b0484//b2285//
CspA	b4322//b2754//
CueR	b0429//b1264//b1244//b1892//b1036//b2374//b2079//
CusR	b3117//b1716//b0754//b2149//b1670//b4242//b0954//b0593//b1988//b1160//b2617//b1440//
CynR	b2975//b0032//b2808//b1954//
CysB	b2725//b1023//b0335//b0775//b1305//b1511//b2572//b0508//b3421//b3335//b0796//b3724//b3172//b1077//b2488//b1397//b0557//b1907//b2837//b0513//b2976//b0596//b2838//b1307//b4233//b4106//b1650//b4357//b0396//b2148//b1396//b1083//
CytR	b0517//b2499//b2367//b0880//b0185//b3863//b2715//b4321//b0515//b1900//b2285//b1890//b2423//
Dan	b3140//b4192//b0403//b2852//
DcuR	b1325//b3331//b1516//b1616//b2751//b3237//b2242//b1589//b0513//
DeoR	b4484//b1093//b0505//b3134//b2485//b3607//
DhaR	b1092//b2852//b3328//b4059//
DicA	b2310//b1298//b2371//b1857//b2758//b1745//b1264//b2715//
DinJ-YafQ	b3846//b0385//b1858//
DnaA	b1949//b2528//b3926//b1970//b0340//b4094//b0806//b2287//b1796//b3521//b2492//b4087//
DpiA	b1634//b0594//b1493//b4637//b3790//b1394//b3501//b2074//b2923//b0826//b2708//
DsdC	b3066//b3700//b1384//
EbgR	b3863//b1860//
EnvR	b3060//b1221//
EnvY	b1023//b1408//
EvgA	b3479//b1036//b2529//b2711//b3256//b2392//b0996//b0972//b0873//b2425//b3328//b1164//b4209//b0732//b2820//b4086//b1301//b3116//b4092//
ExuR	b3365//b3907//b0485//b2234//b1037//b4458//b2979//b4577//b3214//
FabR	b4539//b1080//
FadR	b0153//b2235//b3037//b3477//b0759//b3013//b1075//b3478//b2424//b2106//b0734//b2127//b0574//b3430//b4444//b1259//b4321//b0958//b1024//b0396//b1326//b3528//b3773//
FeaR	b1079//b4070//
FhlA	b2009//b1713//b4029//b1620//b0377//b0863//b3661//b0979//b0062//b0575//b0573//b3707//b1037//b3325//b3577//b3227//b3500//b3082//b2697//b3478//b2507//b0873//b4159//b0198//b0570//b3137//b0367//b1734//b0087//b3925//
FlhDC	b3325//b2764//b2375//b1407//b4153//b4024//b0602//b0987//b2106//b4438//b4241//b0392//b4513//b4241//b0185//b0597//b0812//b0338//b0367//b0674//b2976//b3095//b0341//b1377//b0343//b2942//b4321//b0464//b2078//b2852//b0779//b0614//b2731//b0366//b2684//b1276//b3481//b0895//b4279//b0553//b0617//b4063//b2804//b2579//b2802//b3939//b2194//b1716//b1848//b2913//b0353//b1102//b2903//b2205//b2153//b4193//b0514//b3166//b2727//b3916//b0036//b0973//b0304//b4698//b1480//b1296//b0342//b1658//b2156//b3224//b2570//b4443//b3331//b2926//b1508//b1199//b2307//b1429//b1256//b0987//b3581//b0750//
FliZ	b2823//b0207//b4073//b1733//b0314//b2492//b0311//b1020//b3364//b4523//b4150//b0060//b1733//b2313//b4154//b3141//b4043//b3506//b3942//b1012//b1714//
FucR	b4074//b1487//b0874//b0044//b1408//b0331//b1818//
Fur	b2068//b0112//b3188//b3790//b1252//b1591//b1941//b0964//b3967//b1621//b4310//b3335//b1761//b0330//b3137//b0806//b0698//b0796//b4324//b2801//b1387//b2127//b4072//b1818//b2487//b2092//b0997//b3957//b0150//b4484//b3449//b0233//b3124//b2500//b1513//b3568//b1588//b0277//b2488//b2715//b0931//b3066//b2913//b4290//b1594//b1074//b0037//b0123//b0896//b2992//b3829//b3481//b1546//b4087//b0511//b4460//b4637//b0507//b4187//b4242//b3124//b0784//b3786//b1851//b4029//b4093//b1022//b2582//b2202//b1569//b3364//b3414//b2281//b2801//b2779//b3512//b3167//b0198//b1948//b2661//b0975//b1082//b0605//b2559//b4323//b1704//b2539//b3172//b2730//b3212//b4002//b1535//b1797//b0623//b0225//b0573//b0904//b2159//b0810//b3364//b1024//b3793//b0118//b4567//b2992//b2991//b4451//b2000//b1654//b3773//b4475//b0852//b1521//b2727//b4435//b2808//b1077//b0584//b0041//b1744//b1567//b1021//b4431//b2995//b0586//b1914//b4026//b1227//b0557//b3721//
GadE	b0180//b1258//b3845//b0231//b1388//b3547//b0972//b2824//b1923//b1480//b4522//b0303//b2286//b0041//b4467//b3567//b4267//b2686//b1597//b4468//b4313//b3908//b3786//b4397//b0091//b4233//b2980//b1042//b4124//
GadE-RcsB	b3172//b2803//b0335//b4279//b0964//b0585//b1939//b3773//b2823//
GadW	b2852//b3365//b0338//b1594//b0895//b2310//b1674//b3331//b3224//b1409//b2759//b3724//b1016//b3495//b1609//
GadX	b2762//b0809//b1784//b2075//b4125//b2841//b2200//b2222//b1224//b0340//b2481//b1746//b3481//b2483//b2720//b1390//b3580//b2286//b0167//b0602//b2429//b4209//b2234//b2712//b2729//b3958//b3575//b3268//b2414//
GalR	b1259//b2367//b1323//b1167//b0796//b2685//b0777//b1547//b1112//b1779//
GalS	b3511//b1016//b2916//b1023//b3565//b2282//b3940//b4097//b0594//b2372//
GatR	b4177//b0574//b3615//b3329//b4096//b0781//
GcvA	b2822//b0073//b1684//b0237//b1920//
GlcC	b3062//b0432//b0684//b3625//b1486//b4321//b3222//
GlpR	b1937//b1081//b2427//b2603//b2196//b2826//b2763//b4025//b0687//
GlrR	b3066//b3140//b0064//b0095//b0998//
GntR	b1923//b3116//b1718//b2938//b4291//b1682//b0072//b1562//b0806//b0733//b3785//b0162//
GutM	b2277//b4117//b1081//b1564//b2370//b3157//b2149//
GutR	b1684//b1578//b4441//sroA//b0311//b3582//b3748//
HU	b2822//b3227//b2804//b2074//b1498//b3958//b2424//b2710//b1022//
HcaR	b1852//b0516//b3132//b4435//b4028//b0339//
HdfR	b1783//b3270//b3335//b0864//b3507//
HigA	b1275//b3062//
HigB-HigA	b4002//b2240//
HipAB	b3008//b3449//b0765//b0618//b2213//
HipB	b3364//b0089//b0933//b3328//b3225//b3135//
HyfR	b0066//b3624//b0019//b4187//b1901//b3924//b0929//b0586//b2673//b1288//b2203//b3794//
HypT	b4240//b0860//b2196//b3453//b2093//b2990//b3429//b4398//b4355//b2017//b2675//b1736//b3571//
IclR	b4357//b3453//b4197//b0068//
IdnR	b0166//b2373//b0950//b3786//b3742//b0350//b0040//
IlvY	b1591//b4194//
IscR	b1326//b1650//b0350//b2060//b1388//b0894//b0036//b4030//b4355//efeU_2//b3868//b2808//b0754//b0429//b3924//b3727//b2675//b2235//b1500//b4355//b1922//b3569//b3785//b1225//b0698//b1200//b4138//b1569//b4376//b1101//b0338//b1241//
KdgR	b0839//b1914//
KdpE	b1704//b0368//b1407//b2665//
LacI	b3666//b1982//b2702//
LeuO	b0864//b4313//b0293//b1578//b2665//b1256//b3515//b0113//b1003//b4383//b0517//b3688//b0697//b1923//b1257//b4705//b4366//b3113//b3169//b2551//
LexA	b0565//b1511//b2570//b3741//b3013//b1590//b1738//b2916//b2720//b2840//b4323//b3958//b2669//b0233//b1390//b1819//b2840//b2912//b0399//b0152//b1023//b0727//b1900//b3813//b0036//b0366//b0368//b1073//b1901//b0062//b1265//b4435//b3480//b0623//b1954//b4094//b4039//b2342//b1540//b4153//b2372//b0313//b1878//b4132//b2820//b3432//b2721//b2199//b0116//b2720//b4451//b2716//b0040//b0113//b2156//b3139//b4090//b2838//b1300//
LldR	b3167//b1501//b0776//
LrhA	b2980//b2095//b1071//b3828//
LsrR	b1735//b1487//b3924//b4383//b0653//b1861//b3961//b4094//b4476//
LysR	b1879//b3748//
MalI	b0509//b3575//b2197//
MalT	b0400//b3707//b1167//b2993//b2976//b3860//b0460//b2903//b2716//b0084//
MarA	b3335//b2721//b1131//b0232//b0082//b2781//b0597//b2720//b3116//b0792//b4481//b2710//b3967//b2487//b2990//b3070//b0853//b0675//b1020//b0979//b0396//b0751//b1040//b0970//b4019//b0064//b4451//b0964//b3156//b4098//b2201//b3005//b2722//b4309//b2788//b1444//b1857//b3326//
MarR	b2379//b3613//b3582//
MatA	efeU_2//b0776//b3073//b1745//b4197//b4238//b3013//b4032//
MazE	b3753//b4063//b2559//
MazE-MazF	b0349//b3902//b2060//
McbR	b4029//b0954//b1891//b2818//
MelR	b3325//b0115//b4192//
MetJ	b0759//b3441//sroD//b0388//b0068//b3116//b0072//b4238//b3092//b3574//b1400//b4618//b1187//b3868//b3907//
MetR	b1891//b4698//b0151//b0113//b1497//
MhpR	b2278//b0605//b1020//b4260//b3624//b0564//
Mlc	b1608//b4322//b1877//b0156//b1597//b4062//b2085//b0928//b3787//b3902//
MlrA	b2017//b0586//b1546//b1857//b2309//b2206//b2068//b1430//b3134//b3453//
MngR	b1415//b0516//b2754//
MntR	b2707//b0093//b2715//b0733//b2687//
ModE	b1887//b0463//b1641//b3748//b4006//b1564//b3774//b3927//b2287//b2281//b4313//b0331//b2156//b2711//b1669//b2788//b1563//b3011//b2308//b3773//b4159//b2669//b4280//b1762//b0839//b3207//b1907//b0616//b0827//b3222//b2239//b0785//b2309//b0082//b3749//b1260//b1308//b2529//b0722//b2904//b1781//b4698//b1641//b3581//b0596//b2312//
MprA	b3786//b2697//b2913//b1617//b3453//b1302//
MqsA	b4417//b3702//b1400//b2553//b4050//b1941//b4098//b2784//
MraZ	b1444//b0997//b2425//b3066//b0758//b0398//b1247//b1782//b1744//b1183//b3156//b3141//b2487//b1888//b2994//b2168//b3207//
MtlR	b2097//b1400//b4242//
MurR	b1256//b0334//b0439//
Nac	b0074//b3800//b3165//b2094//b0605//b4523//b3904//b1062//b0653//b3959//b2464//b0460//b2094//b0088//b3958//b0776//b2763//b2106//b1221//b3939//b0553//
NadR	b3013//b3118//b3958//b2203//
NagC	b4287//b1907//b3124//b1887//b1682//b2341//b2553//b1987//b0779//b1400//b2369//b1762//b0583//b4093//b0039//b1129//b0726//b3481//b2803//b1861//b0722//b2605//b1011//b2911//b2416//b1389//b2709//b1707//b2787//b4511//b0679//b1093//b3870//b0724//b2279//b4005//b3038//
NanR	b0605//b3688//b1043//b3511//b0958//b3742//b3501//b4195//b3791//b2096//b2017//
NarL	b4132//b0340//b0039//b3599//b3845//b1954//b1947//b4018//b0781//b3025//b4092//b1395//b0508//b3168//b0043//b1512//b1409//b3415//b4355//b1540//b0750//b1536//b0587//b1783//b0684//b2904//b2997//b4090//b1022//b3511//b1081//b1003//b0019//b2665//b0593//b2666//b2224//b0388//b2824//b1950//b0207//b0403//b4242//b2476//b0812//b4408//b1200//b0586//b2684//b1531//b2725//b3869//b1654//b0781//b4237//b4400//b1481//b0207//b4457//b2425//b3368//b4309//b4264//b3576//b2508//b3564//b0048//b0857//b3270//b0652//b1947//b0398//b3005//b1036//molR_1//b3334//b1078//b2802//b2992//b1858//b2076//b0805//b1335//b3441//b2058//b2721//b4117//b4415//b0729//b1397//b1530//b1275//b3367//b4196//b0112//b3503//b2427//b0336//b0514//b0221//b1683//b2995//b3256//b1593//b3416//b4484//b1021//b3222//b0076//b0399//b2205//b3512//b4016//b0429//b1680//b2060//b0349//b0232//b2916//b1408//b1010//b0856//b1327//
NarP	b2063//b4139//b0973//b3168//b4458//b1136//b1014//b2687//b0181//b2787//b2732//b0759//b1388//b1736//b2686//b0775//b2240//b3167//b3038//b1256//b0043//b1826//b4115//b0091//b4265//b3903//b1392//b1039//b2062//b4138//b2992//b0758//b1513//b2557//b0074//b3118//b4086//b2764//b1521//b4268//b4416//b1515//b3507//b0597//b0152//b3957//b4106//b3510//b0933//b3800//
NemR	b2821//b1517//b3607//
NhaR	b2371//b3170//b1166//b0574//b0385//b4118//b3922//
NikR	b3116//b0033//b0862//b3476//b4159//b0123//
NimR	b0856//b0721//
NorR	b2803//b1904//b3603//
NrdR	b3749//b4618//phnE_2//b0037//b3027//b2482//b1257//b1014//b1327//
NsrR	b0080//b2243//b2092//b0730//b4015//b1062//b3430//b1308//b4154//b3008//b0594//b1198//b0874//b1386//b0872//b4044//b2730//b3364//b3481//b0378//sroD//b0596//b2310//b0903//b1101//b1021//b4613//b1112//b4673//b4399//b2068//b2903//b2542//b4015//b1942//b0390//b3164//b1227//b2750//b0428//b2823//b1671//b0331//b0873//b2819//b4451//b1132//b2424//b2573//b0977//b1396//b0934//b3939//b1430//b2371//b0039//b3773//b0475//b2194//b2987//b2616//b1020//b0429//b2992//phnE_2//b0894//b0894//b1443//b0997//b0583//b3480//b4076//b0750//b3960//b0038//b4042//b3790//b2721//b3126//b1947//b2603//b0094//b1762//
