#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b1377//b0353//
AcrR	b1385//b3510//b0347//b2673//b0314//b2156//b1970//b2000//b0571//b1112//b4702//
Ada	b4467//b0880//b1200//b3183//
AdiY	b1410//b3428//b2669//b1226//b3184//b1987//b1925//b4005//
AgaR	b4265//b1429//b1858//b0872//b0330//b3601//b2323//b1704//b4132//b0198//b2617//
AidB	b2763//
AlaS	b2573//
AllR	b3904//b4104//b4029//b2195//b0221//b1392//b4138//b3140//b1621//
AllS	b1540//b1083//b3583//
AlsR	b0826//b1304//b0085//b4324//b2837//b4105//
AppY	b0180//b0511//b3332//b4673//b2414//b4098//b0850//b1389//b3131//b2684//
AraC	b0933//b0937//b3169//b0207//b1076//b0096//b0388//b3269//b3789//b0754//b1515//b4312//b0075//b3922//
ArgP	b2239//b2060//b3157//b3477//b4267//b2631//b1184//b4033//b1442//b2601//b1951//b4043//b2195//b4150//
ArgR	b1743//b3958//b0975//b0970//b0934//b4090//b0793//b1784//b4096//b2278//sroA//b1129//b4013//b1970//b0428//b0934//b0234//b3061//b3335//b2558//b0475//b3831//b3432//b4451//b2092//b3437//b1038//b3924//b1649//b0781//b2240//b1654//b2208//b2572//b2720//b3789//b1924//b4059//
ArsR	b1783//b2127//b4415//
AscG	b0685//b1684//b3564//b0153//b2490//
AsnC	b3025//b4513//b2710//b3124//
AtoC	b0403//b1734//b0619//b3916//
BaeR	b2752//b2537//b1400//b1440//b3727//b1679//b2491//b3449//
BasR	b3188//b0397//b1593//b3428//b0439//b0112//b0850//b1745//b3403//b0687//b3328//b0067//b1109//
BetI	b0786//b0688//b2204//b2571//
BirA	b1747//b4025//b2492//b4195//b3363//
BluR	b1326//b0945//b1297//b0995//
BolA	b2388//b0333//
CadC	b0240//b2757//b0571//
CaiF	b0367//b4240//b1394//b3574//b1530//b2964//b1821//b3513//b1223//b1728//
Cbl	b4265//b2580//b0683//b0682//b1562//b1797//b2427//b2531//b3207//
CdaR	b0977//b1024//b1224//b4289//b0722//b0785//b0161//b0505//b2903//b0819//
CecR	b0198//b3702//b0197//b3063//b1748//
ChbR	b3117//b0763//b3605//b1131//b0450//b2673//
ComR	b2781//
CpxR	b4036//b1563//b0587//b0570//b0750//b1307//b3800//b2492//b1247//b0512//b2316//b0722//b4280//b2392//b4177//b2977//b0589//b1939//b3503//b0979//b2167//b2579//b4099//b4076//b3190//b1301//b1818//b2705//b2200//b0570//b4063//b3700//b2287//b2715//b0073//b4397//b0178//b1578//b1593//b3185//b1389//b4506//b0037//b0330//b0066//b1244//b3726//b4381//b4293//b2538//b4599//b1041//b3939//b4322//b1076//b0068//b0523//b0756//b3073//b1748//b0756//b3073//b0237//b1576//b1858//b4071//b3408//b2205//b1608//b3060//
Cra	b1790//b2938//b2540//b0088//b0861//b0040//b3564//b0685//b0724//b1021//b0880//b0179//b1484//b2167//b3728//b2709//b2127//b2750//b1476//b2537//b0383//b0731//b0886//b2570//b0618//b1113//b1014//b1858//b0861//b1283//b0812//b1588//b3730//b4238//b3967//b3477//b0793//b0399//b0792//b3359//b0199//b1241//b2215//b2500//b0681//b2976//b2799//b1227//b3924//b0094//b3859//b3214//b4417//b1951//b4287//b1616//b2818//b4460//b3451//b1718//b1482//b3441//b4233//b1042//b3021//b1655//b4381//b3368//b1519//b0060//b0855//b2429//b1163//b2223//b0617//b3934//b2719//b0872//b4197//
CreB	b1429//b0462//b4399//b2150//b0462//
CsgD	b4511//b1513//b0403//b1476//b0727//b3170//b0597//b0972//b3082//b0565//b1275//b0856//b0070//b4396//b4050//b2316//b0365//b1858//b0475//b4238//b2710//b2367//b4399//b2488//b2234//b2993//b1577//b2416//
CsiR	b3742//b2092//molR_1//b2393//b3005//
CspA	b3516//b2787//
CueR	b3451//b0762//b2364//b3012//b4122//b1905//b1486//
CusR	b0730//b3326//b4028//b1532//b4086//b1200//b0683//b4125//b4322//b0080//b0750//b3567//
CynR	b3514//b0088//b0399//b1715//
CysB	b1762//b2282//b3005//b0112//b1394//b3113//b0512//b0685//b4029//b2574//gadF//b3329//b1475//b1227//b1252//b2713//b0779//b0043//b3568//b2819//b1040//b0331//b0435//b1860//b0864//b2573//b0043//b0516//b2837//b0044//b2711//b1516//
CytR	b2759//b0873//b0347//b1039//b0044//b3271//b0997//b1879//b4159//b3603//b1393//b1277//b2603//
Dan	b0593//b1288//b1378//b2500//
DcuR	b4382//b4618//b3938//b1622//b0522//b0973//b4279//b0591//b4267//
DeoR	b0951//b2235//b1796//b0464//b2344//b0114//
DhaR	b1385//b4522//b2977//b0485//
DicA	b2751//b3828//b0619//b0677//b0728//b4086//b2927//b3501//
DinJ-YafQ	b1257//b0312//b3169//
DnaA	b2415//b4673//b0042//b4400//b2717//b0118//b3748//b0162//b0806//b2825//b0277//b1970//
DpiA	b0849//b1982//b0334//b1288//b2927//b0722//b0511//b3416//b0826//b0854//b2282//
DsdC	b4117//b2805//b2573//
EbgR	b1415//b3701//
EnvR	b1901//b4445//
EnvY	b2060//b0891//
EvgA	b0349//b3860//b1079//b0516//b0880//b1008//b3507//b3790//b0162//b1036//b2995//b3846//b0513//b2500//b2206//b3940//b4063//b1651//b1973//
ExuR	b1674//b2368//b3093//b1298//b1926//b2763//b0854//b2286//b1429//
FabR	b2152//b4032//
FadR	b0589//b4187//b1941//b2540//b4313//b3271//b3327//b3332//b2212//b0118//b4024//b0020//b0806//b0296//b0623//b1326//b4123//b1305//b1182//b4101//b0755//b0473//b3525//
FeaR	b1717//b2665//
FhlA	b3091//b3450//b2572//b0339//b0708//b4417//b3784//b2822//b0151//b3615//b4357//b2407//b3005//b3430//b3868//b3789//b0820//b2149//b3502//b1079//b0784//b1136//b2558//b2721//b0432//b0463//b0998//b2754//b2529//b3123//
FlhDC	b0973//b3429//b3514//b1850//b2406//b1944//b0785//b1622//b2156//b3599//b4618//b2722//b3525//b0964//b4160//b4476//b0889//b1597//b4484//b1944//molR_1//b3700//b0589//b3967//b2240//b0575//b3567//b4079//b2726//b3568//b3922//b2379//b2942//b0886//b1826//b4267//b2540//b1944//b1641//b1907//b1784//b1791//b3906//b2107//b3365//b1303//b0827//b3025//b0161//b0756//b0339//b2671//b2284//b3752//b0945//b0167//b0681//b0180//b2373//b4040//b3188//b1784//b2604//b0339//b0593//b0696//b0976//b3183//b3186//b1888//b0998//b1130//b2551//b1877//b0857//b3116//b3359//b1075//b0085//b3430//b2368//b2537//
