#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b2167//b2822//
AcrR	b0397//b1247//b1079//b1009//b0082//b0617//b3752//b2684//b3967//b4702//b1923//
Ada	b4383//b3568//b1443//b1728//
AdiY	b1514//b0934//b0654//b1901//b3214//b3076//b2489//b0602//
AgaR	b3729//b2470//b0486//b4093//b0086//b3357//b2370//b3624//b3125//b1132//b0618//
AidB	b0857//
AlaS	b0237//
AllR	b3784//b3958//b0730//b3829//b0591//b2427//b3167//b1924//b4132//
AllS	b4042//b4468//b2283//
AlsR	b2787//b2203//b0522//b1970//b2201//b4028//
AppY	b3417//b4043//b0034//b1203//b1888//b2725//b1747//b2127//b2372//b0751//
AraC	b3480//b0509//b1921//b1411//b0597//b0622//b0221//b1288//b3571//b1518//b2720//b2284//b4003//b2964//
ArgP	b0755//b4392//b1892//b3576//b4365//b1914//b4034//b4088//b0810//b0779//b2673//b2752//b4090//b2631//
ArgR	b0507//b3025//b3334//b2213//b1388//b1283//b1826//b1043//b1761//b2309//b0293//b0074//efeU_2//b4321//b1970//b4416//b2194//b3013//b0980//b4451//b2720//b4392//b1434//b0032//b3515//b1395//b0998//b1536//b0933//b1199//b0594//b0392//b1914//b1484//b2723//b2788//b3702//b3829//
ArsR	b2913//b2388//b1926//
AscG	b4074//b0679//b2801//b2687//b1717//
AsnC	b1564//b1497//b4376//b0862//
AtoC	b1779//b1568//b2686//b1511//
BaeR	b4079//b0951//b1390//b2310//b3959//b1164//b1715//b0167//
BasR	b3869//b3744//b1093//b3221//b0575//b2712//b2756//b2706//b3125//b3568//b0304//b1410//b3165//
BetI	b1488//b2913//b0507//b4443//
BirA	b4400//b2669//b3171//b0085//b1791//
BluR	b1519//b1444//b4400//b4240//
BolA	b1944//b1283//
CadC	b4460//b2374//b1946//
CaiF	b0074//b2196//b0365//b2240//b3791//b1325//b1656//b2203//b0114//b3367//
Cbl	b4133//b2289//b4195//b0091//b1484//b3583//b4035//b3846//b3096//
CdaR	b2368//b2916//b2017//b1857//b4267//b0972//b2551//b0996//b1857//b2992//
CecR	b1482//b1385//b0892//b1609//b2284//
ChbR	b0441//b4264//b1594//b4100//b4024//b2818//
ComR	b3326//
CpxR	b1397//b4288//b3509//b4195//b0411//b0615//b0849//b0166//b1946//b2750//b1817//b3942//b3335//b2236//b1184//b1113//b2713//b1905//b2991//b0997//b4698//b2367//b0904//b1521//b1650//b0033//b0584//b1546//b0614//b0727//b1535//b0856//b0892//b2573//b0330//b2725//b3237//b3927//b1591//b1201//b2782//b0038//b1877//b3166//b1020//b0975//b1684//b0040//b2731//b0090//b2284//b4117//b1263//b3431//b3171//b1283//b1131//b1012//b0314//b0036//b3708//b3645//b3568//b2697//b2997//b0565//b0812//b3925//b1182//b0616//
Cra	b2540//b1493//b1988//b2781//b0605//b0839//b0758//b1166//b3956//b1308//b1071//b2782//b2712//b4567//b4033//b0294//b0296//b0504//b3859//b0439//b3127//b1508//b4115//b0334//b3774//b1410//b2289//b3082//b2671//b0591//b4475//b4265//b3939//b1734//b1037//b1015//b1013//b2975//b2306//b1712//b1615//b4096//b4312//b1888//b0857//b3743//b0613//b3568//b4239//b4383//b1440//b4014//b1245//b2280//b3666//b4396//b2277//b3092//b1385//b4074//b1634//b3441//b1080//b1511//b1714//b1444//b2994//b2344//b2750//b3645//b4698//b2487//b3800//b2719//b4443//b3185//b0377//b1669//b2079//
CreB	b2240//b3939//b4460//b2487//b0178//
CsgD	b3124//b2572//b1306//b0348//b0894//b2715//b2539//b0509//b2341//b0618//b0594//b0765//b1706//b2723//b1982//b0998//b4104//b0583//b0593//b0314//b2236//b0198//b0605//b4287//b3183//b4018//b2726//b1741//
CsiR	b4539//b1761//b0687//b4119//b4451//
CspA	b1901//b3083//
CueR	b2758//b2231//b1618//b1022//b1073//b3741//b4439//
CusR	b1890//b4399//b1429//b3741//b1511//b3071//b0880//b3566//b0889//b0234//b0451//b2076//
CynR	b4435//b0652//b0812//b3222//
CysB	b1222//b0564//b3221//b3073//b0162//b2223//b1650//b4098//b0806//b3138//b4006//b1038//b0089//b1283//b1641//b3083//b1597//b3431//b2802//b1397//b1440//b0523//b3416//b0072//b1411//b0594//b1082//b0896//b4030//b1475//b1288//b1921//
CytR	b0504//b1941//b0889//b4525//b4019//b2663//b0724//b4123//b2365//b4393//b3707//b0225//b3113//
Dan	b3076//b4280//b0728//b3708//
DcuR	b3919//b2240//b1163//b2660//b3547//b4037//b3724//b1611//b4471//
DeoR	b2488//b3506//b4481//b1070//b1072//b3791//
DhaR	b4015//b3607//b0522//b2630//
DicA	b1732//b3417//b0336//b1621//b1988//b2579//b1075//b3924//
DinJ-YafQ	b3728//b1131//b0796//
DnaA	b1484//b2758//b0987//b3730//b2059//b1530//b4260//b4522//b0443//b2029//b0430//b3132//
