#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b4090//b0786//
AcrR	b3095//b4408//b4150//b0764//b0066//b1618//b0397//b3510//b0678//b0976//b4458//
Ada	b1023//b3613//b1921//b0313//
AdiY	b1199//b1307//b0685//b2486//b1821//b0226//b2079//b2558//
AgaR	b1945//b1014//b2839//b1889//b0779//b1275//b1891//b0081//b1587//b3038//b2825//
AidB	b4435//
AlaS	b4396//
AllR	b1300//b3495//b2804//b3934//b2240//b1511//b0378//b1982//b3607//
AllS	b0587//b3057//b3037//
AlsR	b1846//b2107//b2076//b4131//b1780//b3366//
AppY	b1819//b1256//b3169//b4264//efeU_2//b4241//b4441//b0585//b3966//b1166//
AraC	b1388//b4457//b0392//b2725//b3223//b0036//b0507//b1738//b0783//b3500//b3512//b4059//b0871//b0974//
ArgP	b1846//b2393//b3845//b2221//b1244//b2841//b1748//b2105//b2719//b1887//b2709//b4050//b1671//b4599//
ArgR	b2308//b0061//b0785//b0197//b0572//b4355//sroA//b0514//b0311//b0514//b1429//b1499//b3114//b4279//b4662//b3413//b2097//b0293//b1299//b1747//b2213//b4125//b2487//b2207//b2489//b4073//b1082//b4408//b2284//b1679//b2727//b1396//b0931//b3800//b2029//b3728//b2313//b0587//
ArsR	b0583//b0880//b1244//
AscG	b3172//b2719//b2706//b2379//b2722//
AsnC	b4662//b0522//b4567//b1258//
AtoC	b3904//b1008//b2975//b0382//
BaeR	b3092//b1283//b1878//b1398//b2821//b2757//b1577//b3793//
BasR	b2149//b2666//b3113//b2284//b1093//b0042//b1036//b1246//b3938//b3096//b0085//b1326//b4209//
BetI	b0293//b0277//b2470//b4460//
BirA	b1719//b2484//b3565//b0151//b2721//
BluR	b0860//b0590//b0863//b2719//
BolA	b2760//b2486//
CadC	b4123//b4382//b2529//
CaiF	b1679//b0460//b1860//b0086//b2675//b4312//b0367//b4036//b1736//b3413//
Cbl	b0606//b0463//b3255//b1679//b1651//b2671//b0179//b1579//b4015//
CdaR	b3410//b4241//b0786//b1430//b3967//b0872//b1136//b4539//b0179//b0722//
CecR	b1409//b0091//b2538//b1535//b0064//
ChbR	b0081//b1948//b1042//b3137//b1377//b3060//
ComR	b0620//
CpxR	b4399//b2839//b0031//b0585//b0976//b0774//b1738//b2964//b3012//b2895//b1716//b4265//b2685//b4268//b0578//b2421//b1398//b1546//b4522//b1443//b1410//b0762//b0781//b2312//b1949//b1530//b3502//b1222//b3077//b1252//b0314//b3270//b4054//b4311//b2077//b3410//b4073//b2840//b3451//b0523//b1732//b3868//b0998//b2979//b0093//b2143//b1620//b2819//b0044//b2231//b4233//sroC//b2276//b1796//b0335//b3786//b2754//b0688//b0734//b2705//b1939//b1167//b0841//b1182//b0726//b0616//b0557//b4087//phnE_2//b2724//
Cra	b1512//b3437//b0950//b0860//b4074//b0347//b1037//b1081//b0819//b2572//b0093//b1563//b1194//b3327//b1334//b1167//b2979//b2198//b0083//b1400//b0604//b3741//b0403//b4567//b1488//b3558//b2148//b2310//b0573//b4058//b2822//b0806//b1184//b1390//b1684//b4063//b4159//b2224//b4242//b3813//b2727//b4054//b1075//b0161//b2159//b3065//b3057//b1887//b4198//b3157//b0113//b3789//b4313//b1888//b0331//b1011//b0945//b3792//b1987//b2367//b2341//b2152//b2799//b0368//b4198//b0688//b4393//b3924//b0304//b0344//b3511//b0313//b0038//b3558//b3725//b2309//b1733//b4264//b2552//
CreB	b3800//b2075//b0614//b2421//b4059//
CsgD	b0976//b0779//b0399//b2538//b3680//b3547//b1634//b1485//b3925//b1411//b2723//b3057//b2417//b0377//b0728//b4101//b1493//b0750//b2702//b1011//b1654//b4104//b2991//b4398//b2149//b0980//b0513//b0604//
