#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b4457//b0570//
AcrR	b0564//b3450//b2311//b1434//b0934//b1680//b3961//b0784//b3784//b3793//b2312//
Ada	b1880//b0872//b3722//b4239//
AdiY	b1858//b2155//b3603//b1022//b2729//b1243//b1132//b3511//
AgaR	b1891//b1851//b0303//b2236//b4396//b3418//b0033//b2194//b1072//b0231//b3869//
AidB	b3092//
AlaS	b0887//
AllR	b1325//b0353//b0951//b3575//b2841//b3926//b4513//b2465//b2151//
AllS	b3333//b4702//b1672//
AlsR	b3500//b4438//b4312//b0338//b1850//b2758//
AppY	b3327//b1728//b4124//b0156//b3512//b2820//b3728//b4035//b4438//b4004//
AraC	b0347//b0675//b2904//b3035//b0795//b2706//b0312//b1617//b3500//b1398//b3172//b3908//b2428//b4705//
ArgP	b3428//b2560//b0762//b1852//b0688//b0861//b1902//b3723//b1227//b1334//b1902//b0596//b2752//b3081//
ArgR	b3418//b1042//b0185//b3926//b3743//b3213//b0728//b4637//b2487//b1077//b1112//b1848//b2366//b2278//b1621//b1649//b2687//b0156//b0684//b0198//b2372//b1684//b1608//b1393//b4523//b0841//b0517//b1588//b3136//b0586//b1736//b3751//b0460//b4138//b1040//b1492//b2529//b0509//
ArsR	b2344//b0504//b0674//
AscG	b0378//b2662//b2824//b4522//b0782//
AsnC	b4293//b3478//b1877//b1791//
AtoC	b3752//b2703//b0929//b3207//
BaeR	b4072//b1070//b3510//b2488//b2558//b0070//b0564//b1521//
BasR	b2571//b1943//b1078//b4355//b4323//b1081//b2342//b4458//b0849//b1136//b4096//b1615//b0382//
BetI	b3334//b1073//b1288//b1043//
BirA	b2421//b2937//b3431//b1563//b2757//
BluR	b3748//b4249//b2552//b0586//
BolA	b2666//b1297//
CadC	b0793//b3753//b3724//
CaiF	b1923//b3168//b1259//b0871//b4050//b3255//b2167//b0039//b2195//b0811//
Cbl	b0758//b3927//b0889//b4150//b3790//b1102//b0620//b1257//b2342//
CdaR	b2943//b2702//b2722//b0226//b3786//b1080//b1183//b1654//b1818//b2365//
CecR	b4133//b2916//b3749//b1444//b2580//
ChbR	b2730//b0954//b0313//b1683//b4254//b0781//
ComR	b1407//
CpxR	b2659//b4122//b2708//b1819//b1306//b3421//b0727//b3255//b2916//b1452//b1394//b0273//b1394//b2783//b4289//b0152//b3966//b3335//b1805//b3518//b4254//b3571//b3919//b0613//b1564//b0862//b3512//b3575//b0799//b4355//b1493//b4030//b1670//b3726//b0886//b3330//b0796//b0464//b1530//b0708//b2407//b0937//b0616//b1518//b0854//b1578//b1298//b1846//b0586//b3417//b4194//b3938//b1782//b1888//b1391//b3225//b0439//b2758//b1517//b1564//b0806//b3171//b3904//b3012//b0682//b1182//b3567//b2061//b0335//b4662//
Cra	b1042//b2029//b2484//b1568//b3612//b0887//b0062//b3035//b3774//b2379//b3139//b1165//b1492//b2784//b1552//b0595//b3091//b4435//b2756//b1951//b3911//molR_1//b2616//b3743//b1037//b1021//b2712//b3236//b2291//b4292//b3067//b2235//b1022//b1384//b1588//b2731//b0037//b3213//b2487//b3911//b0378//b0781//b4471//b0112//b1779//b3223//b2725//b1237//b3607//b3126//b0443//b2822//b0575//b4094//b4415//b1712//b4071//b2579//b2530//b1658//b0936//b2732//b2824//b0179//b3794//b4264//b0072//b0973//b0890//b2752//b4085//b1258//b0584//b1480//b3005//b0978//b1922//b2722//b3441//
CreB	b1951//b2093//b3926//b0073//b3222//
CsgD	b1618//b1043//b2996//b1207//b1946//b1013//b2979//b0799//b1226//b1514//b3510//b1010//b1676//b0431//b0729//b0861//b2242//b0979//b0367//b0697//b0974//b3190//b3429//b3125//b3956//b1858//b0622//b1880//
CsiR	b0067//b0973//b1256//b2582//b3574//
CspA	b0342//b1395//
CueR	b4398//b3270//b3431//b0473//b3161//b1187//b0441//
CusR	b0864//b4100//b2710//b1407//b4044//b2992//b3190//b2839//b3580//b1517//b0392//b1943//
CynR	b3161//b2091//b3517//b2370//
CysB	b2079//b4209//b0903//b2559//b2756//b1070//b3134//b2979//b4475//b1577//b0091//b3794//b3157//b1492//b4392//b1261//b3083//b0863//b4193//b3141//b0234//b2705//b0970//b4025//b1187//b0783//b2784//b4673//b2661//b4400//b3645//b1222//
CytR	b2470//b0221//b2234//b0976//b4267//b1734//b1797//b0855//b1732//b3006//b3788//b3452//b1609//
Dan	b1203//b4074//b1335//b2000//
DcuR	b2911//b1702//b4239//b1410//b3860//b2373//b0620//b0954//b0970//
DeoR	b3748//b1497//b1569//b3599//b2237//b3161//
DhaR	b1387//b4467//b1283//b0594//
DicA	b4511//b4028//molR_1//b1308//b0799//b4070//b2731//b0060//
DinJ-YafQ	b1821//b4354//b2281//
DnaA	b0958//b1805//b1136//b4322//b0974//b0043//b0522//b2551//b2995//b1480//b0721//b2674//
DpiA	b2500//b3331//b3927//b2231//b0777//b0061//b0571//b4523//b3368//b0723//b1532//
DsdC	b3270//b4120//b2307//
EbgR	b4097//b3800//
EnvR	b1517//b0507//
EnvY	b1394//b0889//
