#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b1256//b3788//
AcrR	b4037//b0156//b1246//b0931//b3789//b1022//b1779//b3680//b1481//b3564//b2492//
Ada	b3011//b1296//b3183//b1954//
AdiY	b1387//b4322//b1327//b0762//b0368//b0330//b3167//b3924//
AgaR	b4476//b2580//b2712//b3564//b1518//b2424//b2572//b0313//b0862//b0221//b0886//
AidB	b1023//
AlaS	b3624//
AllR	b2215//b3481//b0511//b4159//b3922//b0150//b4323//b2911//b1093//
AllS	b3421//b1227//b0794//
AlsR	b1576//b0754//b4416//b4239//b1745//b2201//
AppY	b4073//b0166//b0996//b0431//b3565//b1325//b1790//b3478//b1415//b0623//
AraC	b0596//b0674//b2197//b1101//b2560//b4104//b2076//b4154//b3063//b2323//b4102//b3071//b1237//b3414//
ArgP	b3967//b4705//b1781//b0972//b4194//b0727//b4367//b2942//b2196//b1042//b2676//b2206//b3680//b0588//
ArgR	b1954//b1791//b2676//b3845//b3603//b0687//b0091//b2840//b0679//b2415//b1298//b2666//b2199//b3224//b1861//b2530//b2938//b1223//b3744//b1707//b1207//b4187//b2379//cpxQ//b1074//b2365//b4117//b3574//b1263//b0085//b1920//b4249//b3752//b0933//b1486//b2993//b4029//b4384//
ArsR	b2784//b2279//b1942//
AscG	b3614//b4481//b2724//b1507//b2243//
AsnC	b1200//b0935//b1902//b3164//
AtoC	b2205//b3581//b2684//b3190//
BaeR	b3223//b2993//b0675//b1805//b2286//b1746//b3491//b0522//
BasR	b0273//b4177//b0987//b4151//b4025//b0654//b0085//b4098//b3612//b1733//b0351//b2711//b0232//
BetI	b1651//b0341//b3743//b0084//
BirA	b1622//b0809//b3167//b1888//b0336//
BluR	b2470//b3518//b0076//b2903//
BolA	b0895//b0863//
CadC	b0904//b1398//b1201//
CaiF	b2148//b2207//b3966//b1482//b2903//b0732//b3938//b0786//b1905//b0115//
Cbl	b2291//b3607//b0161//b2476//b1486//b3026//b0793//b1040//b0786//
CdaR	b2722//b1508//b1076//b3919//b3213//b2417//b3171//b4698//b2482//b2470//
CecR	b0178//b0857//b3604//b1225//b2369//
ChbR	b1655//b3579//b2062//b4366//b1136//b0035//
ComR	b0795//
CpxR	b1954//b0903//b4118//b0082//b2752//b1575//b4059//b0096//b3114//b1325//b3729//b2240//b0514//b0810//b4293//b0575//b3748//b3140//b1673//b2421//b1669//b1277//b2107//b3212//b2208//b1702//b3430//b2663//b2167//b1669//b3666//b1920//b1071//b3441//b1198//b0854//b2464//b2094//b2821//b2942//b4058//b0180//b2808//b0091//b3021//b4027//b4151//b0935//b2278//b3450//b1536//b0613//b2916//b4322//b3092//b4475//b2801//b4475//b3124//b0805//b1511//b3418//b1072//b1183//b3495//b3452//b1076//b2991//b4324//b1946//
Cra	b2212//b4451//b1434//b2755//b4030//b3062//b4015//b2542//b3601//b0777//b3270//b1942//b3612//b0564//b0342//b3011//b2196//b3329//b3726//b2925//b4198//b1500//b2710//b0403//b3906//b1590//b0154//b1102//b0928//b0115//b1649//b2240//b3094//b1942//b2212//b1745//b4025//b1621//b0064//b0652//b3012//b2758//b3787//b1508//b4040//b0933//b0513//b0697//b1564//b0067//b4043//b2783//b0827//b0430//b2079//b1889//b3701//b3575//b2239//b3724//b4444//b0954//b3213//b0595//b2507//sroA//b2704//b3334//b1298//b0751//b2421//b0118//b1078//b1167//b2903//b1480//b1007//b3335//b2676//
CreB	b1038//b3113//b2156//b3721//b1039//
CsgD	b1333//b2826//b2077//b2731//b0225//b2838//b1075//b1669//b2573//b3212//b1745//b1074//b0441//b4100//b3081//b3431//b1283//b2105//b1081//b1683//b2416//b3157//b2911//b1680//b3923//b1256//b0304//b4599//
CsiR	b0852//b3237//b0806//b4347//b1452//
CspA	b1817//b3508//
CueR	b4567//b4152//b4400//b2283//b1301//b1303//b3008//
CusR	b2763//b2289//b0461//b1926//b0622//b0032//b0450//b3518//b4040//b0084//b3005//b4266//
CynR	b2207//b3730//b1805//b1398//
CysB	b4194//b0313//b3583//b1532//b1075//b0485//b0352//b0732//b1888//b3213//b2307//b1654//b0113//b0896//b3789//b4324//b3753//b3905//molR_1//b4074//b1791//b3752//b4539//b0996//b1734//b3506//b3141//b0067//b1563//b0729//b2169//b4599//
CytR	b2993//b3564//b0896//b3860//b3432//b2557//b2784//b1715//b1587//b3213//b3786//b3723//b3092//
Dan	b0785//b3368//b4138//b2364//
DcuR	b3723//b1302//b2276//b1889//b0334//b4097//b2207//b1714//b4400//
DeoR	b1941//b4076//b1129//b2995//b1163//b0294//
DhaR	b3070//b2852//b1779//b1511//
DicA	b3091//b1947//b3525//b3469//b3751//b2241//b2706//b3222//
DinJ-YafQ	b0964//b0073//b0341//
DnaA	b1761//b0069//b0995//b2169//b0069//b1493//b2278//b2342//b2977//b3093//b4125//b3571//
DpiA	b0954//b3491//b4376//b1132//b1858//b0032//b2764//b0041//b0199//b1860//b0619//
DsdC	b2276//b1889//b2222//
EbgR	b1651//b4240//
EnvR	b4085//b2823//
EnvY	b4079//b4444//
EvgA	b1746//b4151//b1702//b0729//b1166//b1704//b4323//b2388//b2538//b0575//b1011//b3574//b1942//b3790//b1165//b0435//b1082//b1587//b4662//
ExuR	b1500//b2312//b1641//b4357//b3744//b1890//b2153//b1548//b1256//
FabR	b3569//b3786//
FadR	b2341//b0044//b2756//b0063//b3580//b1593//b1199//b3128//b2500//b2942//b1287//b1041//b1101//b2428//b4187//b2208//b1680//b3065//b0565//b2208//b1200//b4324//b2063//
FeaR	b1429//b2671//
FhlA	b0805//b0777//b2804//b2492//b2307//b3568//b1651//b0429//b1322//b1474//b0075//b4033//b4367//b2196//b0411//b4471//b1733//b3413//b1511//b4376//b0337//b2551//b2095//b1264//b1712//b0484//b0682//b0178//b0315//b2840//
FlhDC	b3829//b4054//b3788//b0384//b1888//b2718//b2721//b3578//b1734//b1623//b3514//b3184//b4032//b4092//b2491//b1671//b1012//b0031//b0596//b1892//b1781//b4054//b0296//b4292//b0342//b0231//b2425//b1261//b2539//b2231//b0819//b2484//b1670//b0241//b3869//b2323//b3511//b3060//b2788//b4024//b3579//b1511//b2425//b2198//b0698//b3961//b3364//b2557//b4460//b0756//b4313//b4154//b0724//b1907//b0727//b0041//b0594//b1717//b0428//b0152//b3902//b2582//b4124//b0063//b3060//b0070//b3604//b4618//b4002//b0604//b1547//b0889//b0826//b1925//b4522//b2557//b3332//b0087//b3495//b1285//b0618//b0341//
FliZ	b1415//b4439//b4094//b3525//b4153//b1013//b0508//b3547//b1093//b0596//b0073//b0972//b1482//b1400//b1265//b1588//b0180//b2600//b4039//b2717//b2309//
FucR	b3328//b4241//b0273//b2152//b3114//b4050//b2199//
Fur	b4063//b2673//b0681//b4117//b0464//b2205//b0565//b2277//b1733//b1796//b0398//b0674//b0958//b2096//b2837//b1548//b4441//b2105//b1443//b0726//b1743//b3190//b4196//b4004//b2235//b1684//b1531//b0763//b2938//b0516//b1512//b3008//b0793//b0958//b1564//b0337//b4292//b3661//b2604//b3368//b0891//b1713//b0366//b2205//b2824//b1949//b4458//b0336//b3869//b0839//b1092//b2074//b1954//b1948//b2616//b0776//b1892//b0726//b2799//b1761//b3431//b2279//b3789//b3941//b3661//b4075//b1850//b1415//b2489//b0805//b4357//b3332//b0384//b4539//b2911//b2313//b0432//b2284//b0301//b1440//b1245//b0512//b3614//b2313//b1852//b0435//b3845//b1945//b1396//b4376//b2572//b0181//b3725//b3926//b1411//b0851//b3132//b1198//b0516//b2197//b0441//b1923//b0041//b1247//b4288//b1851//b4092//b1593//b1562//b3408//b1409//b3869//b0234//b0485//b2852//b3793//b3357//b2427//b2671//b1748//b1260//b3477//b1296//b3613//b2541//b1719//b1591//b2388//b4324//b0384//
GadE	b0860//b4094//b4266//sroC//b2531//b0765//b3773//b1306//b0571//b3062//b1498//b3751//b1658//b3500//b1673//b3925//b3186//b1748//b3367//b4471//b1905//b1892//b3095//b2553//b4050//b0334//b1184//b3326//b2687//
GadE-RcsB	b0964//b1258//b1041//b1744//b2323//b3037//b1241//b2127//b1521//
GadW	b1062//b3786//b1762//b3518//b0115//b1704//b3744//b0849//b2665//b2368//b0617//molR_1//b2937//b3334//b1982//
GadX	b0575//b1300//b2979//b2237//b1004//b1400//b1517//b4133//b4264//b1163//b1390//b0728//b0080//b0793//b2374//b0758//b3709//b0388//b3365//b3133//b2107//b0073//b0486//b4567//b4293//b4310//b2808//b4265//b0179//
GalR	b2943//b1004//b2221//b2995//b2342//b1285//b1547//b4357//b2702//b3236//
GalS	b4079//b1852//b0199//b3188//b0516//b3224//b2698//b3256//b3071//b1514//
GatR	b2582//b1857//b4292//b0597//b3357//b0085//
GcvA	b2379//b0331//b3124//b1736//b1634//
GlcC	b0074//b0435//b3729//b0166//b3967//b0339//b3908//
GlpR	b3509//b3437//b3212//b2722//b2156//b1736//b2754//b3941//b3707//
GlrR	b0331//b4415//b1641//b1307//b0296//
GntR	b1440//b1287//b3566//b1393//b2912//b2697//b3564//b3452//b1683//b1913//b3967//b1378//
GutM	b4026//b2702//b3236//b2499//b3956//b4024//b3607//
GutR	b2207//b3580//b1021//b3184//b4467//b2943//b1651//
HU	b4415//b4237//b4411//b3512//b0688//b4197//b4120//b3366//b3213//
HcaR	b2062//b0892//b2822//b2617//b3786//b4323//
HdfR	b2487//b3063//b2799//b3645//b1715//
HigA	b4194//b1924//
HigB-HigA	b1679//b3574//
HipAB	b1247//b1949//b1077//b2756//b2308//
HipB	b0441//b4599//b1532//b0150//b0432//b0464//
HyfR	b1207//b2076//b1221//b3773//b0696//b2724//b1283//b4384//b4476//b3133//b1288//b2221//
HypT	b0338//b0980//b0294//b4042//b0161//b3063//b2720//b4567//b0903//b2093//b3126//b3421//b3221//
IclR	b1608//b4086//b4613//b2489//
IdnR	b3831//b1511//b1857//b0123//b3911//b0033//b3365//
IlvY	b2605//b1948//
IscR	b1429//b1658//b0979//b0784//b0293//b0763//b0839//b0615//b4018//b4484//b1183//b3501//b0516//b4209//b1078//b1004//b1947//b4036//b1397//b1608//b4160//b3126//efeU_2//b0095//b4241//b2291//b4160//b2669//b0974//b3904//b2803//b4101//
KdgR	b1784//b1716//
KdpE	b0925//b3169//b0439//b1745//
LacI	b0460//b0075//b1735//
LeuO	b1261//b1486//b3071//b3581//b3067//b4079//b0786//b0435//b3125//b2342//b0041//b4444//b1039//b1091//b3787//b0019//b0795//b1860//b3132//b0987//
LexA	b1513//b1183//b3063//b0936//b3599//b1257//b2709//b3065//b0073//b0515//b2488//b2091//b0604//b3903//b0234//b1680//b4018//b2205//b2926//b3083//b1569//b0995//b0237//b0071//b1861//b2058//b3967//b3170//b1129//b0841//b1300//b3157//b0048//b3324//b1497//b2698//b1623//b2485//b4431//b1954//b0929//b1530//b2604//b0041//b2159//b2762//b1649//b0335//b1061//b0432//b3800//b2213//b4071//b4071//b0945//b0724//b3131//b2911//b4309//
LldR	b1945//b2368//b2422//
LrhA	b2712//b3479//b0349//b1322//
LsrR	b1022//b2617//b4705//b0654//b3959//b2151//b0450//b3115//b3071//
LysR	b2368//b1006//
MalI	b1579//b3845//b4238//
MalT	b0574//b3566//b1970//b2196//b4015//b0333//b0396//b0432//b0964//b4003//
MarA	b2085//b1507//b4151//b2222//b4088//b2508//b1609//b3794//b0856//b3729//b1499//b1949//b3325//b4398//b2720//b4408//b1263//b0698//b4400//b1902//b2717//b2149//b3138//b4117//b0708//b1245//b4513//b1264//b1914//b2235//b0088//b1493//b2752//b1945//b2706//b0073//b1796//b3333//
MarR	b2716//b2820//b3138//
MatA	b0090//b3329//b2316//b3645//b4698//b4118//b0353//b0622//
MazE	b1493//b2604//b4030//
MazE-MazF	b2823//b1306//b1735//
McbR	b0764//b0231//b2487//b1658//
MelR	b0234//b2669//b0398//
MetJ	b3624//b2715//b1620//b4004//b0338//b2500//b2000//b1022//b3751//b3334//b0399//b3334//b3911//b2481//b1012//
MetR	b3934//b0889//b2687//b0296//b1858//
MhpR	b1183//b3907//b0592//b1379//b3076//b3701//
Mlc	b1335//b2708//b4039//b4133//b3329//b2093//b2805//b3156//b3624//b1611//
MlrA	b3451//b3661//b4139//b0827//b1261//b0439//b1562//b3789//b0998//b3093//
MngR	b1306//b0997//b1846//
MntR	b2712//b1394//b1621//b3128//b3140//
ModE	b2964//b3645//b1304//b1707//b4154//b1682//b1655//b2392//b3528//b0777//b4354//b1682//b3941//b2476//b4026//b1252//b2205//b1434//b0090//b3141//b1475//b0812//b2074//b2605//b3794//b0349//b3923//b2528//b2311//b3902//b1304//b1079//b3403//b2991//b4312//b4698//b1483//b1076//b1712//b1733//b1245//b2676//b0390//b0293//b2093//b3188//
MprA	b1670//b2781//b0799//b2428//b2763//b1262//
MqsA	b1194//b3744//b0951//b0557//b3580//b4098//b1224//b2737//
MraZ	b2661//b3956//b2573//b2009//b2017//b3269//b4471//b1482//b3255//b3005//b4086//b1443//b0799//b1743//b4522//b0979//b1683//
MtlR	b0368//b0390//b0880//
MurR	b4125//b0389//b0853//
Nac	b3730//b3186//b2938//b3036//b4506//b1391//b0382//b1222//b1988//b2149//b0037//b3428//b2710//b1300//b3709//b3516//b1378//b2091//b3481//b3221//b0351//
NadR	b2937//b0776//b0366//b1039//
NagC	b2291//b1227//b3367//b3911//b0585//b4125//b3916//b0081//b1535//b0337//b0074//b2528//b0069//b0751//b0605//b4027//b3116//b2560//b3547//b0975//b1078//b0970//b1399//b4355//b1042//b3726//b2091//b2417//b1782//b0811//b1395//b2151//b2727//b2291//b0698//b1008//b0475//
NanR	b1386//b0792//b3518//b1297//b0809//b1706//b4382//b0604//b1846//b2481//b2486//
