#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b3742//b2286//
AcrR	b1683//b2824//b0429//b3940//b0197//b2726//b1201//b0727//b3005//b0430//b4034//
Ada	b2476//b3452//b1973//b1704//
AdiY	b1563//b2808//b0093//b0573//b2168//b2239//b3741//b3905//
AgaR	b3859//b1384//b1004//b2943//b0584//b3750//b1508//b1327//b0088//b2839//b1076//
AidB	b2388//
AlaS	b1483//
AllR	b3157//b0778//b0721//b1589//b1611//b2685//b1548//b2531//b3916//
AllS	b4439//b0904//b2285//
AlsR	b1761//b2417//b0587//b3829//b4291//b4050//
AppY	b0383//b2373//b0225//b0336//b0696//b3905//b0571//b3582//b2630//b3367//
AraC	b4289//b0162//b3741//b3038//b2368//b4131//b0623//b2574//b2752//b3905//b4092//b2312//b2818//b1716//
ArgP	b2760//b3922//b2306//b1304//b2201//b0925//b1859//b3171//b3363//b4033//b2800//b4435//b2242//b3035//
ArgR	b0852//b0596//b0514//b1016//b1391//b0708//b0574//b0020//b0377//b3332//b3525//b0590//b3366//b2710//b2075//b4702//b0069//b0778//b4035//b3359//b2344//b3728//b1198//b0515//b2605//b3911//b1848//b1511//b1398//b2202//b1611//b0724//b0874//b1408//b0762//b0722//b1498//b3938//
ArsR	b1201//b0396//b3137//
AscG	b2194//b4187//b1072//b3183//b0348//
AsnC	b1430//b3418//phnE_2//b3476//
AtoC	b4475//b2323//b4279//b1546//
BaeR	b3571//b4290//b0936//b3580//b3625//b0696//b4618//b0595//
BasR	b2841//b2286//b1452//b1207//b4242//b0344//b4100//b4365//b1521//b4577//b0937//b4093//b0928//
BetI	b1942//b2063//b0958//b0886//
BirA	b0293//b1513//b2685//b4323//b2724//
BluR	b3581//b4059//b1091//b2484//
BolA	b0896//b2058//
CadC	b3190//cpxQ//sroA//
CaiF	b4016//b0198//b4291//b1300//b4027//b1641//b2407//b4122//b4431//b0857//
Cbl	b0396//b2085//b0730//b1942//b3723//b1762//b0728//b3518//b2155//
CdaR	sroD//b1761//b3577//b2240//b3429//b3156//b1384//b1003//b4662//b1945//
CecR	b0076//b4242//b3869//b0590//b2212//
ChbR	b0040//b2197//b0722//sroD//b1396//b2312//
ComR	b0860//
CpxR	b0872//b1390//b2732//b1434//b3753//b1225//b3725//b3961//b3061//b1950//b1948//b1746//b4481//b0429//b2722//b0112//b4354//b2993//b4241//b3516//b3135//b3421//b1481//b3156//b4467//b2482//b2427//b4383//b0778//b4093//b3905//b4393//b1672//b4101//b3727//b1287//b1880//b3503//b3449//b4125//b0314//b3025//b2665//b0443//b0199//b0592//b1671//b1819//b0068//b0623//b0399//b3414//b0864//b2728//b3414//b0095//b4159//b2077//b0365//b0726//b0850//b1444//b2306//b2712//b1476//b2508//b3256//b3923//b2572//b1501//
Cra	b1900//b3026//b1587//b4254//b0095//b0064//b1398//b4416//b0722//b1322//b2732//b4311//b4027//b0751//b0654//b2686//b3845//b3513//b3431//b1080//b1988//b3137//b1167//b3700//b3131//b0277//b1241//b4398//b1531//b1378//b1925//b0460//b1167//b0799//b0240//b2722//b3515//b4138//b0428//b2316//b2675//b1132//b2149//b2243//b1857//b0341//b1334//b1010//b3011//b1735//b2000//b4408//b4673//b2428//b4323//b3083//b3793//b3784//b3095//b0060//b3065//b3132//b0726//b1485//b2573//b2553//b0113//b3330//b2427//b1577//b4197//b2943//b0076//b1681//b4059//b2240//b1587//b3600//b1924//
CreB	b2789//b1588//b2421//b2779//b0683//
CsgD	b3869//b1476//b2557//b2167//b4150//b2283//b0873//b2662//b0591//b1481//b0042//b0873//b3789//b1744//b0350//b3959//b1810//b0934//b1623//b3868//b1008//b4070//b0473//yegZ//b2926//b2762//b0871//b2824//
CsiR	b0972//b0041//b0903//b4034//b1263//
CspA	b0811//b0973//
CueR	b0180//b1131//b4698//b4365//b1040//b3125//b0151//
CusR	b3547//b2702//b4106//b3845//b0759//b0207//b1493//b1920//b3207//b3113//b1859//b2687//
CynR	b3613//cpxQ//b1780//b1010//
CysB	b1011//b3126//b2284//b1306//b3324//b2666//b0068//b0392//b4291//b2074//b1393//b2718//b2711//b0763//b4451//b2540//b4124//b1397//b1674//b4291//b2923//b2310//b2820//b3414//b2310//b1500//b1784//b0041//b0871//b1924//b3134//b3521//
CytR	b0344//b0849//b1227//b3214//b2991//b0863//b2942//b4438//b3453//b0232//b1641//b0085//b1514//
Dan	b4098//b2821//b0377//b0777//
DcuR	b2491//b0112//b4018//b0727//b3604//b4511//b2204//gadF//b2752//
DeoR	b2365//b0889//b4118//b1747//b3156//b1782//
