#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b1264//b1008//
AcrR	b3567//b4159//b1948//b4451//b0925//b0811//b0296//b3190//b4312//b3939//b2208//
Ada	b2531//b2427//b3421//b3680//
AdiY	b2207//b2127//b2212//b3134//b4443//b3091//b4249//b0855//
AgaR	b4087//b4241//b4445//b0849//b4154//b2750//b1287//b1300//b4471//b3512//b1620//
AidB	b1818//
AlaS	b1043//
AllR	b1704//b3748//b1297//b4099//b3512//b0221//b1389//b0081//b0167//
AllS	b1245//b2063//b3625//
AlsR	b1715//b4705//b4705//b3415//b1327//b3645//
AppY	b3906//b3005//b2788//b3168//b4090//b1880//b1713//b0841//b0441//b0795//
AraC	b3600//b1620//b2938//b1679//b2841//b4670//b1859//b0819//b1302//b0043//b1499//b2977//sroA//b2323//
ArgP	b1552//b3688//b1275//b2423//b4119//b3868//b2105//b3067//b4324//b1507//b1070//b3065//b0090//b2762//
ArgR	b2698//b2905//b3525//b1679//b4034//b1569//b0032//b2486//b0684//b0795//b2992//b0166//b1398//b2029//b2699//b3125//b2540//b0035//b1442//b0775//b4457//b1950//b1676//b3127//b1744//b1973//b0400//b3451//b0064//b2938//b2600//b2152//b0936//b3741//b1037//b0207//b3514//b1440//
ArsR	b2204//b2723//b3116//
AscG	b1335//b4457//b1482//b4354//b0799//
AsnC	b0732//b4457//b2573//b2905//
AtoC	b0872//b3227//b2600//b0486//
BaeR	b1623//b1907//b2964//b0385//b4460//b0903//b4398//b4468//
BasR	b2788//sroD//b4310//b0389//b3940//b2371//b4120//b0086//b1938//b4313//b3037//b2464//b1092//
BetI	b4094//b1333//b2197//b3368//
BirA	b1508//b1497//b0315//b1385//b3722//
BluR	b0964//b4138//b4347//b3171//
BolA	b0765//b4484//
CadC	b2684//b1737//b2760//
CaiF	b1275//b1322//b2674//b3709//b3092//b1499//b0622//b3751//b0231//b3367//
Cbl	b0786//b2372//b0167//b3161//b2277//b2837//b0081//b3785//b1302//
CdaR	b1851//b3331//b0086//b3083//b2759//b0891//b3902//b3415//b2676//b0179//
CecR	b0896//b1194//b3214//b2155//b0178//
ChbR	b3958//b0975//b0622//b2726//b2662//b3082//
ComR	b4355//
CpxR	b4035//b1304//b0696//b3702//b0872//b2370//b1409//b4073//b3094//b1947//b1924//b3908//b4347//b0207//b3744//b2994//b0980//b0987//b1296//b1921//b2095//b4099//b0350//b2423//b3008//b0734//b2542//b0675//b4132//b1481//b2368//b0857//b1442//b2075//b3580//b0614//b2826//b1258//b3967//b2207//b4382//b2717//b1938//b4063//b1616//b0154//b2663//b1513//b2194//b1391//b1004//b1224//b4592//b2802//b1680//b3579//b2279//b2707//b2200//b2676//b2107//b3093//b0512//b0997//b0653//b1407//b0764//b2783//b0473//b1518//
Cra	b0033//b1081//b1243//b1077//b4194//b4476//b0873//b2388//b1672//b4042//b0677//b4076//b2465//b1082//b0937//b4539//b4095//b0343//b2155//b1481//b2893//b3169//b3161//b2194//b0432//b0806//b2370//b1744//b4567//b2964//b1225//b2486//b0112//b3409//b2537//b0116//b2666//b1707//b0304//b0591//b2276//b4280//b3614//b1578//b2279//b1113//b3207//b2492//b2277//b0958//b2414//b1091//b1762//b1391//b2687//b2601//b1671//b3335//b2481//b4100//b0311//b3501//b0384//b3357//b3774//b0675//b0339//b0793//b0755//b4040//b3599//b0019//b0854//b2666//b1077//b3026//b4416//b0688//b3547//
CreB	b1012//b1400//b1717//b3065//b3603//
CsgD	b2542//b1507//b3787//b0389//b0820//cpxQ//b1131//b2542//b1567//b1207//b0812//b1939//b3908//b4310//b4013//b2196//b2801//b2783//b1327//b4036//b4435//b4003//b1203//b2661//b0340//b4003//b0931//b1947//
CsiR	b2310//b4033//b1860//b0974//b0315//
CspA	b4193//b3113//
CueR	b2728//b1304//b3332//b2222//b0850//b3451//b2553//
CusR	b2713//b1530//b3224//b3461//b4070//b2059//b2579//b2151//b0179//b2464//b1719//b1321//
CynR	b2237//b2286//b4005//b3916//
CysB	b2486//b3062//b1548//b0697//b2987//b3124//b3773//b3368//b2421//b2725//b1305//b0575//b1540//b2927//b2911//b1013//b3607//b0750//b2706//b1091//b2284//b2993//b2148//b0019//b1618//b3026//b2730//b1887//b3828//b1303//b0654//b2029//
CytR	b3743//b0623//b3414//b1734//b4265//b0066//b0083//b0762//b2803//b4400//b4005//b1415//b1683//
Dan	b2684//b1265//b4398//b0067//
DcuR	b3137//b0728//b4417//b0335//b2721//b2617//b0090//b1007//b0074//
DeoR	b4443//b0462//b0722//b3502//b0606//b1222//
DhaR	b2731//b2283//b0039//b2977//
