#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b3432//b2724//
AcrR	b2893//b2364//b4698//b2905//b3502//b0590//b1043//b0975//b0892//b2927//b4311//
Ada	b2288//b3916//b0396//b4384//
AdiY	b3125//b1655//b2997//b2237//b0475//b2198//b1482//b0728//
AgaR	b1970//b3449//b3452//b0036//b2723//b4292//b1621//b3269//b3057//b0873//b4367//
AidB	b0618//
AlaS	b4292//
AllR	b0096//b4093//b2407//b4098//b3237//b2822//b0855//b3006//b1762//
AllS	b3184//b0514//b4105//
AlsR	b4381//b0751//b1669//b0464//b4705//sroA//
AppY	b2571//b1784//b2200//b0583//b2531//b2009//b0153//b3225//b0606//b1323//
AraC	b1591//b2091//b2379//b3725//b1485//b1654//b3227//b2723//b1519//b3729//b0936//b4238//b2465//b2823//
ArgP	b2822//b3327//b1743//b0411//b3661//b3324//b0880//b4293//b4119//b1323//b3006//b3925//b3607//b1277//
ArgR	b2764//b1486//phnE_2//b0862//b3813//b2197//b3011//b0778//b2148//b0933//b2508//b0154//b3222//b2499//b1296//b3500//b2718//b2416//b0903//b2904//b2507//b0996//b2167//b1970//b1947//b3829//b0181//b3027//b0511//b0784//b2097//b0343//b3912//b2802//b3752//b1226//b0070//b0087//
ArsR	b2464//b4291//b2912//
AscG	b2366//b1475//b1390//b0764//b4159//
AsnC	b4088//b1532//b3367//b2150//
AtoC	b1891//b2487//b4115//b1198//
BaeR	b3073//b0850//b1951//b2375//b4074//b0515//b4124//b0614//
BasR	b0751//b2923//b1112//b2820//b3566//b2167//b4577//b0895//b0805//b4072//b0622//b1243//b3908//
BetI	b1037//b0068//b0032//b3688//
BirA	b0486//b4131//b0353//b3368//b3722//
BluR	b0507//b4309//b4196//b4705//
BolA	b1548//b0199//
CadC	b2820//b0084//b1521//
CaiF	b4025//b0854//b3506//b2155//b2429//b0592//b2058//b0507//b1076//b4132//
Cbl	b2541//b2369//b4086//b0675//b0785//b1062//b3237//b0152//b0396//
CdaR	b1747//b3115//b4131//b0428//b2987//b0757//b1333//b0812//b1796//b0871//
CecR	b0729//b1819//b0207//b0344//b1717//
ChbR	b1023//b4239//b1552//b4115//b0781//b2155//
ComR	b1321//
CpxR	b2913//b4443//b0857//b1326//b0591//b2068//b0805//b3569//b3332//b3645//b1015//b0070//b2916//b2486//b0411//b2237//b4096//b0486//b2060//b0073//b1514//b2429//b0987//b1878//b1283//b3451//b0294//b4087//b2205//b2306//b1288//b1252//b1307//b4408//b2508//b3728//b3269//b0591//b1113//b1681//b0043//b1568//b3789//b0856//b2241//b2838//b0411//b0509//b1009//b0237//b0301//b4392//b0980//b3480//b4029//b2277//b0441//b3967//b1548//b1409//b1136//b1620//b2282//b3083//b3117//b3091//b4104//b4381//b3213//b1308//
Cra	b1037//b0451//b4367//b2676//b3688//b0522//b2224//b0903//b0874//b3359//b3403//b0115//b2662//b0996//b3927//b0726//b3081//b2993//b0929//b1400//b1945//b1252//b1283//b1821//b4268//b0066//b0294//b3335//b0687//gadF//b1498//b1671//b1736//b3037//b3270//b1949//b0728//b1130//b1947//b0475//b4043//b3453//b4154//b0593//b2826//b0863//b4150//b4577//b1791//b3702//b2421//b0755//b1790//b4416//b2708//b2666//b2291//b1488//b1262//b3702//b2558//b2938//b1071//b3604//b4398//b1020//b2240//b1548//b0150//b3214//b2153//b2465//b0225//b4075//b3421//b3325//b3567//b3432//b0977//
CreB	b1335//b0388//b1818//b0721//b2821//
CsgD	b0020//b3186//b1738//b1298//b4268//b0431//b2286//b2826//b0396//b4613//b1851//b3726//b4471//b2661//b3905//b1042//b0729//b3138//b0301//b2750//b1222//b2197//b1131//b1563//b3491//b3566//b0475//b1003//
CsiR	b0852//b1589//b3967//b0973//b2239//
CspA	b3363//b0334//
CueR	b4254//b3431//b1408//b2486//b2309//b2788//b1023//
CusR	b3934//b2222//b4024//b3365//b4025//b4026//b1733//b4444//b3751//b3036//b1498//b2707//
CynR	b1430//phnE_2//b0784//b0586//
CysB	b4100//b4705//b0677//b0973//b1790//b2617//b2528//b1022//b3912//b1429//b1483//b2943//b4039//b2153//b2095//b3728//b3784//b1303//b1672//b1877//b1926//b0313//b0167//b1532//b3449//b0806//b3065//b1587//b3790//b4089//b2276//b3701//
CytR	b1656//b0522//b4312//b2669//b4040//b4154//b1949//b3035//b4260//b1950//b1198//b1741//b3006//
Dan	b0113//b2980//b3164//b1335//
DcuR	b4484//b4240//b4290//b0044//b1679//b0073//b1398//b3624//b1070//
DeoR	b1481//b4289//b1620//b4513//b0998//b3271//
DhaR	b3441//b3500//b2530//b1901//
DicA	b1779//b2484//b2631//b2711//b0615//b3583//b2342//b0565//
DinJ-YafQ	b0439//b3327//b4267//
DnaA	b4287//b0366//b0377//b2675//b2540//b4444//b1716//b1484//b2279//b4398//b0114//b0462//
DpiA	b2308//b1441//b2913//b1132//b0339//b0377//b4074//b4321//b4384//b3942//b2148//
DsdC	b1091//b2702//b1499//
EbgR	b3791//b3367//
EnvR	b3067//b3908//
EnvY	b0347//b3509//
EvgA	b3451//b4027//b2805//b2559//b4106//b3501//b0806//b2222//b1475//b0708//b0063//b4093//b0349//b2837//b3168//b3021//b1072//b0764//b0781//
ExuR	b3083//b1080//b1198//b0114//b1093//b3409//b2095//b1516//b4105//
FabR	b2017//b2994//
FadR	b0233//b0273//b2286//b3521//b2199//b1391//b0592//b0895//b2662//b1283//b4003//b3221//b0226//b1411//b3327//b2542//b2764//b0076//b0784//b2760//b0081//b0084//b0685//
FeaR	b2424//b1325//
FhlA	b0475//b3164//b1334//b1377//b3916//b0605//b2068//b0950//b3166//b3403//b1194//b2751//b2687//b1797//b2820//b2728//b4355//b1575//b0595//b1409//b0863//b2060//b1305//b3133//b2711//b4034//b2705//b1857//b0682//b1719//
