#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct 10 15:03:56 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/datasets_bnumbers/gos_bnum.txt
GO_0000018_7	b0657//b4470//b4072//b0920//
GO_0000023_6	b0233//
GO_0000025_7	b3299//
GO_0000027_7	b2281//b3615//b1135//b0084//b3081//b2819//b3686//b0603//b4092//b3261//b2269//b1505//rpnC//
GO_0000028_7	b1530//b3455//b0125//b2831//b3895//b0584//b3318//b3455//b1123//
GO_0000032_8	b4040//
GO_0000041_8	b4391//b3265//b0603//b0214//b1539//b1118//b0479//b0633//b3450//b2913//b0857//b2817//b2990//b2093//b3668//b3765//b2843//b2569//b1807//b0859//b3118//b3502//b3049//b2278//b2220//b3136//b3008//b0174//b3592//hprS//b3148//b3206//b0450//b0640//b1202//b2267//b2257//b1024//b3616//
GO_0000050_5	b1499//b0345//b0486//b4173//b1110//b2437//b1467//
GO_0000053_5	b1612//
GO_0000096_5	b2208//b1838//b2014//b1427//b0101//b3885//b4119//b4079//b0212//b1611//b0112//b3138//b3828//b1914//b1130//b3766//b0608//b3733//b3892//b4384//b3503//
GO_0000097_6	b1271//b3939//b1735//b4129//b0404//b0146//b3687//b3339//b3996//b0873//b2217//b0085//b0852//b2184//
GO_0000098_6	b3993//b3161//b2294//b0241//b3306//
GO_0000101_6	b2320//b3791//b3470//b3197//b3871//b3414//b0509//b3392//b2515//b0948//b4335//b1270//b3844//b0623//b4095//
GO_0000103_5	b2904//b3822//b2780//
GO_0000105_6	b1991//b3497//b4117//b0721//b2329//b3032//b3734//b3540//
GO_0000154_7	b2290//b1276//b4118//b2831//b0817//b0758//b3942//b3727//b4306//b3500//b4267//b1767//b2136//b2817//b3661//b2584//b3956//b3266//b3343//b0708//b3784//b4362//b1265//b2871//b1342//b2532//b3238//b0475//b2527//b1815//b0186//b1341//
GO_0000160_5	gapC//b1772//b3465//b3426//b1298//b0908//b3597//b0526//b4318//b0531//b3838//b3462//b1676//b3148//b3577//b1133//b4022//b4123//b3712//b0812//b3985//b4124//b0697//b1054//b3030//b3255//b3930//b1021//hxpB//b3728//b1074//b1719//b1599//b3578//b1814//b3417//b3463//b3959//b4419//b4052//b3765//b4687//b2197//
GO_0000162_7	b3367//b2597//b4298//b1424//b2078//b1882//b3597//b2128//b0401//
GO_0000255_5	b3208//b3943//b1335//b0071//b4162//
GO_0000256_6	b1096//b0652//b3163//b2211//b0887//
GO_0000270_7	b1731//b1865//b3636//b4088//b1326//b2014//b3771//b0445//b3539//b4401//b3517//b2212//b2763//b0856//b1544//b1514//b2077//b0940//b2498//b4554//b0243//b0962//b2874//b1724//b2479//b3018//b1404//b1622//b4099//b2845//b2061//b3850//b1349//b1791//b2216//b0623//b3775//b0859//b3509//b2627//b4029//b3554//b0300//b0074//b0129//b0727//b4363//b0178//b1130//b1735//b1776//b2865//b3889//b3781//b1711//b2218//b0167//b2840//b3651//b2324//b3518//b3249//b3011//
GO_0000271_6	b4484//b2292//b1282//b1306//b1314//b3863//b4311//b1832//b1101//b0025//b0831//b2990//b3243//b3309//b2624//b0973//b3691//b2428//b2167//b0186//b3665//b2311//b3049//b3165//b3535//b0481//b2020//b0551//b2328//b2817//b2093//b2715//b3462//b0980//b4171//b2198//b2952//b1602//b2169//b3292//b2053//b2064//b3262//b0419//b1885//b1124//b2182//b3258//b3350//b0386//
GO_0000272_6	b3152//b3651//b4246//b2369//b0842//b1645//
GO_0000302_5	b4428//b4220//b2126//b0998//b1041//b2429//b2622//b4415//b2662//b1831//b3770//b0692//b2507//b4665//b2008//b2232//b4255//b1973//b2702//b2519//b0328//b3661//b1107//b3187//b0777//b0102//b2777//b0998//b3684//b4114//b3265//
GO_0000303_6	b2665//b4143//
GO_0000305_5	b2428//b0009//b2507//
GO_0000372_11	b0762//
GO_0000375_9	b4213//
GO_0000376_10	b1943//
GO_0000413_9	b1783//b3331//b2611//b0095//b3749//b2844//b2320//b4067//
GO_0000451_7	b1473//b1481//b3769//b3118//b3376//
GO_0000453_8	b1838//b3908//b1216//b0762//b0214//
GO_0000455_9	b2536//b3393//b0731//b0794//b4319//b3404//b2508//
GO_0000462_11	b0242//b3897//
GO_0000469_8	b0318//
GO_0000470_10	b2256//
GO_0000478_9	b0939//
GO_0000715_6	b2480//
GO_0000716_7	b0307//
GO_0000724_8	b1281//
GO_0000725_7	b0680//b4232//b1109//b1876//b2914//b1447//
GO_0000726_7	b2580//
GO_0000731_7	b3296//b0920//b0061//b4177//b0902//b1386//b1536//
GO_0000737_7	b3690//
GO_0000738_7	b2197//b3310//b2052//
GO_0000746_4	b2698//
GO_0000820_7	b2624//
GO_0000902_5	b2963//
