#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct 10 15:03:56 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/datasets_bnumbers/gos_bnum.txt
GO_0000018_7	b4291//b0912//b4280//b1018//
GO_0000023_6	b0465//
GO_0000025_7	b3726//
GO_0000027_7	b4354//b0949//b2303//b1658//b0856//b2297//b3891//b1167//b1492//b3456//b3364//b0764//b4170//
GO_0000028_7	b2781//b2184//b0871//b0893//hiuH//b4043//b4208//b1279//b2683//
GO_0000032_8	b1805//
GO_0000041_8	b2386//b1277//b2393//b2615//b2559//b3137//b1290//b1084//b3641//b1932//b2962//b1743//b2947//b3320//b1342//b0619//b3228//b0526//b3514//b3824//b0935//b0543//b2369//b3941//b0890//b3405//b4501//b1479//msrQ//b2294//b3235//b3350//b3149//b1861//b0003//b0045//b0575//b4327//b1536//
GO_0000050_5	b4513//b0260//b1683//b3910//b2841//b3192//b0947//
GO_0000053_5	b0046//
GO_0000096_5	b4565//b2159//b1187//b0795//b1865//b3511//b2599//b4153//b0762//b2405//b3395//b0182//b4524//b3474//b2135//b2785//b1545//b4177//b2477//b4040//b0628//
GO_0000097_6	b1597//b4664//b3316//b1575//b4386//b1724//b3794//b3553//b0876//b3143//b2506//b0585//b0697//b3684//
GO_0000098_6	b0935//b0080//b0733//b2627//b2498//
GO_0000101_6	b3413//b1804//b1981//b4315//b3831//b3084//b0134//b0002//b3162//b2667//b1830//b0912//b3357//b0777//b2894//
GO_0000103_5	b0566//b2211//b4327//
GO_0000105_6	b0958//b1427//b3135//b0305//b0599//b0765//b0588//b2022//
GO_0000154_7	b0388//b2536//b0262//b2481//b4687//b1073//b3359//b2015//b0861//b3126//b2527//b0239//b3879//b4161//b2260//b1145//b3050//b1926//b1861//b2566//b0931//b0269//b1544//b4072//b0413//b1501//b1821//b2174//b4662//b3832//b0810//b2567//
GO_0000160_5	b4245//b3035//b0113//b4214//b0088//b0466//b4085//b4618//b1045//b3882//b1930//b0188//b0436//b3577//b2673//b0806//b2436//b3543//b3075//b3811//b2479//b0261//b1469//b2179//b2604//b2154//b2640//b1492//b3699//b1924//b0974//b1040//b2314//b0231//b1535//b0497//b0382//b2871//b0103//b3585//b0841//b1501//b1848//
GO_0000162_7	b4114//b1209//b0221//b3710//hexR//b4258//b0620//b0565//b0710//
GO_0000255_5	b0969//b1552//b3424//yeeL//b1362//
GO_0000256_6	b3476//rpnD//b3052//b1098//b2107//
GO_0000270_7	b3963//b4381//b3519//b2619//b1183//b2129//b1783//b0733//b1896//b3178//b3636//b3064//b3200//b2784//b1521//b0269//b3296//b4386//b3212//b3615//b2341//b4254//b2311//b1508//b4477//b0320//b0110//b0262//gapC//b1745//b2386//b0096//b3994//b0356//b2098//b3973//b3290//b3071//b1077//b2708//b4083//b2324//b2905//b1575//b2802//b0424//b3279//b2675//b1854//b1587//b2399//b0967//b0571//b0487//b3092//b0675//b2437//b0031//b3813//b3281//b0069//b2679//b2600//
