#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct 10 15:03:56 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/datasets_bnumbers/gos_bnum.txt
GO_0000018_7	b1352//b0440//b2284//b2568//
GO_0000023_6	b1167//
GO_0000025_7	b3177//
GO_0000027_7	b1281//b4196//rhmR//b4207//b0972//b2910//b1339//b1048//b0019//b3093//b1970//xisR//b1141//
GO_0000028_7	b0810//b4142//b1119//b0728//b3358//b3730//b0490//b0366//b1277//
GO_0000032_8	b1992//
GO_0000041_8	b2195//b0584//b0175//b0750//b3546//b1218//b3209//b1606//b2574//b2311//b1204//b3918//b3809//b1970//b3715//b0241//b4378//b0383//b0632//b2920//b4241//b0002//b3654//b1349//b1609//b4483//b4365//b3298//gpr//b0170//b1399//b2937//b3621//b3053//hprS//b1262//b1838//b2751//b0376//
GO_0000050_5	b3010//b1262//b0220//b0086//b0823//b0399//b0850//
GO_0000053_5	b3624//
GO_0000096_5	b1597//b1739//b0932//b3412//b3793//b3479//b0783//b0492//b4082//b0325//b2436//b3110//b0933//b4071//b1126//b1734//b1241//b3462//b3309//b2510//b1681//
GO_0000097_6	b3789//b4018//b2578//b0555//b3453//b2509//b3590//b0393//b3366//b4080//b1681//b0425//b1342//b1724//
GO_0000098_6	b4335//b0900//b3432//b4024//b0118//
GO_0000101_6	b4235//b1128//b0630//b0440//b0140//b3292//b0483//b1783//b3196//b1076//b4557//b4133//b1522//b3640//b0353//
GO_0000103_5	b0444//b1035//b3282//
GO_0000105_6	b0245//b1080//b3331//b2379//b1564//b2075//b4144//b4026//
GO_0000154_7	b0576//b4005//b1709//b1412//b3212//b3464//b2075//b3153//b2922//b1200//b2529//b0413//b3012//b0445//b2675//b0480//b0695//b1656//b3878//b3684//b4353//b0729//b3399//b0185//b0564//b0239//b3568//b2197//b2742//b3018//b0066//b3933//
GO_0000160_5	b0466//b0058//b2431//b4020//b4506//b1926//b3933//b1407//b1234//b3421//b1782//b2554//b3142//b3309//b0423//b1410//b0461//b4662//b0904//b1808//b0990//b2064//b2483//b1518//b2699//b3187//b0124//b2113//b4169//b4524//b4042//b2987//b0356//b0001//b0447//b1237//b3752//b4262//b3511//b1740//b3432//b0594//b0146//
GO_0000162_7	b0891//b1246//b3945//b1660//b3156//b4085//b2014//b1125//b0815//
GO_0000255_5	b0616//b3749//b1236//b0059//b0175//
GO_0000256_6	b2218//b3199//b2870//b1080//b0867//
GO_0000270_7	b2947//b1336//b3608//b2165//b0512//b3195//b1118//b3715//b4117//b2058//b1280//b2964//b1724//b3746//b1265//b3954//b0740//b0472//b3403//b3627//b0608//b1281//b1676//b0191//b2132//b2233//b1238//b0632//b2803//b0467//b2542//b4094//b3585//b4326//b2243//b1297//b1342//b4666//b2507//b3313//b2386//b2224//b2669//b1945//b3711//b3568//b4160//b1733//b1550//b1411//b0777//b0403//b3744//b3438//b1895//b1348//b2734//b1038//b0426//b3590//b4464//b3195//b2530//
GO_0000271_6	b4116//b4381//b4055//b1826//b2478//b1399//b2617//b0405//b2066//b1712//b2709//b3063//b4076//b0730//b2175//b2011//b3415//b1438//b4662//b0893//b1412//b2506//b3857//b0178//b0314//b0907//b1664//b0512//b3146//b1349//b1215//b1235//b4194//b3452//b2531//b0768//b2566//b0368//b0546//b0414//b3327//b0398//b2510//b0529//b1723//b4483//b2603//b2241//b1535//b2756//
GO_0000272_6	b0578//b0593//b2245//b0368//b3737//b3683//
GO_0000302_5	b0981//b0049//b3889//b2069//b2845//b0355//b3772//b0929//yeeL//b4058//b0642//b0835//b2334//b3403//b3355//b3793//b4613//b0443//b3584//b4377//b2263//b3885//b2021//b4117//b3721//b1393//b0415//b1579//b3127//b0439//b3199//
GO_0000303_6	b2531//b1978//
GO_0000305_5	b1896//b3451//b3457//
GO_0000372_11	b0051//
GO_0000375_9	b1895//
GO_0000376_10	b1199//
GO_0000413_9	b1828//b3669//b3384//b0988//b3599//b3514//b0775//b1444//
GO_0000451_7	qorA//b2568//b1098//b1787//b3894//
GO_0000453_8	b4016//b3057//b2430//b3804//b4381//
GO_0000455_9	b1761//b0799//b4378//b0460//b2600//b3849//b0870//
GO_0000462_11	b3962//b0859//
GO_0000469_8	b2774//
GO_0000470_10	b2502//
GO_0000478_9	b2281//
GO_0000715_6	b3029//
GO_0000716_7	b1387//
GO_0000724_8	b3433//
GO_0000725_7	b1130//b1570//b1010//b3089//b3137//b3927//
GO_0000726_7	b3475//
GO_0000731_7	b3778//b2611//b0486//b4322//b3082//b2943//b4079//
GO_0000737_7	b2838//
GO_0000738_7	b3368//b3353//b4109//
GO_0000746_4	b4052//
GO_0000820_7	b3544//
GO_0000902_5	b0313//
GO_0000910_4	b3193//b3047//b1595//b4465//b2349//b3181//b4386//b0752//b4018//b1686//b2788//b3936//b3973//b3718//b2910//b3541//b3450//b3517//
GO_0000917_6	b4460//b2234//b3147//b0238//b3396//
GO_0000918_6	b2934//b1447//b2315//b0265//
GO_0000920_3	b0751//b2845//b0571//b2797//b4384//
GO_0000921_6	b4149//
GO_0000966_8	b0774//b3249//b1306//b1105//
GO_0000967_10	b3163//b3793//b1326//
GO_0001101_4	b4513//b4220//b2757//b4152//b3771//b1110//b0685//b3303//b3584//b1059//b0135//b4306//b3816//b3235//b2368//b4362//b3594//b2905//b4191//b3751//b3375//b2761//b3942//b2121//b3223//b3300//
GO_0001121_7	b3834//b0378//
GO_0001123_8	b3243//
GO_0001124_8	b4506//
GO_0001407_7	b4142//b2801//b3732//b1071//
GO_0001505_4	b0452//b0015//b0718//b3625//b3518//b3172//b4175//b2559//b2507//b1234//b4191//b3291//b2628//b1863//b2136//b3455//
GO_0001510_5	b4125//b2163//b1731//b1887//b4480//b0094//b3368//b0892//b3838//b0001//b0121//b3989//b3771//b1473//b0273//b3384//b3162//b0566//b1465//b0071//b1718//b1235//b3732//b0853//b2877//b2441//b3510//b4302//b2213//b1363//b3793//b1712//b1621//b2341//b4297//b0894//b3268//b3583//b1613//b4092//
GO_0001514_8	b1323//
GO_0001522_7	b1848//b3517//b3349//b3648//b2470//b1072//b3458//b1253//b2786//b3974//b0077//b4092//b0936//
GO_0001539_4	b3390//b0765//b1501//b1299//b3307//b3779//b1753//b4340//b2096//b1993//b1695//b3317//b1024//b3737//b3290//b2170//b4394//b3996//b2413//b1704//b0367//b3406//b1978//b0497//b4356//b1540//rhmR//b1098//b4172//b0847//b2500//
GO_0001558_5	b3050//b3249//b0723//b0864//b0893//b3989//b0398//b2110//
GO_0001561_6	b3884//
GO_0001666_4	b0467//
GO_0001676_6	b3290//b0198//b4124//
GO_0001680_11	b1661//
GO_0001682_11	b1991//
GO_0001731_7	b2519//
GO_0001762_6	b0680//
GO_0001887_4	b4637//b2076//b4015//
GO_0001896_5	b0588//b2441//b0835//b0811//
GO_0001907_5	b0856//b2231//b0490//b0140//
GO_0001932_8	b1224//b3831//
GO_0001934_9	b3956//
GO_0002047_6	b4018//b0180//
GO_0002097_8	b3190//b2521//b2954//b1812//b2514//b1505//b3052//b2385//b4324//b0767//b3212//b0470//b0727//b3679//b2659//b3413//b2526//b4363//b0281//
GO_0002098_9	b3320//b3972//b0815//b2780//b0131//b3067//b0891//b2308//b0990//b4123//b1266//b0294//b0819//
GO_0002099_9	b2874//b2074//
GO_0002100_9	b0174//
GO_0002101_9	b2703//b0662//
GO_0002128_7	b4409//b3778//b2679//b4306//
GO_0002130_8	b0914//
GO_0002131_9	b1606//
GO_0002132_9	b4383//
GO_0002136_10	b2350//
GO_0002143_9	b2529//b2731//b0593//b3871//b4251//b3682//
GO_0002181_7	b0242//b1135//
GO_0002183_5	b3850//
GO_0002184_8	b0683//
GO_0002188_6	b1238//
GO_0002190_6	b1780//
GO_0002192_8	b1955//
GO_0002252_3	b3952//b0862//b4378//b3906//b1492//b1166//b4076//b3967//b2206//b3061//
GO_0002790_6	b3701//b3847//b0683//b2020//b4142//b0422//b1197//
GO_0002937_9	b3916//
GO_0002938_8	b2960//
GO_0002939_7	b3940//
GO_0002943_8	b1288//
GO_0002949_8	b3789//b0096//b2202//b0584//
GO_0003333_7	b3469//b4069//b0034//b3525//b0784//b0375//b2871//b0973//b1127//b1601//b0265//b0574//b1082//b3904//b3454//b2082//b0862//b2108//b2175//b2709//b3409//b2877//b4082//b3009//b1569//b0198//b2197//b0405//b2136//b4399//b0797//b2789//b0585//b2292//b0597//b0521//b0239//b3365//b3115//b3279//b4478//b0732//b3902//b0241//b2047//b4637//b2597//b0191//b3068//
GO_0005975_4	b3412//b2934//b3193//b1688//b3774//b0481//b2203//b2798//b2307//b1840//b2609//rpnB//b3974//b3437//b1167//b1987//b0732//b3165//b1049//b0949//b2532//b4381//b4100//b1653//b0197//b0019//b3747//b4376//b0185//b1891//b0830//b3121//b3842//b2730//b2667//b4147//b3566//b3021//b0633//b1187//b3143//b4255//b1045//b4041//b3318//b4119//b1037//b0031//b3363//b1062//b0981//b3163//b1246//b0936//b3927//b2840//b2582//b0751//b4255//b3252//bioD1//b3708//b3907//b4026//b3496//b3205//b1959//b3668//b0020//b1191//b2149//b1265//b3738//b3884//b0728//b3048//b3208//b3518//b4086//b0461//b3516//b3816//b2255//b1218//b3367//b3166//b3480//b3688//b0325//b3250//b2429//b2748//b2201//b0375//b0175//b3905//b4374//hprR//b3096//b0887//b4249//b1009//b1035//b1119//b2344//b1478//b4290//b1533//b2687//b4225//b0424//b1595//b0210//b3244//b3594//b2765//b0069//b0677//b4173//b0794//b3685//b2253//b1192//b4602//b1824//b0377//b2604//b4219//b4138//b3708//b4557//b1131//b2682//b0509//b1855//b1576//b2930//b3534//b0793//b2026//b4113//b0089//b3136//b3414//b3838//b2715//b2548//hprR//b2257//b2705//b1870//b4238//b0573//b2874//b3156//b1736//b1956//b1129//b1330//b4464//b4027//b2734//b3562//b1167//b3462//b4421//b2803//b3481//b3497//b4311//bioD2//b4213//b2686//b0969//b3408//b3072//b3428//b3298//b2998//b0870//b1348//b3779//b3961//b1329//b2126//b1204//b2559//b3728//b0019//b1069//b0827//b1159//b0182//b4311//b1202//b3180//b0962//b2310//b0826//b1280//b0574//b3221//b3479//b4506//b2797//b3343//b3347//b2241//b3857//b3303//b2797//b3766//b3883//b1274//b0694//b2528//b0925//b3291//b1158//b2699//b2597//b0410//b2670//b2261//b3876//b2786//b1199//b3456//b1552//b0710//b3973//ftp//b1274//b1658//b1352//b3733//b2493//b0524//b2213//b1089//b1062//b2491//qorA//b2245//b3684//b3526//b0184//b1914//b2665//b0081//b0729//b0197//b0861//b0076//
GO_0005976_5	b2121//b0954//b0819//b2281//b1481//b2108//b2571//b0517//b2342//b0301//b2113//b3197//b1270//b0557//b4080//b1131//b4101//b0738//b1492//b0329//b3722//b1538//b3406//b0573//b1943//b2281//b2540//b0878//b1105//b4031//b0120//b0473//b0120//b0053//b2441//b4046//b2566//b1603//b2257//b0790//b2037//b3140//b3137//b2838//b4465//b0375//b0750//b3006//b2925//b3688//b0900//b3782//b0762//b0739//b3522//b1650//b3699//b0059//b4428//
GO_0005977_6	b2245//b0785//b3579//b4065//b0086//b2715//b0294//b1187//
GO_0005978_7	b2068//b1384//b2503//hxpA//
GO_0005979_8	b4189//
GO_0005980_7	b2260//b1126//b3725//
GO_0005981_7	b0804//
GO_0005984_5	b1508//b3040//b3571//b2311//b2367//b1054//b0325//b2252//b3189//b3063//b1525//
GO_0005985_6	b2108//
GO_0005986_7	b2954//
GO_0005988_6	b2149//b3883//
GO_0005990_7	b2787//b4550//
GO_0005991_6	b4180//b3800//b3057//b1298//b1293//
GO_0005992_7	b0937//b2831//
GO_0005993_7	b2752//b1192//b3906//
GO_0005994_6	b0844//
GO_0005995_7	b0766//
GO_0005996_4	b0188//b2289//hxpA//b0553//b3863//b1677//b3980//b1141//b1378//b1048//b1299//b2994//b2511//b1856//b2315//b1505//b4401//b0435//b3152//b4393//insI3//b0415//b2215//b0891//b4637//b1859//b1210//b2743//b0947//b0674//b2907//b0929//b2566//b1715//b1058//b0799//b3838//b0907//b0084//b0910//b4351//b1563//b4301//b0305//b0954//b2501//b1759//b3084//b2663//b4028//b1886//b1363//b3564//b3597//b2742//hexR//b0624//b0620//b1252//b2150//b3682//b3549//b3916//glsA2//b3451//b3949//b0420//b3336//b2976//b2697//b2287//b1279//b1136//b3832//b0953//b0427//b2342//b2871//b3421//b1521//b2201//b0020//
GO_0005997_6	b0550//
GO_0005998_7	b3040//
GO_0006000_6	b2669//b1599//b3179//
GO_0006001_7	b1704//b3125//
GO_0006002_5	b2183//b2133//b3659//
GO_0006004_6	b2595//b4637//b0427//b4146//b1801//b4232//
GO_0006006_6	b0451//b2698//b2387//b0415//b1658//b0576//b0300//b4080//b2919//b0599//b4119//b2311//b3133//b0644//b3138//b4380//b1284//b1606//b3960//b3955//b2297//b0557//b1728//
GO_0006007_7	b3241//b4242//b3580//
GO_0006011_5	b3541//
GO_0006012_6	b1306//b2105//b1863//b0633//b1707//b0460//b1492//b2943//b2400//
GO_0006013_6	b2144//b1791//
GO_0006014_6	b1025//b0962//b1992//
GO_0006015_7	b3195//b2770//
GO_0006020_5	b3734//
GO_0006022_5	b4258//b3754//b3786//b2330//b1476//b2634//b1734//b0900//b3871//b0449//b3052//b0170//b3244//b3048//b1741//b2574//b1678//b2340//b0199//b1042//b0680//b4016//b0210//b1715//b0042//b1918//b1615//b0795//b1733//b0960//b0062//b4137//b3241//b1188//b2662//b3829//b0990//b3666//b1714//b3179//b0699//b0870//b3389//b2526//b1919//b3842//b4064//b1111//b0314//b2994//b3959//b3966//b1891//b3623//b0960//b0263//b4170//b0590//b3080//b0529//b2104//b2708//b0517//
GO_0006023_6	b0265//b0399//b3093//b1799//b0440//b2712//b2678//b1090//b3641//b3607//b3731//b4269//b2952//b4052//b3204//b0149//b1022//b2958//b0762//b4357//b0423//b1326//b1879//b2709//b0728//b3957//b2110//b2381//b4141//b3613//b0752//b2339//b0099//b3450//b3076//b2336//b3637//b3222//b0874//
