#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct 10 15:03:56 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/datasets_bnumbers/gos_bnum.txt
GO_0000018_7	b1988//b2716//b0875//b4133//
GO_0000023_6	b3679//
GO_0000025_7	b1849//
GO_0000027_7	b3172//b2972//b3416//b2057//b1593//hexR//b1772//b3194//b2906//insI4//b1900//b0337//b3376//
GO_0000028_7	b2896//b3957//b3869//b2673//msrQ//b4269//b3784//b0439//b0369//
GO_0000032_8	b3689//
GO_0000041_8	b2949//b1277//b0397//b2554//b4347//b1818//b2441//b2557//b2307//b4174//b0882//b2843//b2075//b2310//b3155//b0698//b2614//b3707//b2962//b3385//b2014//b0226//b3442//b1244//b2388//b1932//b0619//b0089//b3571//b0077//b2500//b1487//b3074//b2954//b4484//b1107//b3311//b2103//b3513//
GO_0000050_5	b2510//b1663//b0742//b0143//b1236//b0802//b1960//
GO_0000053_5	b3089//
GO_0000096_5	b0613//b2952//b3114//b2068//b4014//b3705//b1563//b1045//b2669//b2520//b4355//b0378//b4067//b3556//b0276//b3917//b1634//b3833//b1469//b4415//b0945//
GO_0000097_6	b3406//b1167//b2381//b3543//b2368//qorA//b4071//b2630//b3732//b3955//b1960//b4178//hexR//b3176//
GO_0000098_6	b0366//b0211//b2301//b1692//b3607//
GO_0000101_6	b1772//b4682//b2699//b2512//b2406//b0652//b2060//b2599//b2571//b4077//b1252//b2470//b2553//b0937//b3020//
GO_0000103_5	b3416//glsA//b0133//
GO_0000105_6	b2536//b3594//b2762//b3591//b2312//b3866//b3349//b3833//
GO_0000154_7	b0329//b0956//b0486//b3477//b3175//b1078//b0355//b3312//b1819//b1634//b2111//b4033//b4288//b1250//b2573//b0997//b1197//b4142//b0475//b0904//b2844//b1807//b2338//b2530//b4099//b1926//b3778//b1250//b0069//b3689//b3790//b2252//
GO_0000160_5	b4335//b0556//b1976//b1387//b0024//b1465//b3376//b3422//b3909//b1350//b1932//b0601//b3049//b2010//b0553//b2138//b0363//b2470//b0228//b0415//b2311//b3223//b0805//b3028//b2712//b2174//b0167//b1855//b2666//b4198//b3021//b0172//b4356//b3863//b2528//b1166//b3825//b0189//b3009//b2777//b2336//b2521//b2664//
GO_0000162_7	b3194//b3666//b2810//b3576//b1475//b3191//b0680//b0111//b1819//
GO_0000255_5	b2095//b0533//b2075//b0120//b0320//
GO_0000256_6	b1328//b2328//b0066//b4100//b2739//
GO_0000270_7	b3599//b3509//b3457//b0680//b2183//b3503//msrP//b1701//b1761//b1389//b0628//b2937//b0698//b3021//b2903//b2927//b4153//b0046//b1113//b3513//b0179//b3910//b3458//b0083//b3407//b0796//b2819//b0082//b2701//b0628//b3041//b4178//b2818//b1022//b0920//b4382//b3413//b3173//b0759//b0189//b3368//b2717//b0077//b2919//b3754//b3535//b1338//b4115//b3765//b3711//b4327//b3201//b1826//yjgX//b1053//b3026//b3629//b0602//b3326//b2108//b1763//b4031//b1842//
GO_0000271_6	b2954//b3554//b3672//b2416//b0896//b0127//b1990//b2576//b2820//b0052//b0265//b2906//b2754//b3310//b3876//b0892//b3910//b3788//b0728//b0460//b4041//b3775//b3126//b1378//b2406//b1276//b4053//b0110//b0698//b3452//b4011//b0918//b2077//b4147//b3498//b3833//b2545//b2340//b2370//b1692//b2558//b0970//b2601//b4130//b2094//b3657//b0692//b4129//b3203//b3256//
GO_0000272_6	b1814//b1735//b3173//b3479//b3731//b4025//
GO_0000302_5	b4161//b2529//b2028//b4550//b2430//b2827//b0301//b1432//b1896//b1881//b0931//b3228//b2528//b2308//b1101//b1748//b0081//b3775//b2710//b0303//b4476//b3416//b2342//b1166//b1395//b3730//b1619//b1637//b1535//b1863//b3168//
GO_0000303_6	b1049//b3703//
GO_0000305_5	b3743//b4510//b2791//
GO_0000372_11	b1829//
GO_0000375_9	b0981//
GO_0000376_10	b2517//
GO_0000413_9	b3950//b1748//b3355//b1698//b2813//b3422//b3712//b1821//
GO_0000451_7	b3709//b3546//b2418//b4319//b3213//
GO_0000453_8	b0928//b3693//b0010//b0301//b1124//
GO_0000455_9	b1018//b2958//b4201//b2327//b3196//b3072//b1449//
GO_0000462_11	b2042//b2525//
GO_0000469_8	b0619//
GO_0000470_10	b3057//
GO_0000478_9	b3516//
GO_0000715_6	b0940//
GO_0000716_7	b2561//
GO_0000724_8	b0298//
GO_0000725_7	b3507//b2412//b4255//b4220//b0183//hxpA//
GO_0000726_7	b3020//
GO_0000731_7	b0260//b2530//b0874//b4279//b0751//b2456//b3607//
GO_0000737_7	b4399//
GO_0000738_7	b3227//b4151//b3899//
GO_0000746_4	b3766//
GO_0000820_7	b2913//
GO_0000902_5	b3197//
