#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct 10 15:03:56 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/datasets_bnumbers/gos_bnum.txt
GO_0000018_7	b0842//b3807//b4171//b0506//
GO_0000023_6	b2037//
GO_0000025_7	b0341//
GO_0000027_7	b2262//b0015//b0659//b0035//b2869//b2110//b3360//b0990//msrP//b1848//b2698//b2313//b0863//
GO_0000028_7	b2162//b3047//b3793//b2075//b2500//b3204//b2361//b3469//b1855//
GO_0000032_8	b2121//
GO_0000041_8	b0727//b2323//b1084//b0417//b0584//b3831//b3514//b1004//b1918//b0009//b3349//b2622//b2907//b3131//b0978//b3266//b4318//b1554//b0853//b0892//b0512//b0276//b4557//b3423//b1766//b4124//b3426//b1841//b4288//b0059//b1412//b2993//b0840//b0178//b1613//b1871//b0438//b0551//b2367//
GO_0000050_5	b1821//b3706//b3833//b0316//b4122//b2287//b2992//
GO_0000053_5	b3794//
GO_0000096_5	b1756//b3447//b2867//b4559//b3298//b0847//b1392//b1212//b2197//b1034//b2517//b0464//b0889//b0847//b2041//b3087//b1292//b1132//b2930//b0210//b2037//
GO_0000097_6	b2697//b1882//b4501//b0074//b4227//b0907//b0602//b0737//b1535//b2479//b3189//b3997//b3008//b3876//
GO_0000098_6	b0098//b2515//b0154//b1861//b0010//
GO_0000101_6	b2480//b0333//b3317//b0784//b3928//b0844//b2683//insI3//b4559//b1683//b2813//b2374//b0550//b0721//b2712//
GO_0000103_5	b1339//b4203//b1482//
GO_0000105_6	b2379//b3289//b4050//b1122//b4202//b0891//b1204//b0807//
GO_0000154_7	b2206//b2409//b0179//b2341//b0461//b2889//b0127//b1054//b3129//b0116//b1634//b0785//b1075//b1266//b0343//b4112//b1048//b0421//b1328//b1815//b3517//b1412//b3711//b3902//b3945//b1199//b0411//b1412//b3635//b4242//b1281//b1653//
