#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct 10 15:03:56 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/datasets_bnumbers/gos_bnum.txt
GO_0000018_7	b0612//b2553//b3452//b4178//
GO_0000023_6	b3779//
GO_0000025_7	b1900//
GO_0000027_7	b0347//b1048//b0526//b3888//b1073//b3989//b2569//b3765//b3067//b2154//b0618//b1924//b0141//
GO_0000028_7	b0066//b2067//b1299//b1288//b2913//b1224//b2314//b2429//b3155//
GO_0000032_8	b0406//
GO_0000041_8	b0873//b3645//b3269//b2182//b2579//b1879//b3665//b2818//b2285//b2015//b2964//b3181//b0860//b2058//b0953//b3686//b2976//b4460//b3581//b0330//b2992//b2611//b3291//b3062//b3132//b1597//b3745//glsA2//b4367//b2303//b1694//b1603//b2507//b3669//hprS//b2730//b0182//b0740//b4384//
GO_0000050_5	b4027//b2242//b1040//b2679//b3092//b2659//b3926//
GO_0000053_5	b3599//
GO_0000096_5	b3667//b2688//b3904//b4155//b3133//b1855//b4224//b2730//b3023//b2480//b2979//b2889//b0315//b1080//b0692//b3087//b1162//b0857//b0963//b2600//b0305//
GO_0000097_6	b3281//b2310//b4323//b3034//b1926//b0131//b3564//b0388//b0054//b3507//b0222//b3387//b2107//b4028//
GO_0000098_6	b1101//b3074//b3748//b0010//b2620//
GO_0000101_6	b2133//b1099//b3261//b4324//b3661//b2770//b1557//b3305//b4046//b2930//b2500//b1269//b2901//b3052//b0983//
GO_0000103_5	b1291//b3189//b3279//
GO_0000105_6	b3599//b2074//b1570//b4152//b2004//b1678//b3715//b1993//
GO_0000154_7	b3205//b2554//b3034//b3019//b3341//b3965//b3554//b2111//b2924//b1569//b3289//b4666//b0785//b0608//b2208//b3428//b0200//b1489//b3940//b0041//b2341//b3572//b1135//b4480//b0677//b2496//b1943//b0129//b1386//b2938//b3389//b0521//
GO_0000160_5	b0808//b1544//b3066//b0449//b4079//b2339//b2811//b3148//b3584//b2075//b1988//b1682//b2912//b3876//b1117//b3990//b2224//b1713//b1350//b3311//b2470//b3433//b3136//b3639//b1184//b3904//b0239//b4138//b4327//b0435//b1854//b1914//b0158//b0960//b3279//b2792//b1892//b4705//b2091//b0517//b3628//b3605//b1141//
GO_0000162_7	b4544//b4419//b1222//b0577//b2040//b1096//b3057//b2005//b3662//
GO_0000255_5	b4178//b1274//b1779//b1621//b0110//
GO_0000256_6	b2508//b1338//b4362//b2526//b2818//
GO_0000270_7	b1526//b2630//b4173//b3997//b3023//b2714//b4079//b3140//b0101//b1857//b0550//hexR//b3728//b3916//b0506//b3750//b3074//b3653//b0042//b2667//b1858//b0776//b3469//b3788//b1612//b2659//b0341//b2027//b2465//b1515//b0141//b1264//b1488//b2946//b2421//b4393//b3647//b2195//b0169//b3225//b3652//b4392//b2817//b2793//b3364//b1693//b4346//b2947//b4374//b3608//b3289//b0808//b3709//b4180//b2235//b3900//b0750//b2411//mltG//b4249//b3493//b2662//b0680//
GO_0000271_6	b1682//b0175//b0729//b2835//b1660//b3959//b4356//b4092//insI4//b4111//b4317//b1395//b4235//b3634//b2303//b4136//b2366//b0934//b2486//b2927//b1244//b3300//b0557//b2136//b1998//b3730//b2794//b3172//b1544//b2972//b1713//b2526//b0054//b1206//rpnD//b3509//b0136//b0139//b1285//b3880//b4067//b2561//b4305//b1375//b2670//b0827//b4065//b0936//b3725//b0970//
GO_0000272_6	b0173//b0176//b1870//b2329//b0450//b2754//
GO_0000302_5	b4153//b0087//b3549//b3619//b3884//b3149//b1163//b0073//b1107//b0221//b2406//b2740//b2290//b2822//b4243//b1197//b3667//b3221//b1272//b4557//b4222//b2761//b0507//b1313//b0721//b2180//b0855//b3717//b0347//b0694//b0423//
GO_0000303_6	b4195//b2010//
GO_0000305_5	b1269//b0939//b0357//
GO_0000372_11	b2415//
