#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct 10 15:03:56 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/datasets_bnumbers/gos_bnum.txt
GO_0000018_7	b3451//b1620//b3847//b1921//
GO_0000023_6	b3309//
GO_0000025_7	b0233//
GO_0000027_7	b0175//b2207//b2414//b4077//b0576//b2544//b3510//b3256//b0491//b2962//b3732//b3163//b3986//
GO_0000028_7	b2883//b2808//b3807//b2023//b2125//b0576//b3784//b0928//b4383//
GO_0000032_8	b3018//
GO_0000041_8	b0676//srkA//b1871//b2567//b1521//b3719//b3953//b4033//b3789//b2922//b0398//b2456//b1352//b0346//b4352//b1900//b0887//b1103//b1093//b4565//b0067//b0072//b4159//b3939//b2329//b0530//b1206//b2064//b0683//b0337//b2174//b0215//b4084//b4198//b4032//b3771//b3082//b1600//b0110//
GO_0000050_5	b2730//b0554//b1187//b1590//b3700//b2746//b1347//
GO_0000053_5	b3376//
GO_0000096_5	b1349//b3625//b2524//b2567//b3409//b1338//b4036//b3465//b0313//b3113//b0878//b2579//b0151//b4078//b2511//b3503//b2197//b1888//b2361//b4266//b0273//
GO_0000097_6	b2679//b0449//b2362//b2131//b0859//b1388//b2245//b2818//b3236//b0162//b4242//b3292//b4687//b2486//
GO_0000098_6	b4209//b0438//b2066//b3707//b4265//
GO_0000101_6	b2245//b3175//b1387//b0072//b3811//b0441//b3806//b0421//b0353//b2362//b1252//b4366//b2533//b2662//b1767//
GO_0000103_5	b2344//b1203//b1808//
GO_0000105_6	b3547//b0428//b2175//b1304//b3670//b3778//b4034//b1049//
GO_0000154_7	b3713//b3554//b0857//b0741//b3811//b3396//b2797//b2389//b1715//b1124//b0874//b3833//b3084//b0215//b1034//b0096//b3989//b0241//b0226//b4147//b0764//b2667//b0820//b0240//b1493//b3672//b3985//b3701//b1634//b4086//b2926//b4316//
GO_0000160_5	b1342//b0528//b1590//b0287//b1465//b1703//b4314//b3741//b1232//b0877//b3924//b1336//b1822//b2673//b2563//b1801//b4028//b1481//b0936//b1335//b3347//b0958//b3707//b2260//b3413//b0874//b0803//b3807//b2964//b4114//b4279//b2138//b2554//b1841//b4137//b1531//b1594//b0957//b2049//b1740//b2067//b3549//b3729//
GO_0000162_7	b1203//b1531//b2559//b2389//b1139//b0398//b2798//b2424//b2662//
GO_0000255_5	b3266//b4131//b3580//b0528//b0874//
GO_0000256_6	b3871//b0175//b2168//b0929//b0659//
GO_0000270_7	b0438//b0509//b3503//b2791//b1694//b2320//b3556//b1348//b1679//b3256//b2170//b2074//b0588//b2438//b4036//b0597//b0957//b1874//b1654//b0508//b2901//b1822//b1780//b0049//b1037//b1270//b1731//b4213//b3510//b3073//b3447//b1011//b1050//b3893//b0490//b2922//b3822//b0270//b2182//b1653//b1887//b2011//b2952//b4554//b2515//b1959//b4194//b3895//b4191//b2240//b2267//b4067//b2615//b0526//b2640//b3232//b3891//b3588//b4178//b2756//b1978//b0696//b2954//
GO_0000271_6	b0838//b3396//b4356//b0763//b0369//b2731//b1945//b0220//b4668//b3441//b0611//b3529//b0098//b1505//b3251//b3138//b0675//b4269//b2730//b3549//b4014//b1449//b1856//b0483//b2038//b1603//b1186//b2260//b2799//b1739//b4014//b3927//b0298//b1072//b1338//b3745//b0242//b4224//b1335//b0346//b1677//b0294//b3624//b0241//b0805//b4299//b0465//b0782//b3461//b0076//
GO_0000272_6	b3748//b3024//b1409//b2910//b1905//b3244//
GO_0000302_5	b2734//b1767//b1209//b2730//b3535//b3706//b3258//b0313//b1520//b3390//b3191//b1866//b3967//b2149//b3011//b3682//b1653//b3319//b0031//b3515//b1879//b0397//b1916//b3355//b0632//b4093//b4064//b3008//b4160//b4083//b3509//
GO_0000303_6	b0810//b0724//
GO_0000305_5	b3494//b2760//b0478//
GO_0000372_11	b0323//
GO_0000375_9	b3403//
GO_0000376_10	b1634//
GO_0000413_9	b0398//b0263//b2283//b2104//b2197//b2929//b0032//b3903//
GO_0000451_7	b3405//b0089//b2140//b4098//b3201//
GO_0000453_8	b3715//b3754//b2734//b3260//b2421//
GO_0000455_9	b2690//b3355//b3431//b3139//b3391//b2834//b1489//
GO_0000462_11	b2313//b2710//
GO_0000469_8	b2477//
GO_0000470_10	b3365//
GO_0000478_9	b2666//
GO_0000715_6	b2893//
GO_0000716_7	b4415//
GO_0000724_8	b0211//
GO_0000725_7	b0774//b1175//b1944//b2009//b3556//b3727//
GO_0000726_7	b4120//
GO_0000731_7	b1639//b3726//b0367//b2782//b4389//b3180//b2307//
GO_0000737_7	b1512//
GO_0000738_7	b2836//b2788//b1197//
GO_0000746_4	b1450//
GO_0000820_7	b2128//
GO_0000902_5	b2922//
GO_0000910_4	b1204//b0616//b4246//b3643//b4415//b0694//b4554//b3459//b3712//b3732//b4041//b0882//b2922//b2245//b2114//b1639//b2556//b1326//
GO_0000917_6	b3053//b1202//b3264//b0178//b3613//
GO_0000918_6	b1445//b1211//b3048//b4383//
GO_0000920_3	b3261//b0196//b1338//b0842//b3316//
GO_0000921_6	b3153//
GO_0000966_8	b3172//b2340//b2217//b2218//
GO_0000967_10	b0375//b0002//b0160//
GO_0001101_4	b1092//b0173//b1959//b0450//b2501//b0982//b0827//b3393//b3432//b1945//b0931//b3019//b3647//b2417//b2704//b0835//b3201//b4668//b3787//b0871//b1922//b1763//b3541//b0721//b1199//b2263//
GO_0001121_7	b2510//b1186//
GO_0001123_8	b2628//
GO_0001124_8	b3584//
GO_0001407_7	b2126//b0334//b2662//b3518//
GO_0001505_4	b0438//b2664//b3179//b2808//b0066//b3084//b0900//b4358//b0905//b4238//b3519//b2903//b1265//b0594//b1370//b0768//
GO_0001510_5	b1045//b0876//b3908//b4074//b2955//b2537//hxpA//b4403//b4363//b0431//b3771//b4220//b0484//glsA//b0183//b0154//b3666//b2330//b3089//b4141//b1221//b1397//b2993//b2698//b0062//b2865//b1037//b0882//b1277//b0112//b3413//b3533//b1776//b2964//b0593//b0406//b1976//b1444//b0182//b3050//
GO_0001514_8	b1831//
GO_0001522_7	b1781//b3908//b2946//b4664//b3966//b0035//b2533//b1890//b1247//b1265//b2515//b3012//b2542//
GO_0001539_4	b0464//b2620//b3765//b4324//b4036//b0038//b2746//b2093//b2839//b3057//b0575//b3819//b2025//b0630//b3229//b1646//b2323//b0426//b0618//b4554//b0470//b1766//b1039//b2975//b2492//b1037//b3296//b3522//b0086//b2962//b0978//
GO_0001558_5	b3460//b0655//b2541//b1107//b0421//b1077//b2865//b0958//
GO_0001561_6	b4016//
GO_0001666_4	b1010//
GO_0001676_6	b2025//b2601//b1848//
GO_0001680_11	b4213//
GO_0001682_11	b2907//
GO_0001731_7	b0867//
GO_0001762_6	b0635//
GO_0001887_4	b0692//b4177//mtnN//
GO_0001896_5	b1163//b0182//b0771//b0621//
GO_0001907_5	b0027//b0419//b4112//b3037//
GO_0001932_8	b4025//b3347//
GO_0001934_9	b2167//
GO_0002047_6	b3022//b3788//
GO_0002097_8	b0233//b2218//b2803//b3247//b1113//b3807//b1662//b0134//b2842//b3826//b1297//b1798//b3539//b0794//b0239//b2170//b1870//b1872//b0475//
GO_0002098_9	b0195//b0514//b2800//b0739//b3887//b0135//b0824//b1849//b3567//b4367//b0635//b1759//b3474//
GO_0002099_9	b0154//b2015//
GO_0002100_9	b0634//
GO_0002101_9	b0651//b2438//
GO_0002128_7	b1808//b1078//b3330//b2659//
GO_0002130_8	b3916//
GO_0002131_9	b1564//
GO_0002132_9	b0492//
GO_0002136_10	b1961//
GO_0002143_9	b0049//b1337//b3806//b2133//b3461//insI1//
GO_0002181_7	b0019//b2995//
GO_0002183_5	b2616//
GO_0002184_8	b3664//
GO_0002188_6	b0572//
GO_0002190_6	b3287//
GO_0002192_8	b2874//
GO_0002252_3	b2417//b0504//b4419//b0010//b1617//b1646//b3785//b4481//b2812//b0576//
GO_0002790_6	b3512//b2662//b1337//b2520//b3632//b0207//b1623//
GO_0002937_9	b2104//
GO_0002938_8	b2831//
GO_0002939_7	b0941//
GO_0002943_8	b3652//
GO_0002949_8	b0785//b3715//b4299//b4365//
GO_0003333_7	b0876//b1767//b3745//b1749//b3198//b0196//b2803//b2811//b0072//b3072//b2821//b3742//b0688//b4094//b4034//b4169//b1815//b3895//b4510//b3783//b1895//b1379//b2929//b2673//b4059//b3261//b3073//b0007//b2976//b4143//b0832//b0949//b0038//b0512//b1901//b0334//b4352//b0622//b3117//b3229//b4554//b2430//b0047//b2153//b3781//b0590//b2144//b3738//b0034//
