#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct 10 15:03:56 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/datasets_bnumbers/gos_bnum.txt
GO_0000018_7	b2798//b2437//b0880//b3684//
GO_0000023_6	b2241//
GO_0000025_7	b0841//
GO_0000027_7	b3223//b2659//b2474//b2913//b1247//b1244//b3956//b1493//b1324//b0151//b3915//b4019//b3891//
GO_0000028_7	b0576//b0903//b3210//b0447//b0304//b2153//b2774//b0409//b3117//
GO_0000032_8	b3375//
GO_0000041_8	b4361//b0445//b3020//b3172//b2976//b3615//b4322//b0517//b2774//b0060//b4042//b1386//b4208//b1516//b2582//b2312//b1257//glsB//b3133//b2709//b1264//b3428//b0062//b0180//b3068//b4506//b3578//b2751//b0722//b3526//b1133//b0125//b3680//b1892//b4262//b3704//b2686//b1256//b3224//
GO_0000050_5	b0967//b4300//b0463//b4189//b3719//b1112//b1253//
GO_0000053_5	b3563//
GO_0000096_5	b3442//b3990//b2538//b2212//b0386//b2530//b1199//b3793//b0830//b0405//b1182//b2600//b1516//b1830//b3740//b2424//b0589//b3983//b0755//b2406//b4178//
GO_0000097_6	b1162//b1409//b3715//b2511//b3579//rpnA//b1007//b4317//b1859//b1094//b3255//b0138//b2628//b2906//
GO_0000098_6	b3627//b3249//b3409//b3597//b0882//
GO_0000101_6	b3652//b0862//b0343//b3711//b1409//b0642//b1306//b1978//b1290//b4288//b0777//b2882//b2379//b4224//b3089//
GO_0000103_5	b0239//b4235//b1506//
GO_0000105_6	b2600//b4146//b3576//b2026//b3535//b3607//b1468//b0207//
GO_0000154_7	b3009//b1821//b3881//b3023//b3707//b0957//b1327//b3403//b2989//b1015//b2841//b1202//b1084//b2754//bioD2//b2361//b1259//b0027//b2731//b0815//b3221//b3265//b4528//b3441//b2717//b4098//b0824//b2531//b3358//b1866//b0032//b3804//
GO_0000160_5	b2134//b3312//b2224//b3422//b1809//b4088//b3116//b3375//b1227//b3166//b0983//b4149//b4136//b1140//b4033//b3927//b4393//b4477//b2758//b1557//b1715//b4478//b1266//b1775//b1363//b0447//b4132//b4133//b2078//b4067//b0427//b4119//b1677//b0467//b2425//b0785//b2241//b3528//b1390//b0242//b0336//b3707//b2575//
GO_0000162_7	b3110//b1901//b2311//b3331//b2942//b2991//b0428//b4018//b2306//
GO_0000255_5	b0594//b3729//b3073//b1787//b0006//
GO_0000256_6	b1924//b4085//b2342//b4544//b0388//
GO_0000270_7	b1917//b0315//b3185//b4065//b0134//b2663//b4034//b0599//b0287//b1079//b2167//b3953//b2067//b4050//b4113//b3880//b0693//b3169//b4376//b2525//b1985//b0239//b0008//b2042//b2407//b4138//b1184//b4203//b2601//b4415//b2324//b2606//b3390//b1707//b2703//b3985//b2268//b0311//b3581//insI1//b0555//b1920//b3269//b0639//b0178//b1922//b0876//b2290//b0486//b2731//b3562//b4483//b2295//b0427//b3511//b0265//b0497//b0726//b2405//b3264//b3409//b0312//b2699//
GO_0000271_6	b0025//b1182//b2927//b3229//b0110//b1084//b3721//b3517//b3386//b1481//b0200//b3128//b3389//b2093//b2622//b3582//b3785//b0284//b3521//b2367//b0879//b4067//b3986//b2592//b4386//b4053//b4238//b3252//b3832//b3264//b3317//b0693//b1226//b0430//b3622//b1649//b0948//b0428//b2731//b1288//b2302//b2206//b2709//b3813//b1299//b1337//b0855//b1833//b2811//b3839//
GO_0000272_6	b0741//b2616//b3226//b0465//b1200//b1800//
GO_0000302_5	b2888//b1564//b0191//b0829//b0040//rhmR//b1525//b1236//b4202//b3156//b2169//b3461//b3216//b0403//b1098//b3030//b2496//b1473//b0213//b2105//b0429//b4003//b3957//b1827//b1290//b3572//b1835//b2628//b2278//b0003//b2883//
GO_0000303_6	b2376//b3929//
GO_0000305_5	b0627//b2480//b0709//
GO_0000372_11	b1285//
GO_0000375_9	b3765//
GO_0000376_10	b0882//
GO_0000413_9	b2430//b3800//b3247//b0022//b1481//b3635//b0570//b1704//
GO_0000451_7	b3219//b1034//b1131//b3321//b2710//
GO_0000453_8	b3384//b2415//b3998//b1101//b0261//
GO_0000455_9	b0939//b0356//b3804//b1785//b0047//b4371//b3900//
GO_0000462_11	b4155//b3881//
GO_0000469_8	b0040//
GO_0000470_10	b2474//
GO_0000478_9	b0546//
GO_0000715_6	b2923//
GO_0000716_7	b1737//
GO_0000724_8	b4031//
GO_0000725_7	b0587//b4468//b3498//b1897//b3130//b2503//
GO_0000726_7	b3327//
GO_0000731_7	b4409//b4086//b1198//b4043//b0974//b1279//b2903//
GO_0000737_7	b1079//
GO_0000738_7	b3384//b1533//b2284//
GO_0000746_4	b3915//
GO_0000820_7	b1634//
GO_0000902_5	b2156//
GO_0000910_4	b2333//b4289//b0794//b3774//b0316//b2564//b2469//b0138//b2545//b3828//b2465//b4362//b1224//b1564//b3729//b2105//b3965//b0529//
GO_0000917_6	b1291//b2581//b0413//b0087//b1921//
GO_0000918_6	b3500//b2558//b3463//b1007//
GO_0000920_3	b3833//b0449//b0156//b0048//b3908//
GO_0000921_6	b0311//
GO_0000966_8	b3192//b3902//b0624//b0019//
GO_0000967_10	b0192//b1544//b2810//
GO_0001101_4	b3956//b2415//b1110//b0325//b1376//b0436//b3020//b2061//b1282//b2745//b3232//b3499//b0644//b1790//b1285//b0768//b1882//b0104//b3034//b2903//b3832//b0431//b3141//b0313//b0076//b0644//
GO_0001121_7	b1812//b3071//
GO_0001123_8	b0946//
GO_0001124_8	b2753//
