#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct 10 15:03:56 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/datasets_bnumbers/gos_bnum.txt
GO_0000018_7	b3235//b1852//b0810//b0574//
GO_0000023_6	b0996//
GO_0000025_7	b0194//
GO_0000027_7	b1075//b0210//b4618//b3177//b3982//b0492//b1588//b0486//b0027//b3543//b1117//b3787//b4113//
GO_0000028_7	b0125//b0524//b2536//b1808//b0001//b4067//b3748//b2758//b2998//
GO_0000032_8	b0827//
GO_0000041_8	b3669//b2577//b0931//b1059//b2183//b3137//b3437//b2798//b1569//b2427//b1478//b3118//b1271//b1761//b4557//b3788//b2208//b4269//b2870//b1466//b3458//b4054//b2282//b4221//b2329//b3636//b0908//b0554//b2320//b1054//b3389//b2215//b0516//b2958//b1663//b1385//b4177//qorA//b0575//
GO_0000050_5	b2779//b1131//b1652//b0867//b0741//b0832//b2624//
GO_0000053_5	b4043//
GO_0000096_5	b3455//b1961//b1557//b4322//b2362//b1872//b0301//b0828//b1734//b4192//b2234//b0269//b0096//b1544//b1723//b0041//b2276//b1198//b2287//b2616//b1266//
GO_0000097_6	b1466//b3404//b3615//b4148//b3441//b0353//b2098//b4299//b3143//b1450//b2281//b3083//b0028//b4513//
GO_0000098_6	b3857//b3469//b1326//b3463//b0356//
GO_0000101_6	b3632//b4371//b0811//b0543//b4113//b3636//b4481//b0820//b4350//b0411//b1684//b3751//b0728//b2342//b0973//
GO_0000103_5	b1707//b4119//b3824//
GO_0000105_6	b3615//b2606//b1479//b3569//b4665//b2662//b0341//b4351//
GO_0000154_7	b0636//b2728//b1714//b2479//b2921//b3395//b2842//b2182//b0198//b4077//b1916//b1599//b3222//b3456//yeeL//b3361//b4079//b2048//b3627//rhmD//b1192//b0978//b3241//b0331//b4510//b2393//b4020//b4213//b1109//b1801//b3836//b1653//
GO_0000160_5	b4166//b3949//b1009//b3237//b0445//b3145//b3722//b2358//b1413//b2914//b0245//b3750//b1041//b3616//b4080//b3888//b0207//b2785//b0808//b4171//b1597//b0403//b2631//b4174//b4130//b2670//b3709//b0177//b4300//b4003//b4224//b0474//b1006//b3153//b3718//b0910//b2333//b3556//b2677//b3645//b1945//b4237//b1013//
GO_0000162_7	b4154//b4148//b0265//b0765//b2302//b1576//b4202//b3954//b1800//
GO_0000255_5	b0958//b0162//b2757//b1835//b3386//
GO_0000256_6	b3719//b1438//b0155//b0088//b3997//
GO_0000270_7	b1515//b3437//b4363//b4471//b0156//b0932//b3168//b0368//b1926//b3355//b0616//b1034//b3310//b3846//b2182//b1978//b2813//b4124//b2620//b2808//b2870//b2162//b1919//b0641//b2729//b4314//b0698//b0329//b0543//b0903//b1203//b3240//b0792//b0394//b2667//b1879//b2278//b3965//b4409//b2076//b3073//b0798//b3480//b2065//b3941//b0546//b1264//b4119//b4380//b0273//b1842//b3342//b2042//b3770//b1301//b2998//b0688//b1623//b2265//b3350//b3701//b0197//b0299//
