#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct 10 15:03:56 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/datasets_bnumbers/gos_bnum.txt
GO_0000018_7	b2052//b2341//b4097//b1435//
GO_0000023_6	b4506//
GO_0000025_7	b0088//
GO_0000027_7	b3355//b3164//b3867//b4139//b2734//b1263//b1203//b3195//b3994//b2425//b2074//b1814//b2407//
GO_0000028_7	b2892//b3905//b3441//b1749//b4026//b1010//b3766//b1012//b4279//
GO_0000032_8	b0778//
GO_0000041_8	b3212//b4090//b0035//b0176//b0313//b0466//b4319//b4309//b1638//b3910//b1682//b2387//b3866//b2929//b0158//b2574//b1430//b4225//b1093//b2233//b2334//b0006//b3832//b0091//b0827//b3867//b3028//b1282//b4347//b3563//b3684//b3474//b1520//b2930//b1900//b1530//b2128//b4662//b0844//
GO_0000050_5	b0196//b2630//b2290//b3724//b0138//b3141//b1900//
GO_0000053_5	b4362//
GO_0000096_5	b3745//b1927//b2511//b3836//b3463//b3070//b4372//b0632//b1592//b3221//b2676//b1918//b0836//b3924//b0823//b1815//b0871//b0186//b3375//b1009//b0149//
GO_0000097_6	b1882//b0210//b4133//b0756//b4129//b3700//b0762//b0584//b3188//b2413//b1449//b0083//b4484//b4237//
GO_0000098_6	b1337//b1554//b1787//b3785//b2567//
GO_0000101_6	b3608//b1748//b1024//b2727//b3577//b2381//b2615//b4324//b3441//b3588//b2726//b0066//b1110//b1711//b0215//
GO_0000103_5	b3068//b2554//b1892//
GO_0000105_6	b4290//b0763//b2290//b2742//b0812//b1859//b1025//b1822//
GO_0000154_7	b2366//b1855//b0636//b2665//b1227//b2529//b0331//b2164//b2751//b1991//b2996//b0768//b2476//b2614//b1890//b3068//b3619//b3547//b1340//b1482//b3875//b4559//b0042//b0778//b2234//b4209//b0611//b3849//b4687//b3718//b3409//b3221//
GO_0000160_5	b0003//b2324//b1622//b0239//b2061//b4238//b3251//b3525//b0270//b1790//b4365//b1467//b2666//b2121//b2096//b3359//b0785//b4613//b3919//b3476//b2053//b1522//b0093//b4358//b3516//b1693//b1590//b0225//b2540//b0301//b0232//b3919//b3431//b1487//b0678//b3904//b2744//b2627//b0315//b0046//b2243//b0614//b3416//
GO_0000162_7	b0430//b0158//b2261//b1279//b1801//b2310//b3163//b0357//b2619//
GO_0000255_5	b3779//b4097//b0182//b3080//b0857//
GO_0000256_6	b1772//b2782//b2339//b2253//b4477//
GO_0000270_7	b1389//b2877//b1086//b2268//b1606//b3554//b4179//b0927//b0850//b1766//b4373//b2662//b0030//b0784//b3915//b1740//b0357//b3933//b1041//b0514//b3685//b2800//b4171//b0221//b3172//b4355//b1508//b0912//b2976//b2877//b0683//b0046//b0139//b0587//b1139//b3612//b3264//b0409//b0693//b0001//b3788//b0782//b0931//b0428//b3942//b2838//b2675//b0420//b2476//b0469//b3464//b1786//b3780//b1924//b1636//b2828//b1145//b3396//b0170//b3690//b3823//b3226//b4297//
GO_0000271_6	b0796//b3385//b1918//b2745//b3615//b3962//b3889//b0969//b1207//b2708//b3496//b3528//b2470//b2057//b4189//b0427//b2614//b1297//b2763//b3399//b1516//b3608//b1014//b0881//b3740//b4421//b0196//b2138//b2752//b0612//b2577//b3666//b0933//b0178//b0640//b2399//b3729//b4097//b3986//b0474//b0819//b3805//b0161//b3594//b2678//b2291//b0401//b1563//b3199//b1078//
